N	2gram	Tiupa_Lite_2	formyVre
1	и в	19	50
2	то есть	5	33
3	в романе	1	32
4	в этом	9	25
5	в нем	3	24
6	человека в	4	17
7	и его	3	16
8	в литературе	1	16
9	прежде всего	4	15
10	как мы	1	14
11	и не	11	14
12	в его	4	13
13	вовсе не	2	13
14	как раз	2	13
15	по существу	3	12
16	так и	7	12
17	то же	12	11
18	таким образом	1	11
19	может быть	17	11
20	и как	3	10
21	но в	2	10
22	все эти	1	9
23	не только	8	9
24	в то	9	9
25	ничего не	3	9
26	же время	9	9
27	в том	10	9
28	в конце	2	9
29	в других	1	9
30	в особенности	1	9
31	и др	3	9
32	и т	2	8
33	того же	4	8
34	и на	6	8
35	в самом	1	8
36	жизненный путь	1	8
37	т п	2	8
38	жизни в	4	8
39	но и	10	8
40	как и	10	8
41	жизни и	4	8
42	для себя	2	7
43	времени в	1	7
44	не было	2	7
45	героя и	1	7
46	во всех	3	6
47	как в	1	6
48	все же	2	6
49	не оставляет	1	6
50	это не	1	6
51	в их	3	6
52	так как	3	6
53	с ее	2	6
54	в ее	2	6
55	связи с	1	6
56	в жизни	2	6
57	у него	2	6
58	то что	7	6
59	в частности	4	6
60	не может	9	6
61	так же	1	6
62	в результате	2	6
63	и все	1	6
64	отношению к	3	5
65	и до	2	5
66	еще не	2	5
67	но не	5	5
68	отнюдь не	4	5
69	не в	4	5
70	он не	5	5
71	всех этих	1	5
72	в основе	2	5
73	того чтобы	1	5
74	точки зрения	4	5
75	не могло	1	5
76	только и	1	5
77	могут быть	2	5
78	в пределах	1	5
79	в образе	1	5
80	в пространстве	1	5
81	для того	2	5
82	наряду с	1	5
83	в основном	1	5
84	что в	4	5
85	и то	3	4
86	мы и	1	4
87	в ней	4	4
88	в своем	1	4
89	и пространства	1	4
90	и с	3	4
91	в них	2	4
92	том что	7	4
93	не имеет	1	4
94	потому что	2	4
95	в последующие	1	4
96	здесь не	1	4
97	жизнь и	1	4
98	в хронотопе	1	4
99	и т.п	10	4
100	до конца	2	4
101	нет ничего	1	4
102	пространства и	1	4
103	своей жизни	1	4
104	и для	3	4
105	том числе	2	4
106	отношения к	1	3
107	в движение	1	3
108	по преимуществу	2	3
109	есть не	1	3
110	мы не	4	3
111	время здесь	1	3
112	в сущности	3	3
113	в виду	2	3
114	дороги и	1	3
115	по отношению	4	3
116	себе и	3	3
117	со своей	2	3
118	в себе	6	3
119	и те	1	3
120	в классическом	1	3
121	при этом	6	3
122	одно и	2	3
123	его в	1	3
124	и других	4	3
125	с другими	1	3
126	характер не	1	3
127	в этих	1	3
128	в отношении	1	3
129	но эта	1	3
130	что было	2	3
131	их в	1	3
132	но они	1	3
133	друг друга	2	3
134	раскрытия и	1	3
135	этом отношении	3	3
136	не могут	1	3
137	к тому	1	3
138	самим собою	1	3
139	что и	2	3
140	во всей	1	3
141	один из	4	3
142	одной из	2	3
143	с одной	7	3
144	со всеми	1	3
145	в качестве	5	3
146	только на	1	3
147	же в	2	3
148	в начале	3	3
149	был бы	2	3
150	одно из	2	3
151	в одном	2	3
152	именно в	1	3
153	себя и	2	3
154	что не	2	3
155	более того	1	3
156	с тем	2	3
157	а не	20	3
158	человек в	1	3
159	мира в	2	3
160	на фоне	5	3
161	вместе с	5	3
162	и потому	1	3
163	совершенно иной	1	3
164	еще более	1	3
165	ни к	1	3
166	а в	3	3
167	не знает	2	3
168	они не	1	3
169	к этому	1	3
170	в таком	1	3
171	же как	2	2
172	эту жизнь	1	2
173	здесь и	1	2
174	в строгом	1	2
175	той же	2	2
176	жизни по	1	2
177	на себя	2	2
178	в чем	1	2
179	нет и	1	2
180	в истории	2	2
181	для всех	5	2
182	стороны и	1	2
183	и нет	2	2
184	и к	2	2
185	от этого	1	2
186	в этот	1	2
187	в целом	2	2
188	в нашем	2	2
189	как бы	2	2
190	как он	2	2
191	и еще	2	2
192	в исторических	1	2
193	уже не	2	2
194	и по	1	2
195	было бы	2	2
196	причастен и	1	2
197	нет в	2	2
198	рядом с	1	2
199	мир в	1	2
200	здесь все	1	2
201	автора и	1	2
202	для него	4	2
203	в своей	1	2
204	он должен	1	2
205	с точки	3	2
206	место в	1	2
207	не к	2	2
208	оказывается что	1	2
209	в отличие	1	2
210	но он	1	2
211	этот тип	1	2
212	никогда не	3	2
213	того и	1	2
214	с большой	1	2
215	во всем	1	2
216	всей жизни	1	2
217	мире и	1	2
218	так называемый	1	2
219	человека так	1	2
220	этот образ	1	2
221	а мы	1	2
222	все то	1	2
223	числе и	1	2
224	той или	1	2
225	элементы в	1	2
226	но по	1	2
227	как по	1	2
228	ту же	2	2
229	с ним	2	2
230	или иной	1	2
231	а также	2	2
232	на основе	1	2
233	собственной жизни	1	2
234	во втором	1	2
