N	2gram	Vygotskiy__1	Dialekti
1	не есть	3	47
2	и не	16	30
3	т е	3	30
4	может быть	22	20
5	не только	13	19
6	и в	31	19
7	по себе	9	18
8	и т	26	17
9	а не	13	16
10	в себе	4	15
11	т д	8	15
12	что она	6	14
13	потому что	10	14
14	то что	32	14
15	в том	30	14
16	так как	18	14
17	и даже	6	14
18	как бы	5	14
19	вовсе не	6	13
20	то же	5	12
21	точки зрения	15	12
22	но и	2	12
23	и все	5	12
24	есть всегда	1	11
25	и как	2	10
26	что это	6	10
27	в нем	2	10
28	ни в	9	10
29	как и	16	10
30	том что	16	10
31	стало быть	2	10
32	сказать что	7	10
33	так и	3	10
34	это не	1	10
35	никогда не	8	9
36	времени и	1	9
37	же и	1	9
38	не может	17	9
39	она есть	1	9
40	в этом	12	8
41	в своей	3	8
42	с точки	2	8
43	не в	11	8
44	есть нечто	2	8
45	она не	5	8
46	прежде всего	4	8
47	это есть	5	8
48	и то	2	7
49	есть не	2	7
50	время как	5	7
51	сама по	2	7
52	так что	5	7
53	и к	3	7
54	должно быть	1	7
55	как это	4	7
56	в поэзии	2	7
57	только тогда	7	7
58	но что	2	7
59	как будто	5	7
60	совершенно не	5	7
61	но это	3	7
62	что в	23	7
63	я не	1	6
64	но не	3	6
65	что они	2	6
66	отнюдь не	6	6
67	тогда когда	5	6
68	в то	5	6
69	не могу	1	6
70	и вообще	1	6
71	и та	1	6
72	что он	7	6
73	конечно не	1	6
74	не потому	1	6
75	того что	10	6
76	и может	2	6
77	личности и	1	6
78	жизни и	3	6
79	и потому	2	5
80	и это	3	5
81	должна быть	3	5
82	есть ли	2	5
83	в силу	3	5
84	в одну	1	5
85	все равно	1	5
86	иной раз	1	5
87	и его	7	5
88	и с	2	5
89	в виду	4	5
90	о том	7	5
91	и что	8	5
92	можно сказать	1	5
93	но как	2	5
94	не мешает	1	5
95	не то	2	5
96	что и	13	5
97	с другой	5	5
98	и пр	1	5
99	и следовательно	2	5
100	что поэзия	1	5
101	по своему	1	5
102	как раз	2	5
103	только что	2	5
104	в самом	11	5
105	только в	14	5
106	и есть	5	4
107	поэзии и	2	4
108	еще не	1	4
109	быть в	2	4
110	самом деле	9	4
111	или иное	2	4
112	за пределы	1	4
113	в одной	3	4
114	независимо от	2	4
115	в своем	3	4
116	все же	5	4
117	нет никакой	3	4
118	только то	2	4
119	та же	3	4
120	как он	2	4
121	и если	4	4
122	при этом	19	4
123	он не	3	4
124	же это	1	4
125	и вот	3	4
126	и по	3	4
127	одно и	1	4
128	таким образом	20	4
129	заключается в	7	4
130	одна и	1	4
131	а потом	1	4
132	как таковой	1	4
133	в одном	2	4
134	все это	8	4
135	с ним	2	4
136	связи с	1	4
137	в таком	3	4
138	в каком	2	4
139	не могут	3	4
140	есть только	2	4
141	что оно	3	4
142	без всякого	2	4
143	в ее	5	4
144	то или	2	4
145	и когда	3	4
146	ясно что	19	4
147	говорят что	1	4
148	может не	1	4
149	к нему	2	4
150	и только	3	4
151	как нечто	1	4
152	без этого	1	4
153	уже в	3	4
154	одно из	2	4
155	то время	5	4
156	от того	3	4
157	в связи	2	4
158	могут быть	11	4
159	хотя бы	1	4
160	а в	6	4
161	другой стороны	5	4
162	же как	4	3
163	искусство и	4	3
164	таком случае	2	3
165	это и	3	3
166	как мы	2	3
167	что если	1	3
168	вопрос о	3	3
169	что иное	1	3
170	оно есть	2	3
171	это время	1	3
172	иное как	1	3
173	в чем	2	3
174	а только	2	3
175	в этой	3	3
176	с этим	3	3
177	что всякая	2	3
178	выйти из	1	3
179	об этом	1	3
180	его в	2	3
181	чтобы все	1	3
182	и мы	1	3
183	было бы	6	3
184	мы имеем	4	3
185	и уже	1	3
186	между собою	1	3
187	и тогда	2	3
188	но я	1	3
189	в этих	4	3
190	что такое	2	3
191	сами по	1	3
192	и более	1	3
193	что этот	1	3
194	даже в	2	3
195	можно ли	2	3
196	не менее	2	3
197	ничего не	2	3
198	или как	2	3
199	как только	1	3
200	должны быть	3	3
201	тут не	1	3
202	но только	3	3
203	то как	1	3
204	принять во	1	3
205	это только	2	3
206	уже не	2	3
207	как они	2	3
208	грань между	1	3
209	нуждается в	3	3
210	все время	4	3
211	он есть	1	3
212	тех пор	1	3
213	же мы	1	3
214	будто бы	2	3
215	у меня	3	3
216	из них	2	3
217	мы находим	1	3
218	и из	1	3
219	и их	2	3
220	не было	3	3
221	себе не	3	3
222	о чем	2	3
223	во внимание	2	3
224	мы говорим	1	3
225	в той	1	3
226	когда мы	3	3
227	в это	1	3
228	и от	2	3
229	его с	1	3
230	и слова	1	3
231	то не	1	3
232	только как	1	3
233	была бы	1	3
234	не что	1	3
235	человека и	2	2
236	связана с	1	2
237	есть форма	1	2
238	на самом	2	2
239	тем же	3	2
240	что эти	3	2
241	его не	2	2
242	например в	3	2
243	бы ни	2	2
244	то это	1	2
245	как не	1	2
246	зависимости от	6	2
247	первого взгляда	1	2
248	в ней	1	2
249	в широком	1	2
250	во всех	1	2
251	что я	4	2
252	в голове	2	2
253	явлений и	1	2
254	если в	1	2
255	очевидно что	6	2
256	мере в	1	2
257	если она	2	2
258	как в	9	2
259	поэтического образа	1	2
260	и нет	1	2
261	перед нами	1	2
262	что по	3	2
263	более или	2	2
264	но в	3	2
265	потом уже	1	2
266	в которой	4	2
267	бы и	2	2
268	мы получаем	2	2
269	не даны	1	2
270	бы только	1	2
271	на его	1	2
272	время и	1	2
273	широком смысле	1	2
274	но все	1	2
275	в каждом	3	2
276	не будет	3	2
277	в мире	1	2
278	говорил что	1	2
279	быть во	1	2
280	на все	1	2
281	не умеет	1	2
282	в жизни	2	2
283	она и	1	2
284	с тем	3	2
285	несмотря на	5	2
286	и потом	1	2
287	или менее	2	2
288	и при	1	2
289	взгляд на	1	2
290	в их	1	2
291	жизни с	1	2
292	волосы как	1	2
293	в зависимости	5	2
294	тем не	2	2
295	их в	2	2
296	тому что	4	2
297	что есть	2	2
298	что сущность	1	2
299	что с	2	2
300	виду что	1	2
301	самого начала	1	2
302	дело не	1	2
303	того как	1	2
304	в науке	2	2
305	в сущности	10	2
306	у пушкина	3	2
307	только не	3	2
308	это мы	2	2
309	того и	1	2
310	только и	1	2
311	или иная	1	2
312	своей природе	1	2
313	убедиться в	1	2
314	следует что	1	2
315	уже и	2	2
316	и делает	1	2
317	что на	3	2
318	в области	11	2
319	и искусство	1	2
320	во все	1	2
321	к тому	4	2
322	когда они	1	2
323	в конце	3	2
324	та или	1	2
325	с самого	1	2
326	и совершенно	5	2
327	только через	1	2
328	что у	3	2
329	можно только	1	2
330	том как	1	2
331	со всем	1	2
332	от идеи	1	2
333	понятно что	1	2
334	если хотите	1	2
335	разница между	3	2
336	но мы	3	2
337	есть так	1	2
338	поэтическое произведение	1	2
339	все в	1	2
340	тем или	2	2
341	между тем	4	2
342	если принять	1	2
343	когда оно	2	2
344	столько сколько	1	2
345	всяком случае	6	2
346	что бы	1	2
347	не знаю	1	2
348	мы должны	1	2
349	что здесь	2	2
350	как из	1	2
351	д и	1	2
352	мы видим	5	2
353	с ними	1	2
354	в какой	5	2
355	с одной	5	2
356	есть в	7	2
357	если мы	12	2
358	или в	1	2
359	возможна и	1	2
360	а потому	3	2
361	но вот	1	2
362	т п	16	2
363	само по	5	2
364	до сих	3	2
365	именно в	1	2
366	зависит от	1	2
367	как ни	1	2
368	что мы	8	2
369	в частности	3	2
370	вместе с	8	2
371	с первого	1	2
372	так же	12	2
373	я уже	1	2
374	в разной	1	2
375	что же	2	2
376	и эстетика	1	2
377	быть только	1	2
378	в тех	1	2
379	как нельзя	4	2
380	в состоянии	3	2
381	сих пор	3	2
382	новые и	1	2
383	же самое	2	2
384	думают что	1	2
385	которые были	1	2
386	содержанием и	1	2
387	тех или	2	2
388	форм и	1	2
389	и всякая	1	2
390	в результате	4	2
391	или иным	2	2
392	или не	2	2
393	же в	1	2
394	это все	3	2
395	в системе	1	2
396	не быть	2	2
397	все наиболее	1	2
398	которая есть	1	2
399	понимание есть	1	2
400	только о	2	2
401	в искусстве	4	2
402	в своих	4	2
403	во всяком	8	2
404	этом совершенно	1	1
405	всегда в	1	1
406	который должен	1	1
407	смысле слова	3	1
408	от этой	1	1
409	речь идет	3	1
410	говоря о	1	1
411	он также	1	1
412	есть обязательно	1	1
413	того же	2	1
414	между обеими	1	1
415	тех же	2	1
416	идет о	2	1
417	очень много	1	1
418	предмета с	2	1
419	по преимуществу	1	1
420	ведь и	1	1
421	оно было	2	1
422	все те	1	1
423	и значение	1	1
424	за те	1	1
425	сравнению с	1	1
426	но отличие	1	1
427	которую мы	1	1
428	не была	1	1
429	только благодаря	1	1
430	но она	1	1
431	на тему	1	1
432	ему в	1	1
433	и явлений	1	1
434	из ее	1	1
435	поэзия как	1	1
436	литературы и	1	1
437	всегда можно	1	1
438	общий и	1	1
439	совершенно другое	1	1
440	бы то	1	1
441	в различных	1	1
442	и понимает	1	1
443	не без	1	1
444	разницы между	3	1
445	оно уже	1	1
446	образа нет	1	1
447	точка зрения	4	1
448	со всеми	4	1
449	есть по	1	1
450	искусстве но	1	1
451	и воображения	1	1
452	иначе не	1	1
453	отличие от	4	1
454	нет и	1	1
455	ли подлинно	1	1
456	резко отличается	1	1
457	меньше всего	1	1
458	не хотел	1	1
459	что именно	1	1
460	показать что	8	1
461	стороны и	3	1
462	она как	2	1
463	совершенно без	1	1
464	которое и	1	1
465	на картине	1	1
466	бы я	1	1
467	когда он	2	1
468	эмоции не	1	1
469	духа и	1	1
470	или иную	1	1
471	то в	1	1
472	только один	1	1
473	к чему	2	1
474	в целом	5	1
475	образом и	1	1
476	из этих	6	1
477	литературу которая	1	1
478	существу с	1	1
479	с их	1	1
480	остановиться на	2	1
481	тому же	3	1
482	во многих	1	1
483	образ его	1	1
484	к выводу	1	1
485	самому существу	3	1
486	к искусству	1	1
487	образ и	2	1
488	как оно	1	1
489	задний план	1	1
490	по самому	5	1
491	и еще	1	1
492	из сферы	1	1
493	этого вопроса	2	1
494	не к	1	1
495	понятий и	2	1
496	сказал что	1	1
497	вы в	1	1
498	в степени	1	1
499	и сколько	1	1
500	д все	1	1
501	чтобы их	1	1
502	но самое	1	1
503	не бывает	1	1
504	которое сразу	1	1
505	именно это	1	1
506	в основу	2	1
507	и процессов	1	1
508	что все	3	1
509	главным образом	2	1
510	есть все	1	1
511	знает что	1	1
512	общества в	1	1
513	мы на	1	1
514	может стать	3	1
515	на почве	2	1
516	форму и	2	1
517	этом смысле	2	1
518	ни разу	1	1
519	могу не	1	1
520	и тем	2	1
521	вызывает не	1	1
522	и творчества	1	1
523	тех которые	1	1
524	в них	2	1
525	ни одной	1	1
526	бы чисто	1	1
527	далеко не	2	1
528	показывает что	5	1
529	нас к	1	1
530	но лишь	1	1
531	не всегда	2	1
532	нельзя будет	1	1
533	всегда и	1	1
534	и вне	1	1
535	нигде не	2	1
536	совершенно особый	1	1
537	чем в	1	1
538	образа все	1	1
539	оказывается совершенно	1	1
540	понятия и	1	1
541	одного и	2	1
542	и становится	1	1
543	но если	1	1
544	и сейчас	2	1
545	смотрит на	1	1
546	по тому	3	1
547	и ее	1	1
548	начинается в	1	1
549	с научной	1	1
550	именно и	2	1
551	на месте	1	1
552	в котором	4	1
553	в последнее	4	1
554	она в	2	1
555	их значения	1	1
556	его форму	3	1
557	мы называем	1	1
558	совершенно особой	1	1
559	себе а	3	1
560	знаем что	1	1
561	бы мы	2	1
562	сама собой	1	1
563	есть специфическая	1	1
564	науки но	1	1
565	и другого	2	1
566	вот эта	1	1
567	и повседневное	1	1
568	а есть	1	1
569	или искусство	1	1
570	теми же	2	1
571	надо сказать	3	1
572	том и	2	1
573	тому чтобы	3	1
574	ним в	1	1
575	на эти	2	1
576	зрения и	1	1
577	это вопрос	1	1
578	и очень	2	1
579	случае в	3	1
580	есть основное	1	1
581	что эта	3	1
582	лиц и	1	1
583	имеет свое	1	1
584	есть прежде	1	1
585	с теми	2	1
586	как о	1	1
587	считает что	1	1
588	уже из	1	1
589	в египетской	1	1
590	в основе	2	1
591	бытия и	1	1
592	никем еще	1	1
593	в самых	1	1
594	в нас	2	1
595	подобно тому	5	1
596	одна из	4	1
597	или когда	1	1
598	это слово	1	1
599	и теперь	2	1
600	ее можно	1	1
601	и искусства	1	1
602	так то	1	1
603	не ее	1	1
604	этом отношении	2	1
605	но даже	2	1
606	ли это	2	1
607	могут появиться	1	1
608	мысли так	2	1
609	все то	3	1
610	две области	1	1
611	отличается от	2	1
612	следовательно нельзя	1	1
613	сходство с	2	1
614	наоборот в	1	1
615	они и	1	1
616	наконец что	1	1
617	мы ее	1	1
618	оно не	1	1
619	должен быть	1	1
620	к жизни	2	1
621	оно может	1	1
622	можно и	1	1
623	нас от	1	1
624	и о	4	1
625	не существует	2	1
626	но при	1	1
627	могут и	1	1
628	в собственном	3	1
629	последнее время	2	1
630	мысль о	1	1
631	такое в	1	1
632	от обычного	1	1
633	приводит к	2	1
634	психику и	1	1
635	в глаза	1	1
636	и специфическое	1	1
637	на нее	1	1
638	те же	4	1
639	здесь как	1	1
640	одного из	1	1
641	раз он	1	1
642	здесь нет	1	1
643	также нельзя	1	1
644	она была	1	1
645	подойти к	2	1
646	и на	1	1
647	по сравнению	1	1
648	и возникновения	1	1
649	всех возможных	1	1
650	охватывает и	1	1
651	строго говоря	1	1
652	разных слоев	1	1
653	составные части	1	1
654	быть может	1	1
655	не меньше	1	1
656	выводу что	1	1
657	смысле и	1	1
658	против этого	1	1
659	камня на	1	1
660	все дело	2	1
661	содержание этого	1	1
662	мы всегда	1	1
663	ни наконец	1	1
664	и здесь	2	1
665	двери и	3	1
666	искусства и	15	1
667	что самая	1	1
668	в состав	1	1
669	вот почему	1	1
670	это действительно	1	1
671	и поэтому	2	1
672	которым она	1	1
673	совершенно неверно	1	1
674	наслаждение и	1	1
675	почему же	1	1
676	еще дальше	1	1
677	ли она	1	1
678	нас в	2	1
679	я склонен	2	1
680	и во	2	1
681	а напротив	1	1
682	хорошо но	1	1
683	но ничего	1	1
684	и познания	1	1
685	нем не	1	1
686	которой мы	1	1
687	нечто иное	1	1
688	время дело	1	1
689	суть не	1	1
690	судить о	1	1
691	как таковая	1	1
692	знаем но	1	1
693	я думаю	2	1
694	во всей	1	1
695	пор пока	1	1
696	и содержания	1	1
697	оказывается чрезвычайно	1	1
698	если это	1	1
699	вещи как	1	1
700	говорит в	1	1
701	в литературе	1	1
702	бросается в	1	1
703	людей а	1	1
704	сознание которое	1	1
705	но с	1	1
706	время в	1	1
707	обе эти	1	1
