N	3gram	Trubetskoy_1	Tvorches
1	то же время	2	7
2	в то же	2	7
3	в соответствии с	1	4
4	по отношению к	1	3
5	до сих пор	5	3
6	не может быть	1	3
7	в самом деле	1	2
8	влечет за собой	2	2
9	в таком случае	1	2
10	и в то	1	2
11	в отличие от	1	2
12	по крайней мере	5	2
13	так же как	3	2
14	во всяком случае	6	2
15	с другой стороны	1	2
16	так и в	1	2
17	о том что	4	2
18	в одном из	1	2
19	в том что	3	2
20	это связано с	1	1
21	мы уже говорили	1	1
22	потому что в	1	1
23	с первого взгляда	1	1
24	и потому что	2	1
25	в том числе	5	1
26	можно говорить лишь	1	1
27	о том как	1	1
28	может и не	1	1
29	сих пор еще	2	1
30	но и потому	1	1
31	сами по себе	1	1
32	потому что сама	1	1
33	в первую очередь	1	1
34	может быть в	1	1
35	несмотря на его	1	1
36	в этот период	1	1
37	точно так же	3	1
38	после его смерти	2	1
39	не похоже на	1	1
40	то или иное	2	1
41	и через нее	1	1
42	уже говорили о	1	1
43	только то что	1	1
44	но в то	1	1
45	но при этом	1	1
46	и в этом	2	1
47	а с другой	5	1
48	не только для	2	1
49	в свою очередь	1	1
50	той или иной	2	1
51	в связи с	3	1
52	к тому же	4	1
53	жизни то есть	1	1
54	в то время	1	1
55	нет ничего кроме	1	1
56	это и есть	1	1
57	ничего общего с	2	1
58	и никогда не	1	1
59	с самого начала	2	1
60	и превращается в	1	1
61	именно потому что	1	1
62	том числе и	4	1
