N	2gram	Tiupa_Anal_3	Literetu
1	и не	12	22
2	тогда как	20	17
3	в мире	5	16
4	и в	18	16
5	при этом	11	15
6	в этом	14	14
7	не только	22	14
8	но и	13	14
9	в том	9	12
10	может быть	9	12
11	а не	9	12
12	то что	2	12
13	в частности	12	11
14	я и	3	10
15	своего рода	8	10
16	не в	6	10
17	такого рода	5	10
18	то же	3	9
19	так и	14	9
20	в то	3	9
21	того что	1	9
22	в этой	6	8
23	в жизни	2	8
24	том что	12	8
25	не может	2	8
26	к себе	1	8
27	как бы	10	8
28	в своей	1	7
29	тем самым	4	7
30	же время	3	7
31	только в	2	7
32	себя в	4	7
33	в противовес	2	7
34	со стороны	9	7
35	точки зрения	3	7
36	я в	5	7
37	еще не	6	6
38	с его	8	6
39	в себе	2	6
40	состоит в	4	6
41	в другом	1	6
42	по мысли	1	6
43	эстетического объекта	2	6
44	в стихотворении	1	6
45	произведение искусства	4	6
46	о том	6	6
47	и его	13	6
48	в его	7	6
49	присутствия в	1	6
50	и т.п	5	6
51	с другой	7	6
52	к тому	6	6
53	в стихах	1	6
54	в году	3	5
55	в отличие	2	5
56	отличие от	2	5
57	субъекта и	2	5
58	как в	3	5
59	всего лишь	8	5
60	в целом	3	5
61	тому же	3	5
62	то есть	10	5
63	лишь в	5	5
64	это не	2	5
65	как и	14	5
66	в основе	1	5
67	коммуникативного события	11	5
68	этом отношении	3	5
69	в ее	3	5
70	что он	4	5
71	в качестве	12	5
72	именно в	3	5
73	а именно	1	5
74	лирический герой	1	5
75	вместе с	2	5
76	а в	10	5
77	перед лицом	1	4
78	но не	7	4
79	по отношению	7	4
80	в рамках	3	4
81	хотя и	2	4
82	входит в	2	4
83	должно быть	1	4
84	место в	1	4
85	однако в	5	4
86	даже в	2	4
87	не говоря	1	4
88	никогда не	5	4
89	в тексте	9	4
90	говоря уже	1	4
91	данном случае	3	4
92	коммуникативное событие	1	4
93	а также	2	4
94	с одной	2	4
95	в начале	6	4
96	одно из	1	4
97	в одном	4	4
98	как будто	1	4
99	как у	1	4
100	одной стороны	2	4
101	в данном	4	4
102	и для	2	4
103	жизни в	1	4
104	отношению к	7	4
105	отношения к	2	3
106	например в	2	3
107	не становится	1	3
108	самом деле	2	3
109	для которого	1	3
110	едва ли	3	3
111	той же	5	3
112	с ее	3	3
113	отнюдь не	4	3
114	и как	4	3
115	и к	4	3
116	но в	2	3
117	то в	2	3
118	бы и	2	3
119	на его	2	3
120	а затем	1	3
121	самим собой	1	3
122	в глазах	2	3
123	в слове	5	3
124	в г	1	3
125	с точки	2	3
126	на свою	1	3
127	произведения в	1	3
128	себе самому	2	3
129	по своей	2	3
130	потому что	1	3
131	эстетический объект	1	3
132	личности в	3	3
133	уже о	1	3
134	все еще	1	3
135	говоря словами	2	3
136	не случайно	8	3
137	искусства и	1	3
138	обратим внимание	2	3
139	прежде всего	5	3
140	между тем	5	3
141	вслед за	1	3
142	совершенно не	2	3
143	уже не	5	3
144	в самом	5	3
145	наконец в	1	3
