N	2gram	Propp_Morf_1	FransuaR
1	и в	13	41
2	мы уже	1	18
3	во всех	4	17
4	таким образом	21	17
5	и с	1	16
6	и его	1	13
7	но и	4	13
8	в этом	14	12
9	как мы	6	12
10	все эти	2	11
11	не только	4	10
12	так как	16	10
13	и др	10	10
14	прежде всего	9	10
15	то что	8	10
16	и на	1	9
17	кроме того	1	9
18	во время	6	9
19	о том	2	9
20	и все	1	9
21	в сущности	3	8
22	но в	2	8
23	в этой	2	8
24	и до	1	7
25	в них	1	7
26	как и	3	7
27	том что	4	7
28	в его	1	7
29	вовсе не	4	7
30	у него	1	7
31	на части	1	7
32	в особенности	1	7
33	как бы	3	7
34	что в	8	7
35	также и	4	6
36	например в	2	6
37	в то	3	6
38	в образе	4	6
39	один из	5	6
40	мы видим	13	6
41	с помощью	1	6
42	в следующей	1	6
43	или в	4	6
44	сказать что	2	6
45	что он	4	6
46	с его	2	5
47	что это	1	5
48	в себе	1	5
49	то же	7	5
50	еще в	1	5
51	но он	1	5
52	во всем	1	5
53	тем что	4	5
54	так и	6	5
55	и что	2	5
56	а также	4	5
57	из них	3	5
58	в одном	1	5
59	большинстве случаев	3	5
60	там где	5	5
61	между собою	2	5
62	так же	3	5
63	в той	1	5
64	одним из	1	4
65	самом деле	4	4
66	он был	1	4
67	как в	3	4
68	и как	5	4
69	и наконец	1	4
70	та же	2	4
71	а затем	4	4
72	в другом	2	4
73	не в	3	4
74	даже в	1	4
75	но они	1	4
76	в основе	1	4
77	того чтобы	3	4
78	все же	7	4
79	у нас	2	4
80	с одной	1	4
81	в большинстве	3	4
82	в результате	7	4
83	и даже	1	4
84	с другой	8	4
85	одной стороны	1	4
86	о котором	1	4
87	а в	7	4
88	не может	14	4
89	из этого	1	4
90	как во	1	3
91	вместо того	1	3
92	он сам	1	3
93	людей в	1	3
94	в чем	1	3
95	мы будем	3	3
96	в одной	1	3
97	с этим	11	3
98	перед нами	10	3
99	в первом	3	3
100	при этом	1	3
101	на все	1	3
102	с другими	1	3
103	было бы	3	3
104	на первый	3	3
105	и их	2	3
106	втором случае	1	3
107	тесно связаны	1	3
108	потому что	3	3
109	этом отношении	1	3
110	они и	3	3
111	те же	1	3
112	до сих	1	3
113	к нему	3	3
114	во втором	3	3
115	в него	1	3
116	того что	3	3
117	одной из	1	3
118	мы увидим	8	3
119	только в	2	3
120	в начале	3	3
121	что не	1	3
122	вход в	1	3
123	но оно	2	3
124	в данном	1	3
125	в первой	1	3
126	и не	12	3
127	с этой	1	3
128	сих пор	1	3
129	но это	6	3
130	и для	2	3
131	здесь только	1	3
132	между ними	1	3
133	первом случае	3	3
134	они не	1	3
135	связана с	3	2
136	и то	1	2
137	тех же	4	2
138	это и	2	2
139	из самых	1	2
140	с точки	2	2
141	ведь и	1	2
142	должна быть	1	2
143	мы не	8	2
144	не будем	4	2
145	др эти	1	2
146	есть нечто	3	2
147	говорить о	3	2
148	а для	1	2
149	из земли	1	2
150	но не	4	2
151	дело обстоит	1	2
152	что они	2	2
153	сущности к	1	2
154	точки зрения	2	2
155	что именно	1	2
156	дает нам	1	2
157	на лбу	1	2
158	хотя и	3	2
159	духа в	1	2
160	в главе	1	2
161	и тот	1	2
162	на его	4	2
163	он не	3	2
164	на этом	3	2
165	будем говорить	1	2
166	как они	1	2
167	это было	3	2
168	на спине	2	2
169	повод для	1	2
170	из этих	1	2
171	но если	7	2
172	в своей	1	2
173	мы находим	1	2
174	но эта	1	2
175	их в	1	2
176	в таких	2	2
177	у кого	1	2
178	так что	1	2
179	связи с	10	2
180	это уже	3	2
181	один раз	1	2
182	не могут	4	2
183	в области	1	2
184	о происхождении	2	2
185	в эти	1	2
186	через все	1	2
187	данном случае	1	2
188	и этим	5	2
189	и когда	1	2
190	конечно в	1	2
191	но здесь	1	2
192	доходит до	1	2
193	между тем	5	2
194	там и	1	2
195	кажется что	1	2
196	а именно	1	2
197	на которой	1	2
198	но с	1	2
199	со всеми	1	2
200	себя в	1	2
201	море и	1	2
202	характерно что	1	2
203	никто не	3	2
204	как его	1	2
205	может быть	52	2
206	как раз	1	2
207	в форме	6	2
208	а на	3	2
209	и самая	1	2
210	мы еще	1	2
211	если мы	5	2
212	не на	2	2
213	а не	11	2
214	одну из	1	2
215	или с	3	2
216	в последней	1	2
217	в частности	2	2
218	как это	3	2
219	знать что	2	2
220	что мы	2	2
221	для нас	2	2
222	от него	1	2
223	в этих	13	2
224	в том	6	2
225	все они	1	2
226	и у	1	2
227	другой стороны	4	2
228	состоит из	1	2
229	что даже	1	2
230	есть и	4	2
231	здесь же	3	2
232	и другие	6	2
233	ту же	2	1
234	до него	1	1
235	наших дней	2	1
236	утверждение что	1	1
237	на самом	4	1
238	он может	2	1
239	то в	3	1
240	между двумя	1	1
241	проявляются в	1	1
242	которую они	1	1
243	было более	1	1
244	из его	2	1
245	встречается и	3	1
246	его не	1	1
247	это совершенно	1	1
248	на первом	1	1
249	хода и	1	1
250	так чтобы	1	1
251	не вполне	1	1
252	ему в	1	1
253	то это	3	1
254	и заставляет	1	1
255	состоят из	1	1
256	еще не	3	1
257	всегда можно	1	1
258	между собой	4	1
259	что его	2	1
260	в различных	2	1
261	тем как	1	1
262	бы не	1	1
263	основано на	1	1
264	одним словом	1	1
265	уже известную	1	1
266	друг к	2	1
267	характер они	1	1
268	был совершенно	1	1
269	значение и	1	1
270	по отношению	4	1
271	отношение к	1	1
272	что приведенная	1	1
273	чем же	1	1
274	и нет	1	1
275	там же	1	1
276	возвращаемся к	1	1
277	и к	4	1
278	более или	2	1
279	следующим образом	3	1
280	на войну	1	1
281	в этот	1	1
282	герой ее	2	1
283	в которой	3	1
284	точку зрения	1	1
285	в целом	3	1
286	в нашем	3	1
287	во многих	1	1
288	рассказ о	1	1
289	фигурировать и	1	1
290	им в	1	1
291	бы только	1	1
292	если он	1	1
293	есть но	1	1
294	мотив и	2	1
295	моментов то	1	1
296	связанные с	1	1
297	он должен	2	1
298	не определяет	2	1
299	и вот	1	1
300	необходимо для	1	1
301	чтобы в	1	1
302	прошлого века	1	1
303	и по	2	1
304	они играют	1	1
305	это один	1	1
306	с собой	3	1
307	но все	3	1
308	котором говорит	1	1
309	в каждом	1	1
310	для всех	1	1
311	тем в	1	1
312	же касается	1	1
313	его в	2	1
314	обоих случаях	2	1
