N	2gram	Losev_Prob_2	Poddanst
1	не только	24	17
2	и в	35	14
3	и не	37	12
4	в области	6	11
5	в этом	17	10
6	н а	1	10
7	в отношении	4	10
8	в качестве	2	9
9	но в	6	9
10	то же	5	9
11	в том	12	9
12	в пределах	1	8
13	хотя бы	12	8
14	только в	14	7
15	в то	6	7
16	в ней	2	6
17	было бы	8	6
18	е с	1	6
19	но и	16	6
20	в смысле	1	6
21	в которых	1	5
22	с другой	6	5
23	может быть	18	5
24	не в	2	5
25	и о	4	5
26	о в	3	5
27	т в	1	5
28	а н	1	5
29	если бы	4	4
30	а также	2	4
31	в своем	4	4
32	и к	3	4
33	как бы	4	4
34	и если	3	4
35	том что	19	4
36	не может	13	4
37	и потому	1	4
38	по себе	8	4
39	на пути	1	4
40	что в	11	4
41	мы должны	3	4
42	же в	1	4
43	а в	4	4
44	то что	38	4
45	в с	2	4
46	и т	6	3
47	мы не	7	3
48	сводится к	2	3
49	в порядке	1	3
50	столь же	1	3
51	между тем	1	3
52	это не	1	3
53	хотя и	3	3
54	и как	4	3
55	тот же	4	3
56	с одной	5	3
57	в себе	5	3
58	в нем	1	3
59	сами по	2	3
60	для того	3	3
61	заключается в	4	3
62	прежде всего	11	3
63	одной стороны	5	3
64	с тем	3	3
65	что мы	14	3
66	и без	5	3
67	но не	4	3
68	она есть	1	3
69	т е	1	3
70	тем самым	7	3
71	исторического материализма	1	3
72	потому что	13	3
73	точки зрения	2	3
74	и это	5	2
75	отношения к	1	2
76	в сфере	1	2
77	значительной мере	3	2
78	о с	2	2
79	и есть	4	2
80	есть не	6	2
81	осуществляется в	1	2
82	которую мы	1	2
83	является в	2	2
84	есть нечто	7	2
85	никак не	11	2
86	не нужно	3	2
87	время в	1	2
88	в значительной	3	2
89	во всех	2	2
90	весьма мало	1	2
91	говорить о	10	2
92	если в	1	2
93	в общем	4	2
94	во всей	1	2
95	со стороны	1	2
96	отнюдь не	5	2
97	с этим	5	2
98	и пусть	3	2
99	того что	12	2
100	стороны и	4	2
101	и весьма	2	2
102	и и	1	2
103	думать что	1	2
104	есть в	4	2
105	в его	7	2
106	о и	2	2
107	потому в	1	2
108	в виде	6	2
109	в силу	1	2
110	как раз	8	2
111	в последние	2	2
112	именно как	4	2
113	и с	10	2
114	м а	7	2
115	как факт	1	2
116	может ли	3	2
117	м и	1	2
118	именно в	1	2
119	и мы	2	2
120	iii в	1	2
121	и тем	4	2
122	для них	3	2
123	в них	2	2
124	не было	3	2
125	а не	10	2
126	должно быть	2	2
127	л а	1	2
128	нужно было	1	2
129	не будем	4	2
