N	3gram	Vygotskiy__5	KulturaY
1	и т п	3	18
2	для того чтобы	19	15
3	в том что	14	15
4	и т д	3	14
5	с точки зрения	2	9
6	в том чтобы	2	8
7	по отношению к	1	8
8	то обстоятельство что	1	8
9	в самом деле	5	7
10	только потому что	1	6
11	с другой стороны	5	6
12	о том что	6	5
13	в зависимости от	6	5
14	в этом отношении	3	5
15	по крайней мере	1	5
16	до сих пор	5	4
17	том что он	1	4
18	в русском языке	1	4
19	состоит в том	2	3
20	более или менее	1	3
21	в этом смысле	1	3
22	того или иного	1	3
23	можно было бы	3	3
24	вместе с тем	3	3
25	а с другой	4	3
26	в свою очередь	1	3
27	не может быть	2	3
28	и того же	2	2
29	в силу того	1	2
30	сводится к тому	2	2
31	чуть ли не	1	2
32	на самом деле	2	2
33	на то что	16	2
34	в том и	2	2
35	что это только	1	2
36	в этом случае	2	2
37	обратить внимание на	2	2
38	и вовсе не	1	2
39	именно в том	2	2
40	а в том	1	2
41	силу того что	1	2
42	заключается в том	6	2
43	этой точки зрения	1	2
44	и в самом	2	2
45	речь идет о	1	2
46	одного и того	2	2
47	к тому что	6	2
48	мы увидим что	6	2
49	том что оно	1	2
50	том что она	1	1
51	сводится к следующему	1	1
52	в том виде	1	1
53	на том что	1	1
54	что иное как	2	1
55	потому что он	2	1
56	он должен быть	1	1
57	что в этом	6	1
58	это на примере	1	1
59	как только мы	1	1
60	со стороны фактора	1	1
61	прежде всего на	1	1
62	иметь в виду	3	1
63	между ними и	1	1
64	было бы назвать	1	1
65	во многих случаях	1	1
66	идет речь в	1	1
67	никак не может	3	1
68	что слово это	1	1
69	чтобы показать что	1	1
70	и если мы	4	1
71	с одной стороны	12	1
72	и во многих	1	1
73	следующим образом если	1	1
74	что с точки	1	1
75	сами по себе	2	1
76	в отличие от	2	1
77	в собственном смысле	1	1
78	то что им	1	1
79	к тому чтобы	1	1
80	в сущности говоря	8	1
81	в письме к	1	1
82	на этот вопрос	3	1
83	в последней части	1	1
84	с этой точки	1	1
85	и не в	1	1
86	не то что	1	1
87	в том случае	1	1
88	одно и то	3	1
89	в применении к	1	1
90	едва ли не	1	1
91	не годится для	1	1
92	так же невозможно	1	1
93	ничего общего с	1	1
94	так как каждое	1	1
95	не только в	2	1
96	в самом процессе	1	1
97	этом отношении и	1	1
98	и в его	1	1
99	все равно не	1	1
100	если бы в	1	1
101	потому что оно	1	1
102	и то же	3	1
103	совершенно справедливо указывает	1	1
104	ясно что в	2	1
105	тесной связи с	1	1
106	в том смысле	1	1
107	она все же	1	1
108	собственном смысле слова	1	1
109	я имею в	1	1
110	те или иные	1	1
111	мы меньше всего	1	1
112	когда мы говорим	1	1
113	само по себе	2	1
114	потому что если	1	1
115	так же как	2	1
116	когда утверждает что	1	1
117	вместо того чтобы	1	1
118	видим мы в	1	1
119	потому что они	1	1
120	в совершенно ином	1	1
121	к переходу в	1	1
122	рядом с этим	1	1
123	и все же	1	1
124	ни в каком	1	1
125	имею в виду	1	1
126	внутреннего смыслового противоречия	1	1
127	с тем что	3	1
128	обстоит дело в	1	1
129	что это есть	2	1
130	в каждой из	1	1
131	той или иной	2	1
132	совершенно прав когда	2	1
133	мы имеем в	1	1
134	смысле этого слова	1	1
135	если бы было	1	1
136	друг от друга	2	1
137	после того как	1	1
138	но во всяком	1	1
139	тому что с	1	1
140	именно в силу	1	1
141	не что иное	2	1
142	потому что она	1	1
143	заключающим в себе	1	1
144	и мы получим	1	1
145	прав когда указывает	1	1
146	и мы увидим	2	1
147	все то что	2	1
148	последней части романа	1	1
149	для этого необходимо	2	1
