N	3gram	Tiupa_Hudo_2	Istorich
1	и т д	2	15
2	с другой стороны	1	7
3	в этом случае	1	5
4	до сих пор	2	5
5	в том что	11	5
6	тем не менее	3	5
7	в данном случае	2	3
8	том что в	3	2
9	если бы она	1	2
10	состоит в том	2	2
11	по отношению к	7	2
12	и в других	1	2
13	точно так же	1	2
14	что и в	1	2
15	с одной стороны	3	2
16	то время как	1	2
17	и то что	1	2
18	что она при	1	2
19	но тем не	2	2
20	в то время	1	2
21	о том что	7	2
22	в одном из	1	2
23	не только не	2	2
24	но все же	1	2
25	как и в	3	2
26	к тому же	2	2
27	мы знаем что	1	1
28	о себе в	1	1
29	мы имеем дело	1	1
30	но когда это	1	1
31	подобно тому как	4	1
32	мы ничего не	1	1
33	в том числе	1	1
34	в соответствии с	3	1
35	бы это был	1	1
36	что у нее	2	1
37	жизни и с	1	1
38	с ним же	1	1
39	с точки зрения	2	1
40	свою корову и	1	1
41	одной стороны жизнь	1	1
42	принимает на себя	1	1
43	берет на себя	1	1
44	в таком случае	1	1
45	можно было бы	2	1
46	встречаются и в	1	1
47	она не могла	1	1
48	выйти за него	1	1
49	то что было	2	1
50	в них нет	1	1
51	и что на	1	1
52	за него и	1	1
53	не только в	2	1
54	в этой комнате	1	1
55	заключается в том	1	1
56	имеем дело с	1	1
57	так или иначе	1	1
58	все же не	1	1
59	об амуре и	1	1
60	них нет ничего	1	1
61	так же как	2	1
62	и в том	1	1
63	или в большой	1	1
64	однако это не	1	1
65	всего что было	1	1
66	к ней в	1	1
67	в соединении с	1	1
68	не может быть	3	1
69	с самого начала	1	1
70	можно сказать что	1	1
71	ее бы не	1	1
72	это то чего	1	1
73	друг от друга	1	1
74	после того как	1	1
75	о том чтобы	1	1
76	и все что	1	1
77	в жизни и	1	1
78	в своей жизни	1	1
79	на том что	1	1
80	в дом и	1	1
