N	2gram	Losev_Vlad_3	Problema
1	то что	28	42
2	вовсе не	13	35
3	то есть	24	33
4	и в	40	32
5	и не	25	31
6	не есть	10	29
7	не просто	10	23
8	в этом	16	19
9	не менее	9	19
10	тем не	10	18
11	не только	25	17
12	потому что	11	16
13	в себе	9	15
14	по себе	6	15
15	в виде	13	15
16	а не	8	15
17	но в	4	14
18	у нас	5	14
19	указывает на	1	14
20	может быть	8	14
21	как бы	3	14
22	что мы	2	13
23	в нем	3	13
24	и тем	3	13
25	при помощи	4	13
26	как раз	10	13
27	сказать что	12	13
28	вещи и	1	12
29	том что	18	12
30	что в	17	12
31	так и	6	12
32	а именно	12	12
33	также и	17	11
34	есть нечто	1	11
35	так как	7	11
36	о том	11	11
37	и даже	6	11
38	если мы	4	11
39	ничего общего	5	11
40	то же	4	10
41	отнюдь не	5	10
42	в этой	8	10
43	об этом	6	10
44	ничего не	5	10
45	прежде всего	10	10
46	нет ничего	2	10
47	еще не	4	9
48	но не	4	9
49	раз и	8	9
50	того чтобы	3	9
51	же самое	3	9
52	и это	6	9
53	и что	8	9
54	но и	18	9
55	по своему	1	9
56	в данном	5	9
57	это есть	10	9
58	что же	9	9
59	в том	18	9
60	так же	8	9
61	в таком	3	9
62	и о	4	8
63	и на	6	8
64	общего с	2	8
65	все эти	5	8
66	на то	4	8
67	для того	2	8
68	было бы	4	8
69	в своей	9	8
70	когда мы	1	8
71	есть только	9	8
72	на нечто	1	8
73	данном случае	2	8
74	как нечто	3	8
75	даже и	12	8
76	не может	14	8
77	но это	6	8
78	смысле слова	6	7
79	сам по	2	7
80	во всех	1	7
81	тоже не	5	7
82	содержит в	5	7
83	ни в	10	7
84	в них	1	7
85	и является	1	7
86	как мы	8	7
87	здесь не	3	7
88	никогда не	11	7
89	того что	7	7
90	что он	5	7
91	только в	13	7
92	тем что	5	7
93	такого рода	4	7
94	все это	1	7
95	и все	4	7
96	во всяком	3	7
97	таком случае	2	6
98	и то	9	6
99	самом деле	1	6
100	на самом	3	6
101	и есть	1	6
102	есть не	2	6
103	но как	2	6
104	за пределы	3	6
105	и как	7	6
106	в самом	4	6
107	и если	7	6
108	при этом	3	6
109	его в	2	6
110	это не	3	6
111	в то	7	6
112	таким образом	11	6
113	в виду	3	6
114	разного рода	3	6
115	и здесь	6	6
116	в его	14	6
117	этом смысле	3	6
118	так что	14	6
119	то и	2	6
120	в конце	12	6
121	о чем	1	6
122	как это	4	6
123	не существует	2	6
124	хотя и	7	6
125	всегда есть	3	6
126	совершенно не	2	6
127	не имеют	2	5
128	мы уже	5	5
129	а только	7	5
130	она есть	1	5
131	в своем	8	5
132	перед нами	3	5
133	не являются	1	5
134	то в	6	5
135	что она	2	5
136	но уже	2	5
137	все равно	1	5
138	далеко не	3	5
139	с тем	7	5
140	в котором	4	5
141	есть именно	1	5
142	вещи не	2	5
143	есть ни	1	5
144	некоторого рода	5	5
145	можно ли	2	5
146	связи с	2	5
147	той или	2	5
148	и которые	1	5
149	можно сказать	1	5
150	для нас	5	5
151	или иной	1	5
152	еще и	18	5
153	подобного рода	3	5
154	не знал	1	5
155	не является	2	5
156	мы должны	4	5
157	в их	2	4
158	это совершенно	1	4
159	мы и	2	4
160	совсем не	5	4
161	ни только	2	4
162	сама по	1	4
163	в истории	5	4
164	и вовсе	3	4
165	как в	1	4
166	как он	1	4
167	после этого	1	4
168	их в	1	4
169	что тут	1	4
170	вещи в	1	4
171	мы говорили	1	4
172	а есть	2	4
173	не в	3	4
174	самое время	1	4
175	тому что	4	4
176	тем самым	2	4
177	мышления и	1	4
178	и притом	3	4
179	иметь в	2	4
180	и весь	1	4
181	а в	7	4
182	точно так	4	4
183	истории философии	3	4
184	только то	2	4
185	в дальнейшем	4	4
186	не говоря	1	4
187	если бы	3	4
188	никак не	4	4
189	а также	8	4
190	и только	3	4
191	вообще и	1	4
192	в литературе	1	4
193	ровно ничего	2	4
194	один из	1	4
195	философии и	9	4
196	только на	5	4
197	указание на	1	4
198	именно в	3	4
199	этот термин	1	4
200	не было	5	4
201	в одно	2	4
202	если не	6	4
203	и вообще	3	4
204	ни на	2	4
205	и для	3	4
206	в связи	3	4
207	и ни	2	4
208	конце концов	5	4
209	же в	3	4
210	по поводу	1	4
211	только потому	1	3
212	не хочет	2	3
213	он всегда	2	3
214	но она	1	3
215	того же	2	3
216	не нужно	2	3
217	в чем	3	3
218	без которого	1	3
219	сказать и	1	3
220	в ее	1	3
221	в буквальном	1	3
222	что они	1	3
223	которые не	2	3
224	с этим	2	3
225	более или	5	3
226	в действительности	1	3
227	что это	9	3
228	учение о	24	3
229	но он	1	3
230	да и	6	3
231	он не	8	3
232	именно то	1	3
233	и еще	2	3
234	и чисто	3	3
235	его от	1	3
236	но все	3	3
237	что все	7	3
238	же касается	5	3
239	или на	1	3
240	действительности в	1	3
241	однако здесь	3	3
242	в жизни	2	3
243	о которых	2	3
244	как и	7	3
245	несмотря на	7	3
246	на этот	1	3
247	нисколько не	3	3
248	смысл и	1	3
249	или менее	5	3
250	в этих	2	3
251	точки зрения	13	3
252	с точки	6	3
253	или вернее	1	3
254	в которых	1	3
255	бы мы	1	3
256	в отношении	5	3
257	дело в	5	3
258	того как	1	3
259	только не	1	3
260	в самой	1	3
261	или как	4	3
262	буквальном смысле	1	3
263	и его	10	3
264	как будто	1	3
265	в каком	4	3
266	и вполне	2	3
267	к тому	7	3
268	для себя	5	3
269	можно было	5	3
270	ясно что	1	3
271	указанных у	1	3
272	не на	2	3
273	только и	5	3
274	другими словами	1	3
275	настоящее время	3	3
276	что его	2	3
277	к нему	3	3
278	этому поводу	1	3
279	и во	1	3
280	во всей	1	3
281	в теории	2	3
