N	3gram	Vinokur_Ku_2	Problema
1	тем не менее	5	18
2	и т д	14	10
3	и тем не	4	8
4	для того чтобы	8	8
5	в данном случае	1	8
6	на то что	2	8
7	сам по себе	1	7
8	ничего общего с	1	7
9	в этом смысле	5	6
10	то что мы	1	6
11	о том что	1	5
12	в том что	10	5
13	точно так же	3	4
14	на самом деле	2	4
15	т д и	1	4
16	только то что	1	4
17	и вовсе не	2	4
18	в конце концов	3	4
19	в связи с	3	4
20	а не просто	1	4
21	в то же	3	4
22	сама по себе	1	4
23	иметь в виду	1	3
24	дело в том	1	3
25	и если мы	1	3
26	с точки зрения	8	3
27	до сих пор	1	3
28	и в других	1	3
29	сами по себе	1	3
30	может быть и	1	3
31	в буквальном смысле	1	3
32	во всяком случае	5	3
33	ни в каком	1	3
34	д и т	1	3
35	рабочих и крестьян	1	3
36	можно сказать что	2	3
37	в настоящее время	1	3
38	с другой стороны	7	3
39	в этом случае	2	2
40	что иное как	1	2
41	хотя и не	1	2
42	не говоря уже	2	2
43	в самом деле	7	2
44	так или иначе	2	2
45	ли сказать что	1	2
46	можно ли сказать	1	2
47	по крайней мере	6	2
48	в таких случаях	2	2
49	есть не что	1	2
50	также и то	1	2
51	это вовсе не	1	2
52	и то что	1	2
53	так же как	2	2
54	в этой области	4	2
55	тех или иных	1	2
56	потому что оно	1	2
57	а также и	1	2
58	не может быть	4	2
59	то во всяком	1	2
60	того или иного	2	2
61	не потому что	1	2
62	и в самом	2	2
63	не что иное	1	2
64	можно было бы	9	2
65	только потому что	6	2
66	было бы говорить	1	1
67	вместе с тем	2	1
68	поставить вопрос о	2	1
69	в данный момент	1	1
70	все дело в	1	1
71	не выходит за	1	1
72	мы видели выше	1	1
73	и пр но	2	1
74	но все дело	1	1
75	в этом последнем	1	1
76	которое было бы	1	1
77	но даже и	2	1
78	также и в	1	1
79	здесь прежде всего	1	1
80	а следовательно и	2	1
81	далеко не всякое	1	1
82	тот или иной	1	1
83	говоря уже о	2	1
84	не сам по	1	1
85	для этой цели	1	1
86	он должен быть	1	1
87	что все эти	3	1
88	в первую очередь	1	1
89	не менее трудно	1	1
90	в этом отношении	3	1
91	и т п	24	1
92	ясно что не	1	1
93	от того чтобы	1	1
94	оно и было	1	1
95	то или иное	2	1
96	не то что	1	1
97	не знаем что	1	1
98	свой смысл и	1	1
99	что же такое	1	1
100	того чтобы мы	1	1
101	постановка вопроса о	1	1
102	все это в	1	1
103	то время как	1	1
104	чтобы понять что	2	1
105	для нас особенно	1	1
106	хотелось бы обратить	1	1
107	не только в	4	1
108	тем что он	2	1
109	мы не знаем	1	1
110	оно не было	1	1
111	вопроса о природе	1	1
112	и вообще во	1	1
113	и потому что	2	1
114	в известном смысле	1	1
115	не значит что	1	1
116	потому что она	1	1
117	не могут быть	1	1
118	бы обратить внимание	1	1
119	бы то ни	1	1
120	не только потому	2	1
121	этом последнем случае	1	1
122	все подобного рода	1	1
123	и в том	2	1
124	связи с этим	1	1
125	не было бы	1	1
126	таким образом в	1	1
127	но для того	1	1
128	заключается в том	1	1
129	в то время	1	1
130	может быть это	1	1
131	в том чтобы	1	1
132	и что такое	1	1
133	есть по существу	1	1
134	только потому и	1	1
135	один от другого	1	1
136	у нас в	1	1
137	может и не	1	1
138	в другом случае	1	1
139	которая была бы	1	1
140	к тому что	1	1
141	в результате этого	2	1
142	в том и	1	1
143	том и в	1	1
144	смысл и свое	1	1
145	не могут рассматриваться	1	1
146	не только от	1	1
147	как и в	1	1
148	говорить и о	2	1
149	к тому же	1	1
150	только тогда когда	1	1
151	как мы видели	1	1
152	и в другом	2	1
