N	2gram	Trubetskoy_1	KulturaY
1	и в	26	23
2	точки зрения	13	23
3	в том	11	22
4	не только	10	17
5	в этом	15	16
6	было бы	1	16
7	с точки	6	16
8	самом деле	1	14
9	может быть	10	14
10	в области	9	14
11	в самом	4	13
12	что в	9	13
13	не менее	3	12
14	потому что	7	12
15	для того	5	12
16	том что	7	11
17	того чтобы	5	11
18	в его	5	11
19	того что	3	11
20	а не	5	11
21	можно говорить	1	10
22	у нас	1	10
23	и не	8	10
24	еще не	2	9
25	таким образом	22	9
26	тем не	3	9
27	хотя бы	3	9
28	так как	9	9
29	прежде всего	2	9
30	лишь в	5	8
31	если бы	3	8
32	в виду	2	8
33	уже не	3	8
34	до сих	5	8
35	сих пор	5	8
36	как на	8	8
37	все эти	6	7
38	в нашем	1	7
39	должно быть	1	7
40	того как	1	7
41	те же	2	7
42	и что	4	7
43	с другой	8	7
44	или иной	2	7
45	в данном	1	7
46	сказать что	2	7
47	то же	4	6
48	в общем	8	6
49	с помощью	1	6
50	в силу	5	6
51	только в	4	6
52	так и	6	6
53	при этом	3	6
54	с тем	18	6
55	в их	1	6
56	ничего не	1	6
57	связи с	9	6
58	не может	4	6
59	могут быть	1	6
60	по себе	1	6
61	о том	6	6
62	после того	1	6
63	что и	6	6
64	тот же	2	6
65	что он	4	6
66	для этого	2	6
67	и есть	1	5
68	в первом	1	5
69	в чем	1	5
70	в рамках	3	5
71	все же	6	5
72	из этих	10	5
73	как бы	12	5
74	что она	1	5
75	как и	1	5
76	не в	2	5
77	по языку	1	5
78	во внимание	1	5
79	не могут	2	5
80	той или	2	5
81	и должно	1	5
82	тем что	1	5
83	далеко не	4	5
84	в связи	3	5
85	тем более	1	5
86	но это	1	5
87	а в	4	5
88	совершенно не	1	5
89	того же	6	4
90	в сущности	1	4
91	как в	1	4
92	в своем	3	4
93	только тогда	1	4
94	целый ряд	4	4
95	языка как	1	4
96	ясно что	3	4
97	этого слова	1	4
98	в своей	1	4
99	что такое	1	4
100	которые в	2	4
101	тогда когда	2	4
102	учения о	1	4
103	как раз	1	4
104	и о	3	4
105	в ее	1	4
106	данном случае	1	4
107	а также	2	4
108	заключается в	1	4
109	между тем	2	4
110	тех пор	2	4
111	один из	2	4
112	с одной	7	4
113	в нашей	1	4
114	не было	2	4
115	одной стороны	7	4
116	в той	1	4
117	то что	7	4
118	только как	1	4
119	в таком	3	4
120	в слове	1	4
121	речь идет	1	3
122	это и	1	3
123	то в	1	3
124	той же	1	3
125	есть не	1	3
126	мы не	1	3
127	в ней	1	3
128	но не	8	3
129	по отношению	1	3
130	отношение к	5	3
131	что именно	2	3
132	и к	5	3
133	бы и	1	3
134	что это	3	3
135	тому же	5	3
136	он не	4	3
137	в первую	1	3
138	и с	10	3
139	с этой	3	3
140	мы видели	2	3
141	не так	1	3
142	но если	2	3
143	в которых	4	3
144	и более	1	3
145	в отношении	6	3
146	в то	4	3
147	как о	3	3
148	не имеет	5	3
149	в процессе	2	3
150	которые и	1	3
151	не по	1	3
152	в каком	1	3
153	не потому	2	3
154	не есть	1	3
155	всего этого	1	3
156	только то	1	3
157	в результате	3	3
158	но и	9	3
159	связь между	1	3
160	этих слов	1	3
161	это не	1	3
162	и только	4	3
163	этот вопрос	1	3
164	и действительно	2	3
165	уже в	2	3
166	ни в	1	3
167	могло бы	1	3
168	ставит себе	1	3
169	именно в	2	3
170	а именно	1	3
171	а с	7	3
172	и пр	1	3
173	первую очередь	1	3
174	когда мы	1	3
175	по существу	2	3
176	там где	1	3
177	но для	1	3
178	говорить что	1	3
179	это уже	1	3
180	пор еще	2	3
181	к тому	6	3
182	мы должны	6	3
183	другой стороны	1	3
184	они не	1	3
185	смысле слова	1	2
186	таком случае	1	2
187	чтобы не	1	2
188	и через	1	2
189	тем же	1	2
190	отношению к	3	2
191	что эти	3	2
192	на западе	3	2
193	к нашей	1	2
194	мы имеем	2	2
195	к рассмотрению	1	2
196	быть в	1	2
197	здесь не	1	2
198	отличие от	1	2
199	или иное	2	2
200	что они	1	2
201	связи и	1	2
202	относится к	2	2
203	как к	1	2
204	смысле этого	1	2
205	когда он	3	2
206	и как	3	2
207	более или	5	2
208	но в	7	2
209	лишь о	1	2
210	еще на	2	2
211	очень много	2	2
212	а во-вторых	1	2
213	он в	2	2
214	учение о	4	2
215	и тот	1	2
216	так сказать	1	2
217	и самый	1	2
218	и если	3	2
219	в корне	1	2
220	в россии	2	2
221	состоит в	2	2
222	на этом	1	2
223	но все	7	2
224	что все	4	2
225	значение в	1	2
226	с целью	2	2
227	его в	1	2
228	с другими	4	2
229	чем в	1	2
230	нашем смысле	1	2
231	такой же	1	2
232	и того	1	2
233	одного и	1	2
234	или менее	5	2
235	в этих	4	2
236	и при	3	2
237	в котором	4	2
238	в отличие	1	2
239	не как	2	2
