N	3gram	Vygotskiy__4	SlovoVZh
1	по отношению к	1	11
2	не может быть	1	7
3	можно сказать что	1	5
4	как если бы	1	4
5	в том что	31	4
6	тем не менее	1	3
7	бы то ни	1	3
8	этой точки зрения	4	3
9	до сих пор	1	3
10	имеет в виду	1	3
11	то ни было	1	3
12	и то же	6	2
13	в какой степени	2	2
14	в такой же	1	2
15	мы никогда не	1	2
16	на самом деле	1	2
17	с другой стороны	8	2
18	то же самое	7	2
19	одной стороны и	2	2
20	с точки зрения	11	2
21	и для других	2	2
22	в зависимости от	1	2
23	мы можем сказать	1	2
24	находит свое выражение	1	2
25	одно и то	6	2
26	в каком отношении	1	2
27	никогда не сможем	1	2
28	в данном случае	2	2
29	в настоящее время	2	2
30	ни на один	1	2
31	с одной стороны	9	2
32	тех или иных	1	1
33	не переходя в	1	1
34	том что в	1	1
35	но все же	1	1
36	один и тот	7	1
37	и тому же	4	1
38	является в настоящее	1	1
39	имеем дело с	1	1
40	все же не	1	1
41	мы имеем дело	1	1
42	все более и	2	1
43	со словом и	1	1
44	то время как	1	1
45	одним и тем	3	1
46	бы они ни	1	1
47	друг к другу	1	1
48	во всяком случае	3	1
49	одна и та	1	1
50	так как в	2	1
51	в самом деле	6	1
52	в этом смысле	8	1
53	между тем как	3	1
54	по себе не	1	1
55	же как и	4	1
56	и таким образом	1	1
57	в то время	1	1
58	только в результате	1	1
59	убедиться в этом	1	1
60	с помощью которой	1	1
61	в своем значении	1	1
62	как уже сказано	4	1
63	равно как и	1	1
64	каковы бы они	1	1
65	в свою очередь	2	1
66	сказать что и	1	1
67	но и в	2	1
68	и та же	1	1
69	здесь мы должны	1	1
70	если мы обратимся	5	1
71	о том что	3	1
72	только то что	1	1
73	ничего общего с	1	1
74	в этом отношении	7	1
75	с самого начала	1	1
76	никогда не бывает	2	1
77	совершенно ясно что	1	1
78	тому же самому	1	1
79	ни в какой	1	1
80	более и более	2	1
81	можно было бы	5	1
82	подобно тому как	2	1
83	как мы уже	3	1
84	и здесь мы	1	1
85	кто не знает	1	1
86	только на основе	1	1
87	они ни были	1	1
88	и в истории	1	1
89	мы обратимся к	4	1
90	он имеет в	1	1
91	и в частности	1	1
92	не совпадают с	1	1
93	слова и его	1	1
94	и тогда когда	2	1
95	и самое слово	1	1
96	и значение этой	1	1
97	так же как	5	1
98	как и в	1	1
99	далеко не всегда	1	1
100	и тем же	3	1
101	следствием того что	1	1
102	к тому же	1	1
103	одному и тому	4	1
104	мы увидим что	1	1
105	в высшей степени	2	1
106	в том же	1	1
107	и тот же	7	1
