N	3gram	Bakhtin_Fr_4	Komedia
1	в том что	1	9
2	в то время	2	5
3	с другой стороны	3	5
4	к тому же	1	5
5	то время как	1	4
6	в конце концов	4	4
7	то же время	8	4
8	в то же	8	4
9	в этом отношении	1	3
10	с одной стороны	2	3
11	о том что	2	3
12	то же самое	1	2
13	но и в	3	2
14	до сих пор	1	2
15	мы можем судить	1	2
16	в хронологическом порядке	1	2
17	таким образом в	3	2
18	между людьми и	1	1
19	брань по адресу	1	1
20	до конца в	1	1
21	другой стороны в	1	1
22	в год и	1	1
23	и к тому	1	1
24	как было сказано	1	1
25	более или менее	3	1
26	достаточно сказать что	1	1
27	подобно тому как	3	1
28	и все остальные	1	1
29	в том числе	3	1
30	в соответствии с	1	1
31	в том же	1	1
32	да и в	1	1
33	в чем не	1	1
34	и в тех	1	1
35	он не мог	1	1
36	с тех пор	1	1
37	со всех сторон	1	1
38	и в конце	1	1
39	в это время	1	1
40	в самом начале	1	1
41	в данном случае	1	1
42	и его современников	1	1
43	не только в	2	1
44	именно в этой	1	1
45	на этот раз	1	1
46	смысле этого слова	1	1
47	в той же	1	1
48	в отличие от	1	1
49	и на его	1	1
50	заимствует у других	1	1
51	соответствии с этим	1	1
52	за собой и	1	1
53	и в дальнейшем	1	1
54	до наших дней	2	1
55	из самых замечательных	1	1
56	и вот в	1	1
57	ни в чем	1	1
58	же как мы	1	1
59	и независимо от	1	1
60	с самого начала	3	1
61	повлек за собой	1	1
62	ни в одном	1	1
63	к этому времени	1	1
64	когда же дело	1	1
65	в этой же	3	1
66	в большинстве случаев	5	1
67	как мы уже	5	1
68	и по своей	2	1
69	как мы видели	2	1
70	мы уже знаем	1	1
71	для того чтобы	3	1
72	в разговоре с	1	1
73	и тот же	2	1
