N	2gram	Trubetskoy_1	FransuaR
1	и в	26	29
2	то есть	4	21
3	таким образом	22	20
4	и не	8	16
5	в эпоху	7	15
6	в этой	4	13
7	и все	2	13
8	но в	7	12
9	как и	1	12
10	и на	2	11
11	в этом	15	11
12	так и	6	11
13	то же	4	10
14	мы уже	1	10
15	не только	10	10
16	во время	4	10
17	в то	4	10
18	все эти	6	9
19	и с	10	9
20	его в	1	9
21	в конце	6	9
22	но и	9	9
23	же время	2	8
24	и его	1	8
25	в его	5	8
26	прежде всего	2	8
27	как бы	12	8
28	в них	2	7
29	мы видели	2	7
30	в том	11	7
31	так как	9	7
32	еще и	1	7
33	так же	5	7
34	в сущности	1	6
35	из них	7	6
36	это и	1	5
37	и до	1	5
38	что это	3	5
39	в нем	4	5
40	весь мир	1	5
41	в своей	1	5
42	уже говорили	1	5
43	и о	3	5
44	это не	1	5
45	все они	1	5
46	у него	1	5
47	далеко не	4	5
48	сказать что	2	5
49	и по	4	5
50	того же	6	5
51	связана с	2	4
52	и есть	1	4
53	в которой	3	4
54	еще не	2	4
55	с его	2	4
56	с помощью	1	4
57	в нашем	1	4
58	конце концов	3	4
59	в образе	2	4
60	связанные с	7	4
61	страха перед	1	4
62	части тела	1	4
63	точки зрения	13	4
64	но они	1	4
65	тела и	1	4
66	характер этого	1	4
67	в результате	3	4
68	что он	4	4
69	конечно не	2	4
70	тем что	1	4
71	связан с	2	4
72	с другой	8	4
73	по своему	2	4
74	только для	2	4
75	но это	1	4
76	все это	6	4
77	один из	2	4
78	мира и	1	4
79	то что	7	4
80	жизни и	2	4
81	женщины и	1	3
82	и за	1	3
83	той же	1	3
84	и здесь	2	3
85	в ней	1	3
86	в чем	1	3
87	как к	1	3
88	в своем	3	3
89	и как	3	3
90	более или	5	3
91	то в	1	3
92	в себе	6	3
93	при этом	3	3
94	он не	4	3
95	всех этих	1	3
96	для того	5	3
97	особенно в	2	3
98	такой же	1	3
99	том что	7	3
100	или менее	5	3
101	в эту	2	3
102	вернемся к	1	3
103	самого начала	2	3
104	того чтобы	5	3
105	в разных	2	3
106	по своей	2	3
107	с ее	1	3
108	здесь не	1	3
109	в ее	1	3
110	с самого	3	3
111	роль в	1	3
112	образом в	5	3
113	к нему	7	3
114	того что	3	3
115	что здесь	1	3
116	с ними	1	3
117	и так	1	3
118	в качестве	3	3
119	и других	1	3
120	и их	1	3
121	том числе	5	3
122	мы можем	2	3
123	и даже	3	3
124	превращается в	2	3
125	на эту	1	3
126	там где	1	3
127	границы между	1	3
128	некоторые из	2	3
129	все же	6	3
130	у них	3	3
131	мы видим	1	3
132	тот же	2	3
133	другой стороны	1	3
134	одновременно и	2	3
135	как известно	1	2
136	все те	1	2
137	то время	1	2
138	в виду	2	2
139	так называемые	3	2
140	на них	1	2
141	с одной	7	2
142	но не	8	2
143	если в	3	2
144	что они	1	2
145	связи и	1	2
146	один и	1	2
147	в одной	1	2
148	как в	1	2
149	это был	1	2
150	кроме того	1	2
151	не замечая	1	2
152	и наконец	2	2
153	и к	5	2
154	есть о	1	2
155	и тот	1	2
156	так сказать	1	2
157	на его	1	2
158	время и	1	2
159	новое и	1	2
160	на этом	1	2
161	может быть	10	2
162	священного писания	1	2
163	в жизни	1	2
164	ни в	1	2
165	соответствии с	1	2
166	в этих	4	2
167	и при	3	2
168	в котором	4	2
169	с точки	6	2
170	в их	1	2
171	место в	1	2
172	их в	1	2
173	том же	1	2
174	характер носят	2	2
175	никогда не	5	2
176	тому он	1	2
177	учения о	1	2
178	связи с	9	2
179	в барабан	1	2
180	числе и	4	2
181	к тому	6	2
182	о том	6	2
183	с образом	1	2
184	и это	2	2
185	в себя	1	2
186	было в	1	2
187	сам он	1	2
188	связанных с	2	2
189	с ним	1	2
190	на этой	1	2
191	другими словами	1	2
192	а также	2	2
193	все в	1	2
194	в ту	1	2
195	одной из	5	2
196	до нас	1	2
197	себя в	1	2
198	уже не	3	2
199	и у	8	2
200	уже в	2	2
201	ни с	1	2
202	в новом	2	2
203	друг друга	1	2
204	как раз	1	2
205	в других	3	2
206	именно в	2	2
207	к которому	2	2
208	два раза	1	2
209	одной стороны	7	2
210	они не	1	2
211	в слове	1	2
212	он становится	1	2
213	когда же	2	2
214	уже давно	2	2
215	о чем	1	2
216	в той	1	2
217	да и	1	2
218	о его	1	2
219	о мире	1	2
220	и для	5	2
221	которых он	1	2
222	а как	1	2
223	его к	1	2
224	нет ничего	1	2
225	их с	1	2
226	не может	4	2
227	из этого	2	2
228	людей но	1	2
