N	3gram	Bakhtin_Pr_5	SlovoVZh
1	по отношению к	6	11
2	не может быть	3	7
3	можно сказать что	1	5
4	дело в том	1	4
5	как если бы	1	4
6	в том что	2	4
7	и не может	2	3
8	и по отношению	1	3
9	тем не менее	1	3
10	бы то ни	3	3
11	может быть и	1	3
12	до сих пор	1	3
13	это как бы	1	3
14	и не в	2	3
15	то ни было	3	3
16	и то же	3	2
17	к слушателю и	1	2
18	в такой же	2	2
19	на самом деле	9	2
20	с другой стороны	3	2
21	то же самое	1	2
22	слушателю и к	1	2
23	с точки зрения	2	2
24	и для других	1	2
25	но тем не	1	2
26	мы можем сказать	2	2
27	одно и то	3	2
28	в отношении к	7	2
29	в данном случае	1	2
30	в виду и	1	1
31	но все же	2	1
32	но конечно эта	1	1
33	а между тем	3	1
34	и в этом	2	1
35	в чем не	1	1
36	или хотя бы	1	1
37	как и слово	1	1
38	строгость и точность	1	1
39	внутренне определяет его	1	1
40	оно не довлеет	1	1
41	все более и	1	1
42	в этом направлении	1	1
43	и вообще по	1	1
44	остается конечно в	1	1
45	то время как	1	1
46	теперь когда мы	1	1
47	бы они ни	1	1
48	друг к другу	3	1
49	во всяком случае	4	1
50	одна и та	2	1
51	мы не найдем	1	1
52	в самом деле	1	1
53	то что оно	1	1
54	друг о друге	1	1
55	в этом смысле	3	1
56	в нем и	1	1
57	определяется прежде всего	1	1
58	в то время	1	1
59	ни в чем	1	1
60	сам по себе	2	1
61	но для этого	1	1
62	прежде всего определяется	1	1
63	в свою очередь	1	1
64	же время не	3	1
65	и та же	2	1
66	оставаясь в пределах	1	1
67	отношению к герою	1	1
68	о том что	1	1
69	в этом отношении	1	1
70	в творчестве достоевского	4	1
71	с самого начала	8	1
72	никогда не бывает	1	1
73	то что я	2	1
74	такой же степени	2	1
75	более и более	1	1
76	и прежде всего	4	1
77	можно было бы	2	1
78	то же время	10	1
79	подобно тому как	2	1
80	как мы уже	2	1
81	стиль исповеди ставрогина	1	1
82	отношению к слушателю	1	1
83	они ни были	1	1
84	к герою и	3	1
85	он думает и	1	1
86	со всех сторон	1	1
87	по крайней мере	1	1
88	в то же	10	1
89	бы даже и	1	1
90	его внутренней речи	3	1
91	записок из подполья	3	1
92	слова и его	2	1
93	в том и	1	1
94	в значительной степени	1	1
95	сама по себе	1	1
96	и в нем	3	1
97	с такою же	1	1
98	и он то	1	1
99	как и в	1	1
100	к тому же	3	1
101	но в то	4	1
102	мы увидим что	2	1
103	в высшей степени	3	1
104	в том же	1	1
105	с первого же	1	1
