N	2gram	Propp_Isto_3	StatiiOP
1	и в	22	25
2	в этом	17	24
3	в том	9	20
4	что он	9	19
5	может быть	11	19
6	тем что	4	19
7	что в	15	19
8	что это	1	16
9	том что	8	15
10	в этой	5	14
11	и пр	11	13
12	не только	14	12
13	в его	3	12
14	то что	7	12
15	в этих	11	11
16	так что	5	11
17	таким образом	10	10
18	прежде всего	3	10
19	и не	12	10
20	у него	3	9
21	но и	12	9
22	и т	16	8
23	все это	1	8
24	о том	3	8
25	т е	16	8
26	с этим	8	7
27	это не	6	7
28	было бы	3	7
29	в то	2	7
30	не может	4	7
31	точки зрения	2	7
32	что такое	1	7
33	и на	4	6
34	как в	2	6
35	из этих	3	6
36	интересно что	1	6
37	не в	4	6
38	в русской	3	6
39	между тем	2	6
40	только в	4	6
41	как бы	1	6
42	а в	6	6
43	как на	1	6
44	то же	6	5
45	ответ на	1	5
46	то обстоятельство	1	5
47	независимо от	2	5
48	но в	10	5
49	на то	1	5
50	он не	5	5
51	об этом	1	5
52	ни в	2	5
53	мы имеем	19	5
54	в котором	2	5
55	потому что	3	5
56	обстоятельство что	1	5
57	и это	2	5
58	так и	2	5
59	в них	6	5
60	с другой	7	5
61	связано с	4	5
62	а не	6	5
63	того что	5	5
64	другой стороны	7	5
65	например в	2	4
66	время как	2	4
67	в вольных	1	4
68	в чем	3	4
69	относится к	2	4
70	все же	5	4
71	не было	2	4
72	и к	3	4
73	в целом	3	4
74	на его	3	4
75	состоит в	3	4
76	и тем	1	4
77	в жизни	2	4
78	с тем	2	4
79	как и	3	4
80	в эту	1	4
81	а как	1	4
82	у нас	4	4
83	с точки	1	4
84	ничего не	6	4
85	к ней	4	4
86	в каком	1	4
87	связана с	3	4
88	отличается от	1	4
89	в ней	2	4
90	и с	4	4
91	если бы	6	4
92	можно сказать	2	4
93	а также	2	4
94	к нему	5	4
95	мы видим	8	4
96	в качестве	2	4
97	и др	2	4
98	в начале	1	4
99	всяком случае	2	4
100	отношение к	4	4
101	то время	2	4
102	в особенности	2	4
103	связь с	6	4
104	в течение	6	4
105	что здесь	6	4
106	и для	2	4
107	но это	3	4
108	сказать что	3	4
109	была бы	1	4
110	в своей	1	4
111	из этого	1	4
112	это в	1	4
113	во всяком	2	4
114	своего рода	1	3
115	кроме того	1	3
116	что по	2	3
117	все эти	4	3
118	всех этих	2	3
119	на этом	4	3
120	от нее	1	3
121	что этот	1	3
122	в другом	2	3
123	показывает что	5	3
124	попадает в	11	3
125	но он	4	3
126	и более	2	3
127	на эти	1	3
128	во время	6	3
129	б в	1	3
130	связи с	6	3
131	и здесь	7	3
132	со стороны	3	3
133	и что	2	3
134	царь и	2	3
135	по этому	1	3
136	раньше чем	3	3
137	и его	4	3
138	уже не	7	3
139	уже в	1	3
140	так как	7	3
141	в некоторых	5	3
142	связан с	2	3
143	одной стороны	2	3
144	что мы	1	3
145	в связи	3	3
146	с этой	1	3
147	между прочим	3	3
148	обращается к	1	3
149	все они	1	3
150	к этому	7	3
151	в виде	2	3
152	самом деле	1	2
153	такое же	1	2
154	и за	1	2
155	той же	2	2
156	выходит из	1	2
157	как я	1	2
158	тем как	1	2
159	но как	1	2
160	вступают в	2	2
161	не просто	1	2
