N	2gram	Vygotskiy__2	TeoriaLi
1	не только	15	18
2	в качестве	4	17
3	и не	7	16
4	а в	4	14
5	состоит в	3	13
6	и в	15	13
7	в частности	6	13
8	так и	8	12
9	может быть	9	12
10	в этом	19	11
11	представляет собой	2	11
12	при этом	3	11
13	в том	33	11
14	но не	3	10
15	и его	4	10
16	а не	3	10
17	то же	5	9
18	в его	2	9
19	по отношению	6	8
20	сводится к	1	8
21	но и	10	8
22	отношению к	5	8
23	что в	14	8
24	отличие от	3	7
25	в себе	2	7
26	том что	27	7
27	точки зрения	26	7
28	в отличие	3	7
29	по своей	6	7
30	только в	4	7
31	как это	6	7
32	в данном	3	7
33	с его	4	6
34	но в	6	6
35	в первой	2	6
36	лишь в	3	6
37	место в	1	6
38	как бы	7	6
39	мы имеем	3	5
40	данном случае	3	5
41	в своем	9	5
42	в самом	11	5
43	роли в	2	5
44	он не	7	5
45	того или	1	5
46	как и	6	5
47	не в	8	5
48	однако в	1	5
49	тем самым	3	5
50	в нем	1	5
51	в ее	1	5
52	в пределах	1	5
53	или иной	2	5
54	а также	2	5
55	между тем	1	5
56	и одновременно	1	5
57	с другой	6	5
58	как в	4	5
59	я с	1	5
60	между ними	1	5
61	по преимуществу	1	4
62	говорить о	2	4
63	как правило	1	4
64	конечном счете	4	4
65	а и	1	4
66	по пути	2	4
67	то что	20	4
68	ни в	2	4
69	в ходе	1	4
70	в своей	4	4
71	в их	2	4
72	или менее	2	4
73	личности в	1	4
74	приводит к	5	4
75	можно сказать	2	4
76	в конечном	4	4
77	и ее	3	4
78	и т.п	7	4
79	мира и	2	4
80	личности и	1	4
81	не знает	1	4
82	сказать что	6	4
83	не может	9	4
84	более или	2	4
85	и то	1	3
86	что можно	3	3
87	и т.д	12	3
88	перед нами	2	3
89	и к	6	3
90	в противоположность	2	3
91	со своей	1	3
92	все эти	3	3
93	в нашем	1	3
94	в этой	6	3
95	он должен	2	3
96	и вот	1	3
97	и по	3	3
98	его в	1	3
99	этом смысле	2	3
100	по мысли	1	3
101	и сам	3	3
102	в этих	2	3
103	в отношении	6	3
104	и внешней	1	3
105	никогда не	8	3
106	как раз	4	3
107	потому что	7	3
108	той или	2	3
109	говоря словами	2	3
110	другой стороны	1	3
111	в другом	2	3
112	о ней	1	3
113	и что	8	3
114	входит в	1	3
115	того что	17	3
116	а с	4	3
117	во времени	1	3
118	человека с	1	3
119	в итоге	1	3
120	для него	3	3
121	слова в	1	3
122	с ее	2	3
123	именно в	2	3
124	и др	5	3
125	в воображении	1	3
126	прежде всего	4	3
127	и потому	1	3
128	человека к	2	3
129	этого слова	3	3
130	для возникновения	1	3
131	к которому	6	3
132	таким образом	14	3
133	или в	3	3
134	в основе	3	3
135	речи и	15	3
136	я и	1	2
137	того же	3	2
138	и это	3	2
139	это и	1	2
140	на деле	5	2
141	в присутствии	2	2
142	принадлежит к	2	2
143	я не	1	2
144	в целом	10	2
145	между собой	1	2
146	в чем	1	2
147	и мира	1	2
148	чем это	3	2
149	но как	1	2
150	у него	2	2
151	за пределы	2	2
152	что они	3	2
153	сама по	2	2
154	как говорит	2	2
155	данный момент	1	2
156	и как	2	2
157	говорит что	5	2
158	в которой	4	2
159	образом и	1	2
160	но на	3	2
161	с языком	1	2
162	и возможность	1	2
163	без исключения	1	2
164	одно и	1	2
165	не следует	2	2
166	здесь мы	1	2
167	могла бы	1	2
168	об этом	3	2
169	это не	5	2
170	и тем	2	2
171	вовсе не	6	2
172	иначе говоря	2	2
173	с точки	18	2
174	их в	4	2
175	зрения и	1	2
176	по себе	7	2
177	даже в	4	2
178	автора и	1	2
179	и притом	1	2
180	дело не	1	2
181	не могло	2	2
182	только не	1	2
183	мышления и	16	2
184	вытекает из	3	2
185	казалось бы	8	2
186	слова как	1	2
187	этих двух	2	2
188	своей природе	1	2
189	и для	2	2
190	и о	1	2
191	здесь не	1	2
192	в себя	2	2
193	к его	2	2
194	если бы	8	2
195	в виду	6	2
196	и здесь	1	2
197	о том	9	2
198	к действительности	8	2
199	это было	1	2
200	к нему	1	2
201	во всех	2	2
202	вслед за	1	2
203	говорит в	1	2
204	к числу	1	2
205	тот или	1	2
206	с одной	7	2
207	оказывается в	1	2
208	что сама	1	2
209	во всей	5	2
210	и даже	5	2
211	со стороны	3	2
212	в данный	1	2
213	между которыми	2	2
214	в области	1	2
215	а именно	1	2
216	перед ним	1	2
217	одной стороны	7	2
218	и составляет	2	2
219	вместе с	6	2
220	так же	4	2
221	и особенно	3	2
222	из которых	3	2
223	в той	1	2
224	могут быть	2	2
225	к тому	7	2
226	совершенно иной	1	2
227	жизни в	1	2
228	одной из	3	2
229	имеет в	1	2
230	что он	12	2
231	в роли	1	2
232	только к	1	1
233	говоря о	1	1
234	те же	3	1
235	неотделима от	1	1
236	также и	2	1
237	в сфере	1	1
238	человека и	3	1
239	переходит к	1	1
240	связана с	4	1
241	он показывает	2	1
242	активности как	1	1
243	идет о	3	1
244	же по	1	1
245	и есть	2	1
246	отношения между	3	1
247	и до	3	1
248	едва ли	7	1
