1	в том что	4	7
2	о том что	5	7
3	то что он	1	5
4	и потому что	1	3
5	не может быть	3	3
6	что он не	1	3
7	мы хотели бы	1	3
8	мы увидим ниже	1	3
9	более или менее	1	3
10	с другой стороны	8	3
11	как мы уже	1	3
12	не только в	5	2
13	он не только	1	2
14	тем не менее	4	2
15	в том чтобы	2	2
16	как мы увидим	1	2
17	что у него	4	2
18	один и тот	1	2
19	и т д	16	2
20	мы знаем что	1	2
21	и тот же	1	2
22	так как он	2	2
23	вот что он	1	2
24	в ответ на	3	2
25	что и в	2	2
26	в то время	2	2
27	в связи со	1	2
28	в этом а	1	1
29	к тому что	1	1
30	из многочисленных источников	1	1
31	имеем дело с	1	1
32	не только во	1	1
33	уже был в	1	1
34	по этому вопросу	1	1
35	в таких случаях	1	1
36	ни с сего	1	1
37	так и в	2	1
38	но все это	1	1
39	то ни было	1	1
40	с того ни	1	1
41	ни с того	1	1
42	своего отца и	1	1
43	с одной стороны	4	1
44	но в данном	1	1
45	но и у	1	1
46	вместе со своим	1	1
47	у него есть	2	1
48	однако все же	1	1
49	и в особенности	1	1
50	в связи с	1	1
51	но он не	1	1
52	для нас важнее	1	1
53	только во время	1	1
54	со своим отцом	2	1
55	вместе с тем	1	1
56	будет сказать что	1	1
57	нам кажется что	1	1
58	от своего отца	1	1
59	этом а в	1	1
60	в которой он	1	1
61	и когда он	1	1
62	то чего не	1	1
63	того ни с	1	1
64	во второй половине	1	1
65	как и другие	2	1
66	т д в	2	1
67	то он не	1	1
68	ко всякого рода	1	1
69	в самом деле	1	1
70	а в том	2	1
71	не в этом	1	1
72	не может получить	1	1
73	и в конце	1	1
74	и что в	1	1
75	но это не	2	1
76	ответить на вопрос	1	1
77	бы то ни	1	1
78	дело не в	3	1
79	как и сам	1	1
80	не только у	1	1
81	мысль о том	1	1
82	мы уже знаем	3	1
83	то время как	2	1
84	интересно то что	1	1
85	в этом же	1	1
86	был в состоянии	1	1
87	именно так как	1	1
88	а после смерти	1	1
89	одной из причин	1	1
90	сказать что по	1	1
91	здесь мы имеем	2	1
