N	3gram	Tiupa_Disk_1	KulturaY
1	с точки зрения	1	16
2	тем не менее	1	9
3	до сих пор	1	8
4	в том что	13	8
5	той или иной	3	5
6	в этом случае	1	4
7	в том случае	1	4
8	в данном случае	2	4
9	с одной стороны	9	4
10	в связи с	1	4
11	на самом деле	1	3
12	того или иного	1	3
13	сам по себе	1	3
14	на мой взгляд	2	3
15	в том чтобы	2	3
16	не только в	2	3
17	а с другой	3	3
18	в первую очередь	1	3
19	с другой стороны	3	3
20	не может быть	3	3
21	так и в	1	3
22	о том что	5	3
23	и того же	2	2
24	одним и тем	1	2
25	и тем же	1	2
26	по отношению к	9	2
27	не говоря уже	2	2
28	в том числе	2	2
29	как раз и	1	2
30	только в том	2	2
31	говоря уже о	2	2
32	в таком случае	1	2
33	в отличие от	4	2
34	только то что	1	2
35	том что не	1	2
36	точки зрения на	1	2
37	в известном смысле	1	2
38	потому что в	1	2
39	не в том	3	2
40	более или менее	2	2
41	одного и того	2	2
42	дело не в	1	2
43	тот или иной	2	2
44	к тому же	4	2
45	как мы видели	1	2
46	в свое время	1	2
47	точка зрения на	1	1
48	что же касается	2	1
49	в целом ряде	1	1
50	прежде всего в	1	1
51	далеко не все	1	1
52	не более чем	2	1
53	также и в	1	1
54	том что на	1	1
55	в этом смысле	1	1
56	то же самое	2	1
57	в одной из	2	1
58	и не может	1	1
59	читателя или слушателя	1	1
60	и в то	1	1
61	что он не	1	1
62	в строгом смысле	1	1
63	из того что	1	1
64	по крайней мере	2	1
65	лежат в основе	1	1
66	обратить внимание на	2	1
67	значении этого слова	1	1
68	вместе с тем	1	1
69	в научной литературе	1	1
70	в недавнее время	1	1
71	в равной мере	1	1
72	ту или иную	1	1
73	хотя бы и	1	1
74	которые лежат в	1	1
75	тому или иному	1	1
76	заключается в том	1	1
77	обязан своим происхождением	1	1
78	по природе своей	5	1
79	аналогично тому как	1	1
80	в противном случае	1	1
81	а не как	1	1
82	тем или иным	1	1
83	во всяком случае	1	1
84	что далеко не	1	1
85	о них в	1	1
86	во всем многообразии	1	1
87	в тех случаях	1	1
88	а в том	2	1
89	то же время	4	1
90	в свою очередь	3	1
91	в конечном счете	1	1
92	это отнюдь не	1	1
93	и прежде всего	1	1
94	литературных жанров это	1	1
95	о котором он	1	1
96	но все же	1	1
97	самое непосредственное отношение	1	1
98	в данном отношении	1	1
99	тех случаях когда	1	1
100	в то же	3	1
101	тех или иных	1	1
102	содержания а также	1	1
103	литературного жанра в	1	1
104	можно рассматривать как	1	1
105	в своем распоряжении	2	1
106	именно в том	1	1
107	не заметить что	1	1
108	далеко еще не	3	1
