N	2gram	Losev_Prob_2	Problemy
1	и в	35	43
2	и не	37	29
3	т е	1	26
4	может быть	18	23
5	как бы	4	22
6	не может	13	18
7	в пределах	1	16
8	как и	5	14
9	но и	16	14
10	и т	6	13
11	в этом	17	13
12	точки зрения	2	13
13	что он	4	13
14	в нем	1	12
15	в одном	1	12
16	слова в	1	12
17	слова и	4	12
18	не только	24	11
19	в каждом	1	11
20	не в	2	11
21	по себе	8	11
22	и на	5	10
23	но в	6	10
24	как мы	5	10
25	в его	7	10
26	прежде всего	11	10
27	еще не	10	9
28	он не	2	9
29	слово и	2	9
30	никогда не	1	9
31	то же	5	8
32	слово не	1	8
33	лишь в	3	8
34	и его	1	8
35	с самим	3	8
36	или в	2	8
37	слово в	2	8
38	ведь и	2	7
39	свой предмет	1	7
40	перед нами	2	7
41	в самом	5	7
42	в то	6	7
43	слова с	1	7
44	и сам	2	7
45	в другом	1	7
46	в него	2	7
47	до сих	4	7
48	а не	10	7
49	что же	9	7
50	сих пор	4	7
51	то что	38	7
52	и наконец	3	6
53	так сказать	1	6
54	при этом	3	6
55	в этих	4	6
56	здесь не	2	6
57	о нем	2	6
58	в том	12	6
59	и все	5	6
60	сам по	1	5
61	самом деле	4	5
62	нам кажется	2	5
63	к другому	1	5
64	но не	4	5
65	хотя и	3	5
66	в себе	5	5
67	все эти	7	5
68	но ведь	3	5
69	на то	6	5
70	да и	10	5
71	таким образом	4	5
72	и с	10	5
73	было бы	8	5
74	в слове	3	5
75	это слово	1	5
76	самим собою	1	5
77	в речи	1	5
78	о том	18	5
79	никак не	11	5
80	и что	13	5
81	к нему	2	5
82	слов и	1	5
83	так что	11	5
84	вовсе не	37	5
85	в той	2	5
86	все это	4	5
87	бы в	3	5
88	а в	4	5
89	и до	1	4
90	мы не	7	4
91	я не	1	4
92	с его	1	4
93	во всех	2	4
94	себе и	2	4
95	сама по	4	4
96	в своем	4	4
97	словом в	1	4
98	такое слово	1	4
99	т д	6	4
100	если же	3	4
101	же не	1	4
102	в них	2	4
103	далеко не	4	4
104	между собою	4	4
105	должно быть	2	4
106	во время	1	4
107	их в	4	4
108	слово как	1	4
109	или как	2	4
110	к тому	3	4
111	и это	5	4
112	с собой	1	4
113	слово может	1	4
114	ли будет	1	4
115	этот вопрос	1	4
116	только в	14	4
117	же и	2	4
118	так как	7	4
119	как раз	8	4
120	с другой	6	4
121	до конца	1	4
122	не на	1	4
123	то есть	39	4
124	не могут	4	4
125	и нет	1	4
126	но это	6	4
127	в результате	4	4
128	речи и	1	4
129	совершенно не	2	4
130	что в	11	4
131	также и	12	3
132	связи между	1	3
133	должна быть	1	3
134	тут в	1	3
