N	2gram	Losev_Dial_3	Myshleni
1	и в	24	28
2	в том	5	28
3	то что	14	28
4	в этом	8	27
5	того что	12	24
6	потому что	7	22
7	том что	8	19
8	не может	19	19
9	таким образом	13	18
10	что он	13	18
11	только в	5	18
12	в силу	3	17
13	что в	7	17
14	не только	23	16
15	так же	4	15
16	точки зрения	25	13
17	может быть	13	13
18	сказать что	4	13
19	в сфере	1	12
20	мы могли	1	12
21	тому что	4	11
22	и не	27	11
23	на каждой	1	11
24	что мы	8	11
25	как бы	3	11
26	но не	2	10
27	понятий и	1	10
28	с точки	14	10
29	в отношении	1	10
30	к тому	4	10
31	как мы	2	10
32	так как	6	10
33	от того	4	10
34	но и	9	10
35	понятия и	2	10
36	было бы	5	9
37	в процессе	1	9
38	мы можем	1	9
39	и научных	1	9
40	в самом	7	8
41	тем самым	3	8
42	никогда не	7	8
43	тем что	3	8
44	каждой ступени	1	8
45	для того	3	8
46	еще не	2	8
47	то же	6	7
48	в сущности	10	7
49	в своем	3	7
50	в которой	1	7
51	он не	5	7
52	в нем	3	7
53	показывает что	2	7
54	если бы	6	7
55	вместе с	1	7
56	что оно	7	7
57	как показывает	1	7
58	между ними	1	7
59	же как	2	6
60	мы не	5	6
61	понятия в	1	6
62	в чем	4	6
63	и как	8	6
64	и к	5	6
65	как и	7	6
66	для него	4	6
67	не имеет	11	6
68	тогда когда	5	6
69	когда мы	2	6
70	же самое	1	6
71	то время	4	6
72	так и	5	6
73	и что	15	6
74	можно сказать	1	6
75	его в	1	6
76	так что	8	6
77	как раз	7	6
78	вообще не	2	6
79	в то	5	6
80	в зависимости	2	5
81	вопрос о	5	5
82	время как	4	5
83	из того	2	5
84	зависимости от	3	5
85	и на	3	5
86	он умеет	1	5
87	но в	2	5
88	то в	2	5
89	что все	14	5
90	другой раз	1	5
91	и тем	2	5
92	того как	1	5
93	не могут	4	5
94	могут быть	2	5
95	это не	4	5
96	содержится в	2	5
97	и все	6	5
98	например в	2	4
99	и то	4	4
100	в первом	2	4
101	к другому	1	4
102	той же	3	4
103	если я	2	4
104	мы имеем	1	4
105	я не	6	4
106	мы и	4	4
107	в каждой	1	4
108	во всех	1	4
109	только тогда	3	4
110	в одной	3	4
111	с этим	3	4
112	в мысли	2	4
113	целый ряд	2	4
114	показали что	1	4
115	в себе	2	4
116	на то	3	4
117	в понятии	2	4
118	на этом	2	4
119	но если	6	4
120	он должен	3	4
121	от одной	1	4
122	не в	3	4
123	нас к	2	4
124	что на	1	4
125	оно не	6	4
126	ясно что	7	4
127	что и	6	4
128	именно в	2	4
129	в качестве	1	4
130	и обратно	1	4
131	мы знаем	3	4
132	друг друга	3	4
133	но что	7	4
134	и следовательно	2	4
135	в частности	2	4
