N	2gram	Bakhtin_Fr_6	Formalny
1	и в	41	38
2	в этом	12	27
3	может быть	2	23
4	и его	13	21
5	таким образом	17	20
6	и не	3	20
7	в самом	10	16
8	не в	4	15
9	прежде всего	10	15
10	не может	4	14
11	в нем	16	13
12	связи с	2	13
13	но и	13	13
14	в пределах	1	12
15	с его	5	11
16	с тем	1	11
17	в том	2	11
18	вовсе не	7	11
19	с другими	3	10
20	в его	7	10
21	в связи	1	10
22	с помощью	6	10
23	не только	10	9
24	при этом	3	9
25	и с	16	9
26	как и	7	9
27	самом деле	4	8
28	все же	4	8
29	точки зрения	2	8
30	так и	5	8
31	что и	1	8
32	тем что	5	8
33	в первом	3	7
34	как мы	12	7
35	в корне	2	7
36	лишь в	2	7
37	по себе	1	7
38	для него	1	7
39	в своей	2	7
40	с точки	2	7
41	язык и	1	7
42	во втором	3	7
43	уже не	1	7
44	этом отношении	3	7
45	в других	1	7
46	не могут	2	7
47	по существу	1	7
48	слова и	1	7
49	что в	7	7
50	в ней	4	6
51	в истории	2	6
52	все эти	11	6
53	в этой	8	6
54	то же	5	6
55	было бы	3	6
56	он не	2	6
57	в их	1	6
58	могут быть	1	6
59	для понимания	1	6
60	в языке	1	6
61	все время	4	6
62	только в	3	6
63	то что	10	6
64	не было	1	6
65	вместе с	6	6
66	а не	2	6
67	как раз	2	6
68	в результате	4	6
69	а в	4	6
70	это и	2	5
71	должна быть	2	5
72	говорить о	2	5
73	всего этого	1	5
74	во всех	17	5
75	в то	6	5
76	в основе	4	5
77	же время	5	5
78	ни о	1	5
79	говорит он	2	5
80	говорит в	1	5
81	что он	6	5
82	если мы	2	5
83	и речи	1	5
84	именно в	4	5
85	с этим	3	5
86	что же	1	5
87	более того	4	5
88	и для	3	5
89	бы в	2	5
90	еще более	2	5
91	все остальное	1	4
92	здесь и	8	4
93	в сущности	8	4
94	литературы и	2	4
95	одним словом	1	4
96	что они	2	4
97	как в	4	4
98	и наконец	4	4
99	и к	1	4
100	не как	1	4
101	как они	2	4
102	мы видели	2	4
103	восприятия и	1	4
104	не столько	1	4
105	как о	2	4
106	ничего не	1	4
107	здесь не	1	4
108	в дальнейшем	2	4
109	языке как	1	4
110	но в	8	4
111	в большинстве	4	4
