N	3gram	Tiupa_Narr_1	KulturaY
1	в том что	8	15
2	с точки зрения	2	9
3	в том чтобы	1	8
4	по отношению к	6	8
5	в самом деле	1	7
6	только потому что	1	6
7	с другой стороны	4	6
8	о том что	6	5
9	в этом отношении	3	5
10	по крайней мере	1	5
11	мере в какой	1	5
12	той мере в	1	5
13	в той мере	1	5
14	до сих пор	1	4
15	том что он	1	4
16	тем не менее	3	4
17	состоит в том	3	3
18	более или менее	2	3
19	в этом смысле	1	3
20	в соответствии с	1	3
21	того или иного	2	3
22	можно было бы	2	3
23	в связи с	2	3
24	а с другой	1	3
25	в свою очередь	3	3
26	не может быть	5	3
27	и того же	1	2
28	на самом деле	1	2
29	так или иначе	2	2
30	в первую очередь	1	2
31	так и в	1	2
32	в свое время	1	2
33	именно в том	2	2
34	то же время	3	2
35	этой точки зрения	2	2
36	речь идет о	2	2
37	но все же	4	2
38	одного и того	1	2
39	в то же	3	2
40	том что оно	1	2
41	как это часто	1	1
42	что иное как	2	1
43	в этой фразе	1	1
44	что в этом	1	1
45	точки зрения как	1	1
46	не могло не	1	1
47	в данный момент	1	1
48	в действительности и	1	1
49	иметь в виду	1	1
50	они свидетельствуют о	1	1
51	но именно это	1	1
52	и в особенности	1	1
53	с совершенно иными	1	1
54	так и не	2	1
55	с одной стороны	7	1
56	и в то	1	1
57	сами по себе	2	1
58	в отличие от	5	1
59	при этом что	1	1
60	существенно разнится от	1	1
61	к тому чтобы	1	1
62	с этой точки	1	1
63	и не в	4	1
64	не то что	2	1
65	тогда как в	2	1
66	однако с другой	1	1
67	необходимо указать на	1	1
68	в первом случае	2	1
69	не только в	2	1
70	и с точки	1	1
71	тех или иных	1	1
72	еще не является	1	1
73	отношению к которому	2	1
74	она все же	1	1
75	вовсе не то	1	1
76	это часто бывает	1	1
77	само по себе	1	1
78	так же как	2	1
79	в случае с	1	1
80	и больше всего	1	1
81	до наших дней	1	1
82	что несмотря на	1	1
83	с легкой руки	1	1
84	очевидно что в	1	1
85	по аналогии с	1	1
86	внимание на некоторые	1	1
87	далеко не всегда	1	1
88	дело не с	1	1
89	и тем самым	3	1
90	той или иной	4	1
91	поскольку речь идет	1	1
92	лет тому назад	1	1
93	друг от друга	1	1
94	тем более что	1	1
95	из них как	1	1
96	в силу которого	1	1
97	не что иное	2	1
98	то что они	1	1
99	все то что	1	1
100	точно так же	2	1
101	является как бы	1	1
102	а то и	1	1
103	то только потому	1	1
104	тот или иной	1	1
