N	2gram	Potebnia_M_4	Narrotol
1	не только	10	26
2	а не	12	17
3	тогда как	4	15
4	но и	11	15
5	при этом	15	14
6	в том	23	14
7	в качестве	1	14
8	и не	18	14
9	в этом	23	13
10	и в	23	13
11	том что	12	13
12	состоит в	2	12
13	только в	15	11
14	в частности	1	11
15	может быть	26	10
16	в данном	4	10
17	своего рода	1	9
18	так и	6	9
19	то есть	34	9
20	к тому	3	9
21	а в	5	9
22	в себе	14	8
23	то что	29	8
24	не в	11	8
25	не может	11	8
26	у него	1	6
27	в своем	8	6
28	все же	1	6
29	и к	6	6
30	но в	8	6
31	никогда не	3	6
32	ничего не	1	6
33	данном случае	2	6
34	можно сказать	4	6
35	а также	1	6
36	в его	5	6
37	вслед за	1	6
38	того что	14	6
39	со стороны	3	6
40	прежде всего	1	6
41	как бы	5	6
42	я не	2	5
43	отличие от	1	5
44	что он	4	5
45	как в	7	5
46	хотя и	5	5
47	в нем	7	5
48	тем не	4	5
49	он не	2	5
50	таким образом	24	5
51	и тем	4	5
52	далеко не	1	5
53	точки зрения	4	5
54	в котором	4	5
55	тем самым	4	5
56	в то	4	5
57	о том	8	5
58	в форме	1	5
59	с одной	1	5
60	по отношению	10	5
61	с другой	2	5
62	одной стороны	1	5
63	в той	4	5
64	я в	2	5
65	отношению к	8	5
66	то же	14	4
67	в ее	2	4
68	в этой	1	4
69	перед нами	1	4
70	что это	7	4
71	в силу	7	4
72	уже не	3	4
73	в мире	2	4
74	об этом	2	4
75	в глазах	2	4
76	войны и	1	4
77	все его	1	4
78	в своей	1	4
79	не менее	5	4
80	при всей	1	4
81	но при	1	4
82	в себя	1	4
83	времени и	1	4
84	если бы	13	4
85	как у	1	4
86	в другом	1	4
87	свидетельствует о	1	4
88	для него	5	4
89	обо мне	1	4
90	как и	14	4
91	как это	1	4
92	и все	4	4
93	с ним	5	4
94	же в	1	4
95	и у	2	4
96	жизни и	1	4
97	что в	17	4
98	все что	2	4
99	самом деле	3	3
100	а как	2	3
101	мы имеем	4	3
102	нам в	1	3
103	так а	1	3
104	но не	1	3
105	все эти	3	3
106	в известном	1	3
107	и его	2	3
108	так сказать	5	3
109	не следует	2	3
110	и по	3	3
111	в слове	22	3
112	и того	1	3
113	что я	11	3
114	тому что	2	3
115	того чтобы	4	3
116	же время	3	3
117	этом отношении	1	3
118	той или	1	3
119	на том	2	3
120	и когда	2	3
121	и сам	1	3
122	мира и	1	3
123	о котором	1	3
124	о ней	1	3
125	о нем	1	3
126	внимание на	5	3
127	это не	7	3
128	к ней	2	3
129	один из	2	3
130	с ними	3	3
131	между тем	9	3
132	то и	4	3
133	представить себе	2	3
134	и даже	2	3
135	только к	1	3
136	да и	4	3
137	и для	2	3
138	сказать что	8	3
139	к его	2	3
140	в таком	4	3
141	и т	7	2
142	он может	1	2
143	к другому	1	2
144	отношения между	2	2
145	должна быть	1	2
146	мы не	8	2
147	ему в	1	2
148	в каждой	1	2
149	в ней	2	2
150	еще не	3	2
151	он сам	1	2
152	столь же	2	2
153	в чем	1	2
154	на самом	3	2
155	же она	1	2
156	внутренняя жизнь	1	2
157	однако не	1	2
158	могли бы	4	2
159	как уже	1	2
160	в самом	3	2
161	себя с	1	2
162	в нашем	2	2
163	из этих	2	2
164	роль в	1	2
165	на то	7	2
166	что она	2	2
167	мы его	3	2
168	не будет	3	2
169	той же	3	2
170	было бы	8	2
171	должен был	1	2
172	на второй	1	2
173	ведет к	3	2
174	бы на	1	2
175	сводятся к	2	2
176	с точки	3	2
177	и что	7	2
178	от его	2	2
179	и другого	1	2
180	стало быть	8	2
181	но он	1	2
182	и более	4	2
183	что с	1	2
184	не имеет	5	2
185	в процессе	3	2
186	как о	1	2
187	говорить о	5	2
188	не могло	1	2
189	только не	3	2
190	имеем дело	2	2
191	потому что	33	2
192	для нас	14	2
193	со своим	4	2
194	в сознании	4	2
195	не вполне	2	2
196	в области	2	2
197	у нас	2	2
198	и здесь	2	2
199	все то	1	2
200	его внутренней	1	2
201	я сам	1	2
202	оно не	2	2
203	но для	1	2
204	подобно тому	2	2
205	не могу	2	2
206	мысль о	6	2
207	всей своей	1	2
208	и иные	1	2
209	что у	3	2
210	можно было	2	2
211	те же	3	2
212	во второй	1	2
213	том как	1	2
214	быть может	4	2
215	как было	1	2
216	или иначе	2	2
217	что и	7	2
218	второй план	1	2
219	дело с	1	2
220	с нею	3	2
221	в виде	2	2
222	не все	1	2
223	в душе	1	2
224	у меня	1	2
225	участие в	1	2
226	одно из	1	2
227	на одном	1	2
228	могло бы	1	2
229	т п	4	2
230	вовсе не	7	2
231	давно уже	3	2
232	в других	2	2
233	только на	4	2
234	с другим	1	2
235	именно в	3	2
236	а с	1	2
237	превращается в	2	2
238	в бытии	1	2
239	если не	1	2
240	более чем	3	2
241	так же	4	2
242	к своему	1	2
243	по своему	2	2
244	в течение	2	2
245	тому как	2	2
246	а потом	1	2
247	но это	3	2
248	видно что	4	2
249	к которому	1	2
250	и состоит	3	2
251	потому не	1	2
252	бы в	2	2
253	тем более	5	2
254	от всего	1	2
255	хотя бы	4	2
256	только что	3	2
257	во время	2	2
258	в свою	2	2
259	между внешней	1	2
260	точно так	2	2
261	в своих	2	2
262	по поводу	4	2
263	во сне	2	2
264	можно назвать	2	2
265	как на	1	2
266	а между	4	1
267	границы между	1	1
268	одним из	1	1
269	например в	3	1
270	с с	1	1
271	у гоголя	1	1
272	относится и	1	1
273	предполагает что	1	1
274	таком случае	2	1
275	начинается с	1	1
276	отделен от	1	1
277	все остальное	1	1
278	к своей	1	1
279	смотрит на	1	1
280	тем же	1	1
281	не глядя	2	1
282	живой речи	1	1
283	им самим	1	1
284	если я	1	1
285	втором значении	1	1
286	я как	1	1
287	смысле можно	1	1
288	вопрос о	2	1
289	не была	1	1
290	оба эти	1	1
291	как во	1	1
292	а для	1	1
293	троянской войны	1	1
294	и другая	1	1
295	в некотором	1	1
296	мы и	2	1
297	зависимости от	1	1
298	о роли	1	1
299	это время	1	1
300	проявляется в	2	1
301	и говорить	2	1
302	в xix	1	1
303	иное как	2	1
304	быть в	1	1
305	руку к	1	1
306	иначе как	1	1
307	во всех	1	1
308	а тем	1	1
309	могло быть	1	1
310	сознания не	1	1
311	очевидно что	7	1
312	в новом	1	1
313	отношение к	2	1
314	человеку и	1	1
315	за пределы	1	1
316	можно представить	1	1
317	относится к	1	1
318	как говорит	1	1
319	значит если	1	1
320	первый взгляд	1	1
321	субъекта и	1	1
322	если она	1	1
323	предполагает в	1	1
324	и нет	1	1
325	им в	1	1
326	виду и	1	1
327	и как	2	1
328	его к	2	1
329	неизмеримо более	1	1
330	для которой	1	1
331	это их	1	1
332	то в	3	1
333	а есть	1	1
334	в которой	6	1
335	бы и	5	1
336	так или	2	1
337	цели по	1	1
338	бы не	3	1
339	это такая	1	1
340	быть только	1	1
341	например как	1	1
342	и стало	1	1
343	образом для	1	1
344	раз когда	1	1
345	что подтверждается	1	1
346	может состоять	1	1
347	сомнению но	1	1
348	мыслей в	1	1
349	из виду	2	1
350	своих качеств	1	1
351	нашего времени	3	1
352	на жизнь	1	1
353	какой бы	1	1
354	быть самим	1	1
355	из него	2	1
356	что ни	1	1
357	на этом	1	1
358	его можно	1	1
359	в нее	3	1
360	ее жизни	1	1
361	исходя из	1	1
362	здесь мы	2	1
363	есть все	1	1
364	его не	1	1
365	замечу что	1	1
366	а его	1	1
367	входит в	1	1
368	есть не	4	1
369	если такая	1	1
370	истории и	1	1
371	в это	2	1
372	но уже	3	1
373	но мы	2	1
374	к которым	3	1
375	всю жизнь	1	1
376	не всегда	3	1
377	строгом смысле	1	1
378	в развитии	1	1
379	должно быть	5	1
380	обратимся к	1	1
381	не мог	1	1
382	между ними	4	1
383	одного и	1	1
384	от убеждения	1	1
