N	2gram	Trubetskoy_1	Hudozhes
1	в мире	6	23
2	в качестве	1	19
3	то есть	2	18
4	состоит в	1	16
5	и не	8	16
6	не только	7	15
7	и в	23	15
8	в том	30	15
9	тогда как	6	13
10	может быть	16	13
11	в частности	2	13
12	при этом	9	12
13	и его	1	12
14	а в	3	12
15	но не	2	11
16	в этом	12	11
17	в себе	5	11
18	я в	2	11
19	то же	4	10
20	по отношению	9	10
21	как бы	10	10
22	так и	10	10
23	а не	1	10
24	отношению к	9	10
25	но и	9	10
26	точки зрения	13	9
27	в его	5	9
28	сводится к	2	8
29	я и	1	7
30	отличие от	3	7
31	но в	4	7
32	в принципе	1	7
33	в то	6	7
34	или иной	1	7
35	с другой	6	7
36	с его	1	6
37	отношение к	4	6
38	том что	19	6
39	не в	8	6
40	в основе	2	6
41	же время	2	6
42	по своей	7	6
43	приводит к	1	6
44	в состав	1	6
45	не может	17	6
46	что в	8	6
47	в их	4	5
48	более или	7	5
49	в самом	8	5
50	то что	18	5
51	тем самым	3	5
52	могут быть	1	5
53	с ее	2	5
54	того что	6	5
55	только в	6	5
56	уже не	1	5
57	между ними	2	5
58	другой стороны	5	5
59	или менее	7	5
60	в нем	3	5
61	i v	1	5
62	и то	4	4
63	говорить о	2	4
64	еще не	5	4
65	а только	1	4
66	как к	5	4
67	хотя и	4	4
68	и как	1	4
69	роли в	1	4
70	он не	3	4
71	без исключения	1	4
72	в другом	2	4
73	и тем	1	4
74	в этих	3	4
75	в своей	1	4
76	и т.д	4	4
77	входит в	1	4
78	между тем	12	4
79	для него	2	4
80	со стороны	1	4
81	к которому	1	4
82	прежде всего	3	4
83	а на	1	4
84	не знает	2	4
85	например в	1	4
86	к тому	8	4
87	по пути	1	4
88	сказать что	1	4
89	того же	9	3
90	на деле	1	3
91	со своей	1	3
92	и ее	2	3
93	в целом	5	3
94	в виду	2	3
95	и к	5	3
96	в которой	5	3
97	не следует	1	3
98	он должен	2	3
99	одно и	1	3
100	лишь в	5	3
101	его в	5	3
102	это не	3	3
103	как и	9	3
104	иначе говоря	4	3
105	одного и	3	3
106	с точки	8	3
107	все прочие	4	3
108	тем не	4	3
109	их в	2	3
110	однако в	1	3
111	в культуре	1	3
112	в отношении	1	3
113	не менее	7	3
114	потому что	9	3
115	имеет место	2	3
116	не будет	5	3
117	так в	1	3
118	к его	1	3
119	если бы	8	3
120	и что	8	3
121	что он	7	3
122	к нему	2	3
123	во втором	2	3
124	во всей	1	3
125	и того	3	3
126	не случайно	1	3
127	в области	4	3
128	далеко не	5	3
129	была бы	1	3
130	по своему	5	3
131	в данном	3	3
132	в точке	2	3
133	и для	6	3
134	таким образом	31	3
135	в свою	2	3
136	и состоит	2	3
137	в таком	4	3
138	и это	3	2
139	это и	1	2
140	между двумя	5	2
141	собою в	1	2
142	не вполне	3	2
143	я не	2	2
144	из перечисленных	1	2
145	и на	6	2
146	но как	2	2
147	и весьма	1	2
148	еще один	1	2
149	данный момент	4	2
150	в своем	10	2
151	в себя	2	2
152	образом и	2	2
153	все эти	19	2
154	в нашем	3	2
155	бы не	1	2
156	в этой	6	2
157	рассказ о	1	2
158	но на	2	2
159	вследствие этого	2	2
160	однако при	2	2
161	в силу	7	2
162	на этом	2	2
163	единое целое	1	2
164	в них	2	2
165	несмотря на	6	2
166	с другими	1	2
167	и некоторые	2	2
168	от себя	2	2
169	к такой	1	2
170	и более	2	2
171	том и	2	2
172	вовсе не	2	2
173	даже в	3	2
174	тому что	2	2
175	одна из	2	2
176	и притом	1	2
177	вытекает из	1	2
178	этих двух	2	2
179	не принадлежат	1	2
180	числе и	1	2
181	частной жизни	1	2
182	для себя	2	2
183	того чтобы	8	2
184	свою очередь	2	2
185	здесь не	1	2
186	к жизни	1	2
187	роль в	1	2
188	и сам	2	2
189	о том	7	2
190	что каждый	1	2
191	к действительности	1	2
192	в значительной	1	2
193	именно в	5	2
194	а именно	1	2
195	усматривая в	1	2
196	тот или	1	2
197	с одной	3	2
198	есть в	2	2
199	за пределами	1	2
200	одно из	3	2
201	никто не	2	2
202	для меня	4	2
203	у него	5	2
204	случае не	1	2
205	вследствие этой	1	2
206	для того	8	2
207	на почве	3	2
208	в данный	1	2
209	или иначе	5	2
210	а с	4	2
211	себя и	2	2
212	одной стороны	2	2
213	мира в	1	2
214	в сторону	2	2
215	начиная с	1	2
216	так же	8	2
217	и особенно	2	2
218	и потому	3	2
219	как в	1	2
220	из которых	4	2
221	к своему	1	2
222	так или	5	2
223	в европейской	4	2
224	и по	3	2
225	жизни в	1	2
226	художественное произведение	1	2
227	при условии	2	2
228	ни для	2	2
229	во всех	10	2
230	совершенно иной	2	2
231	тем более	3	2
232	с ним	6	2
233	в равной	1	2
234	от всех	1	2
235	культуры в	10	2
236	из этого	6	2
237	том числе	1	2
238	говоря о	1	1
239	также и	2	1
240	же как	3	1
241	между всеми	1	1
242	то в	2	1
243	от своей	2	1
244	из его	1	1
245	можно лишь	2	1
246	в зависимости	1	1
247	несколько иной	1	1
248	той же	1	1
249	есть не	1	1
250	нам всегда	2	1
251	людьми поэтому	1	1
252	не во	1	1
253	из своих	1	1
254	время от	2	1
255	свое самобытное	1	1
256	от своих	1	1
257	в каждый	6	1
258	в сущности	2	1
259	себя свою	1	1
260	а для	2	1
261	и со	1	1
262	никогда не	4	1
263	зависимости от	1	1
264	начало и	6	1
265	не от	1	1
266	произведение и	1	1
267	и помимо	1	1
268	между собой	4	1
269	иное как	1	1
270	себя а	1	1
271	на их	1	1
272	столь же	5	1
273	время в	1	1
274	бы то	2	1
275	что его	4	1
276	в различных	1	1
277	ближайшие к	1	1
278	тем как	1	1
279	такого что	1	1
280	особенно если	1	1
281	более как	2	1
282	себе и	1	1
283	и будет	2	1
284	друг от	6	1
285	что они	2	1
286	отнюдь не	2	1
287	и я	1	1
288	в истории	3	1
289	в центре	1	1
290	от друга	6	1
291	что касается	6	1
292	перед нами	1	1
293	поскольку такое	2	1
294	что по	3	1
295	которую в	1	1
296	тем же	2	1
297	и свою	1	1
298	что входит	1	1
299	от этого	1	1
300	только то	2	1
301	и идет	1	1
302	что это	5	1
303	должен не	1	1
304	а во-вторых	1	1
305	то я	1	1
306	из этих	8	1
307	этом что	2	1
308	эволюции человечества	5	1
309	во многих	1	1
310	двух других	1	1
311	на то	9	1
312	не могла	1	1
313	на его	1	1
314	исходит из	1	1
315	что она	1	1
316	одному из	1	1
317	все это	11	1
318	весьма сложного	1	1
319	при виде	2	1
320	зрения в	1	1
321	в узком	1	1
322	к одному	1	1
323	на земле	3	1
324	смертью в	1	1
325	его можно	1	1
326	заключает в	2	1
327	по его	2	1
328	многих других	2	1
329	то ни	3	1
330	а затем	2	1
331	что все	5	1
332	тем в	1	1
333	в совершенно	3	1
334	речь в	1	1
335	том случае	4	1
336	для своей	1	1
337	все их	1	1
338	а как	1	1
339	это было	1	1
340	было бы	3	1
341	и где	2	1
342	лишь на	1	1
343	по этому	2	1
344	делает его	1	1
345	в жизни	3	1
346	только лишь	1	1
347	самые различные	1	1
348	нет в	2	1
349	рядом с	1	1
350	на второй	1	1
351	его сознании	1	1
352	он и	1	1
353	сторону его	1	1
354	как сказано	4	1
355	в чистом	1	1
356	открытие и	1	1
357	же я	1	1
358	и конец	4	1
359	я этого	1	1
360	с ума	1	1
361	культуры ибо	2	1
362	в такой	4	1
363	и без	5	1
364	в котором	2	1
365	что от	1	1
366	еще нет	1	1
367	на каждом	2	1
368	оно стало	1	1
369	и другого	1	1
370	друг другу	1	1
371	по крайней	1	1
372	более сложные	1	1
373	в прошлом	1	1
374	в конце	4	1
375	произведения в	1	1
376	с такими	1	1
377	том же	4	1
378	случае мы	1	1
379	жизни ее	1	1
380	то с	2	1
381	между людьми	2	1
382	чистом виде	1	1
383	ее не	1	1
384	с которой	1	1
385	из нас	1	1
386	но для	2	1
387	не имеет	1	1
388	на котором	1	1
389	принадлежат к	1	1
390	двух различных	1	1
391	что такое	1	1
392	к этим	1	1
393	иметь в	1	1
394	к такому	2	1
395	все без	1	1
396	каждый из	3	1
397	нельзя не	1	1
398	не своей	1	1
399	имеются и	1	1
400	в самой	2	1
401	есть культура	3	1
402	ему и	2	1
403	связи с	4	1
404	он усматривает	1	1
405	из того	4	1
406	не по	1	1
407	как будто	5	1
408	однако это	2	1
409	только мы	2	1
410	все то	2	1
411	и развития	1	1
412	его создателя	1	1
413	так называемого	5	1
414	всего что	1	1
415	в каждом	1	1
416	здесь мы	1	1
417	в настоящее	2	1
418	должен быть	1	1
419	из всего	1	1
420	как мы	2	1
421	точно так	1	1
422	та или	1	1
423	что составляет	1	1
424	только при	2	1
425	мысль о	1	1
426	но мы	1	1
427	или для	1	1
428	то время	2	1
429	вопрос что	1	1
430	борющихся сторон	1	1
431	как с	1	1
432	на нее	2	1
433	те же	2	1
434	можно только	1	1
435	по признаку	1	1
436	строго говоря	1	1
437	для этого	7	1
438	культура есть	1	1
439	следует признать	1	1
440	именно потому	2	1
441	жизнью в	1	1
442	и поэтому	2	1
443	настоящее время	2	1
444	может не	3	1
445	жизни если	1	1
446	это была	1	1
447	всегда может	1	1
448	или иная	1	1
449	том или	1	1
450	только такие	1	1
451	крайней мере	1	1
452	в другой	1	1
453	целого а	1	1
454	сомневаться не	1	1
455	если он	2	1
456	не требует	1	1
457	эти последние	2	1
458	что этому	1	1
459	на которой	1	1
460	один из	1	1
461	но с	2	1
462	каждой новой	1	1
463	мы видим	1	1
464	тот же	3	1
465	это необходимо	1	1
466	вступить в	1	1
467	над собою	1	1
468	самые разнообразные	1	1
469	они могут	2	1
470	между этими	2	1
471	бы ни	1	1
472	не происходит	1	1
473	и жизни	1	1
474	а после	1	1
475	с которыми	2	1
476	так что	5	1
477	же и	1	1
478	для всех	1	1
479	с нею	1	1
480	если мы	4	1
481	как быть	1	1
482	то и	2	1
483	свидетельствует о	1	1
484	из них	5	1
485	за ним	1	1
486	к каким	1	1
487	представить себе	2	1
488	мы находим	1	1
489	части и	1	1
490	так как	7	1
491	и от	5	1
492	тому же	6	1
493	к ним	2	1
494	по тем	2	1
495	или ином	1	1
496	но из	1	1
497	не было	2	1
498	и даже	1	1
499	как у	3	1
500	связаны с	1	1
501	в уме	1	1
502	еще и	1	1
503	окружающей его	1	1
504	психики но	1	1
505	что для	4	1
506	и пр	1	1
507	отрешиться от	1	1
508	человека но	1	1
509	себе никаких	1	1
510	зависит от	1	1
511	что несмотря	2	1
512	когда же	1	1
513	крайними пределами	1	1
514	на время	1	1
515	в одно	2	1
516	в связи	3	1
517	как элемент	1	1
518	культуры не	1	1
519	вступает в	1	1
520	только к	1	1
521	даже при	1	1
522	на новую	1	1
523	вместе с	6	1
524	одну из	1	1
525	некий общий	1	1
526	не могут	4	1
527	этого слова	2	1
528	приобщение к	6	1
529	есть как	1	1
530	им уже	1	1
531	да и	1	1
532	в состоянии	4	1
533	мыслится как	1	1
534	быть не	1	1
535	с этой	3	1
536	этом случае	4	1
537	над тем	1	1
538	и самих	1	1
539	вытекающей из	1	1
540	между прочим	2	1
541	этом и	1	1
542	точно и	1	1
543	приобщения к	2	1
544	все же	13	1
545	себе еще	1	1
546	в более	1	1
547	может служить	3	1
548	отношении оказывается	1	1
549	не подлежит	3	1
550	в результате	9	1
551	о котором	7	1
552	ибо без	1	1
553	своею и	1	1
554	в отдельных	2	1
555	его природы	1	1
556	чужой психики	1	1
557	для нас	3	1
558	от него	3	1
559	это может	2	1
560	бы в	3	1
561	не более	2	1
562	не будучи	1	1
563	с не	1	1
564	все они	5	1
565	ни было	2	1
566	но если	2	1
567	быть и	5	1
568	не есть	2	1
569	ценностей и	1	1
570	две стороны	1	1
571	не быть	1	1
572	жизни постоянно	1	1
573	начале этой	2	1
574	всего в	1	1
575	просто не	1	1
576	которой я	1	1
577	жизни и	2	1
578	общий признак	1	1
579	ее в	1	1
580	и другие	1	1
581	случае если	5	1
582	в своих	2	1
583	можно назвать	3	1
584	не принять	1	1
585	все что	9	1
586	этой точки	1	1
587	они не	2	1
