N	2gram	Vinokur_Ku_2	formyVre
1	и в	23	50
2	в этом	18	25
3	в нем	4	24
4	и его	3	16
5	прежде всего	8	15
6	как мы	3	14
7	и не	16	14
8	в его	5	13
9	вовсе не	9	13
10	как раз	3	13
11	по существу	5	12
12	так и	4	12
13	то же	6	11
14	мы уже	1	11
15	таким образом	5	11
16	может быть	15	11
17	и как	1	10
18	но в	11	10
19	с его	1	9
20	все эти	12	9
21	роль в	2	9
22	не только	20	9
23	в то	4	9
24	ничего не	4	9
25	же время	3	9
26	в том	19	9
27	в конце	4	9
28	в других	1	9
29	в особенности	4	9
30	и др	1	9
31	и т	39	8
32	того же	3	8
33	и на	6	8
34	в самом	12	8
35	ни в	4	8
36	т п	24	8
37	но и	7	8
38	и их	1	8
39	как и	2	8
40	это время	1	7
41	характер и	2	7
42	не было	4	7
43	время в	1	6
44	как в	3	6
45	с этим	3	6
46	все же	7	6
47	не оставляет	1	6
48	лишь в	5	6
49	это не	6	6
50	в их	2	6
51	так как	15	6
52	с ее	1	6
53	в ее	1	6
54	связи с	3	6
55	у него	3	6
56	то что	9	6
57	в частности	2	6
58	не может	9	6
59	так же	4	6
60	в результате	4	6
61	и все	2	6
62	и до	2	5
63	время как	1	5
64	еще не	5	5
65	но не	6	5
66	отнюдь не	4	5
67	и у	2	5
68	не в	8	5
69	этот процесс	1	5
70	он не	3	5
71	всех этих	3	5
72	того чтобы	11	5
73	точки зрения	14	5
74	могут быть	4	5
75	но все	4	5
76	в пределах	4	5
77	если бы	12	5
78	для того	9	5
79	в связи	4	5
80	наряду с	1	5
81	что в	10	5
82	и другие	1	5
83	и то	5	4
84	и это	3	4
85	мы и	1	4
86	конечно и	2	4
87	в ней	3	4
88	в своем	2	4
89	конечно не	2	4
90	то время	1	4
91	и с	7	4
92	в них	4	4
93	том что	11	4
94	в котором	1	4
95	в процессе	3	4
96	не имеет	4	4
97	потому что	25	4
98	здесь не	3	4
99	понятно что	1	4
100	и следовательно	2	4
101	могло быть	1	4
102	только в	5	4
103	до конца	3	4
104	на этой	4	4
105	в той	2	4
106	все это	5	4
107	кроме того	1	4
108	и для	2	4
109	отношения к	2	3
110	не меняется	1	3
111	по преимуществу	2	3
112	а как	1	3
113	есть не	1	3
114	мы не	1	3
115	большую роль	1	3
116	в сущности	9	3
117	в виду	3	3
118	по отношению	1	3
119	себе и	1	3
120	хотя и	4	3
121	в себе	1	3
122	все ее	1	3
123	при этом	2	3
124	она становится	1	3
125	вообще не	1	3
126	и дает	1	3
127	здесь нет	1	3
128	место и	1	3
129	и уже	1	3
130	и вне	1	3
131	между ними	1	3
132	в этих	1	3
133	в отношении	2	3
134	их в	1	3
135	xviii века	1	3
136	этом отношении	3	3
137	не могут	5	3
138	к тому	4	3
139	все его	1	3
140	нас в	1	3
141	что и	3	3
142	в форме	3	3
143	один из	5	3
144	одной из	1	3
145	с одной	2	3
146	в качестве	8	3
147	же в	3	3
148	был бы	2	3
149	одно из	1	3
150	в одном	1	3
151	до сих	1	3
152	именно в	3	3
153	что не	6	3
154	более того	1	3
155	с тем	2	3
156	быть только	2	3
157	а не	10	3
158	человек в	1	3
159	в одно	1	3
160	на фоне	3	3
161	вместе с	5	3
162	и потому	2	3
163	да и	6	3
164	сих пор	1	3
165	ряд в	1	3
166	или в	4	3
167	своей собственной	3	3
168	ни к	15	3
169	а в	3	3
170	не знает	3	3
171	сказать что	4	3
172	имеет место	1	3
173	они не	1	3
174	к этому	4	3
175	во всяком	5	3
176	смысле слова	2	2
177	также и	5	2
178	обычно в	1	2
179	же как	2	2
180	тех же	2	2
181	которыми он	1	2
182	той же	2	2
183	сами же	1	2
184	вопрос о	9	2
185	же что	1	2
186	жизни это	1	2
187	на них	1	2
188	в широком	2	2
189	в чем	1	2
190	не без	1	2
191	но конечно	1	2
192	мы будем	2	2
193	а только	3	2
194	нет и	1	2
195	определяется не	1	2
196	же и	2	2
197	и к	1	2
198	от этого	2	2
199	в целом	1	2
200	тому же	1	2
201	в нашем	7	2
202	новый тип	2	2
203	выражение в	3	2
204	как бы	4	2
205	удельный вес	1	2
206	широком смысле	4	2
207	как оно	1	2
208	и еще	2	2
209	не как	2	2
210	уже не	8	2
211	его от	1	2
212	и по	3	2
213	но дело	1	2
214	что все	5	2
215	типы и	1	2
216	об этом	5	2
217	к другу	1	2
218	ясно что	5	2
219	было бы	15	2
220	на почве	1	2
221	бы совершенно	1	2
222	нет в	1	2
223	рядом с	2	2
224	чем в	3	2
225	для него	1	2
226	в своей	2	2
227	частный и	1	2
228	лежат в	1	2
229	он должен	1	2
230	с точки	8	2
231	место в	1	2
232	в отличие	2	2
233	в которых	2	2
234	точку зрения	1	2
235	но он	1	2
236	есть именно	1	2
237	том же	1	2
238	по себе	10	2
239	самого начала	1	2
240	тогда когда	1	2
241	дело в	1	2
242	никогда не	2	2
243	в самой	2	2
244	с большой	1	2
245	во всем	1	2
246	буквальном смысле	1	2
247	так называемый	1	2
248	в каком	4	2
249	выход из	1	2
250	здесь совершенно	1	2
251	оно не	2	2
252	элементы в	1	2
253	всего этого	1	2
254	в буквальном	2	2
255	с самого	1	2
256	и иные	1	2
257	смысле но	1	2
258	природе своей	1	2
259	те же	3	2
260	здесь как	1	2
261	по природе	1	2
262	отсюда и	2	2
263	во многом	1	2
