N	2gram	Bakhtin_sl_1	Problema
1	вовсе не	7	35
2	то есть	26	33
3	и в	41	32
4	и не	16	31
5	не есть	2	29
6	не просто	1	23
7	в этом	12	19
8	не менее	1	19
9	тем не	1	18
10	не только	16	17
11	потому что	2	16
12	в себе	3	15
13	в виде	2	15
14	а не	15	15
15	но в	8	14
16	у нас	2	14
17	может быть	14	14
18	как бы	12	14
19	что мы	1	13
20	в нем	30	13
21	и тем	2	13
22	как раз	2	13
23	сказать что	2	13
24	вещи и	1	12
25	том что	2	12
26	так и	11	12
27	и т	28	11
28	также и	3	11
29	так как	3	11
30	о том	3	11
31	и даже	6	11
32	если мы	2	11
33	то же	14	10
34	в этой	1	10
35	т д	5	10
36	ничего не	4	10
37	прежде всего	8	10
38	нет ничего	1	10
39	еще не	4	9
40	но не	2	9
41	то с	1	9
42	того чтобы	1	9
43	и это	1	9
44	и что	1	9
45	но и	16	9
46	по своему	2	9
47	в данном	3	9
48	в том	3	9
49	так же	2	9
50	в таком	1	9
51	и о	2	8
52	и ее	3	8
53	и на	14	8
54	все эти	9	8
55	на то	1	8
56	для того	2	8
57	было бы	3	8
58	он и	1	8
59	в своей	7	8
60	есть только	1	8
61	данном случае	3	8
62	не может	14	8
63	но это	1	8
64	смысле слова	2	7
65	во всех	17	7
66	всех этих	4	7
67	ни в	1	7
68	в них	6	7
69	как мы	8	7
70	здесь не	2	7
71	никогда не	3	7
72	того что	3	7
73	только в	6	7
74	такого рода	2	7
75	все это	5	7
76	и все	4	7
77	во всяком	7	7
78	и то	2	6
79	на самом	2	6
80	и есть	1	6
81	есть не	1	6
82	но как	1	6
83	за пределы	4	6
84	в самом	5	6
85	и если	1	6
86	при этом	6	6
87	его в	3	6
88	это не	6	6
89	в то	14	6
90	таким образом	9	6
91	в виду	1	6
92	и здесь	3	6
93	в его	13	6
94	так что	2	6
95	то и	1	6
96	о чем	1	6
97	хотя и	2	6
98	всегда есть	1	6
99	совершенно не	2	6
100	не имеют	1	5
101	действительности и	1	5
102	мы уже	2	5
103	а только	1	5
104	в своем	3	5
105	перед нами	4	5
106	то в	2	5
107	что она	1	5
108	но уже	1	5
109	далеко не	5	5
110	в котором	2	5
111	связи с	2	5
112	в сознании	2	5
113	ни о	2	5
114	той или	9	5
115	и которые	1	5
116	можно сказать	2	5
117	для нас	2	5
118	есть в	1	5
119	в других	3	5
120	или иной	9	5
121	не является	2	5
122	тем более	1	5
123	в их	4	4
124	мы и	2	4
125	с которыми	2	4
126	в истории	3	4
127	как в	8	4
128	входит в	4	4
129	что всякий	1	4
130	мы говорили	1	4
131	не в	7	4
132	тому что	2	4
133	мышления и	1	4
134	а в	6	4
135	на том	2	4
136	если бы	1	4
137	а также	2	4
138	и только	1	4
139	в литературе	1	4
140	один из	4	4
141	литературе и	1	4
142	только на	2	4
143	это общее	1	4
144	именно как	2	4
145	именно в	3	4
146	не было	3	4
147	и вообще	2	4
148	и для	4	4
149	или в	8	4
150	же в	1	4
151	не должны	2	3
152	но она	1	3
153	того же	6	3
154	не нужно	1	3
155	в ее	2	3
156	что они	2	3
157	которые не	1	3
158	с этим	3	3
159	более или	3	3
160	в действительности	1	3
161	но он	2	3
162	как оно	3	3
163	да и	1	3
164	но именно	4	3
165	он не	3	3
166	и чисто	3	3
167	символа в	1	3
168	что все	2	3
169	или на	1	3
170	действительности в	1	3
171	в жизни	1	3
172	в предмете	8	3
173	о которых	1	3
174	как и	4	3
175	и уже	1	3
176	несмотря на	1	3
177	на этот	1	3
178	нисколько не	2	3
179	смысл и	1	3
180	или менее	3	3
181	в этих	2	3
182	точки зрения	16	3
183	с точки	8	3
184	в которых	1	3
185	бы мы	1	3
186	есть еще	1	3
187	в отношении	6	3
188	дело в	1	3
189	только не	1	3
190	в самой	1	3
191	тех или	1	3
192	и его	14	3
193	в каком	1	3
194	к тому	3	3
195	можно было	2	3
196	для этого	1	3
197	не на	5	3
198	только и	1	3
199	о нем	4	3
200	к нему	5	3
201	и во	3	3
202	и следовательно	7	3
203	оно и	4	3
204	никак нельзя	1	3
205	именно на	1	3
206	же и	2	3
207	уже не	2	3
208	из них	3	3
209	всяком случае	5	3
210	здесь перед	1	3
211	случае не	1	3
212	до сих	2	3
213	с другой	5	3
214	здесь в	4	3
215	оно не	6	3
216	что не	1	3
217	однако и	1	3
218	бы оно	1	3
219	быть и	4	3
220	сих пор	2	3
221	хотя бы	3	3
222	с ним	7	3
223	другой стороны	4	3
224	есть и	1	3
225	например в	2	2
226	же как	2	2
227	и потому	4	2
228	в первом	3	2
229	в определенный	1	2
230	по преимуществу	4	2
231	и до	1	2
232	для своего	1	2
233	мы имеем	1	2
234	мы не	2	2
235	не сможем	1	2
236	и ничего	1	2
237	мы называем	1	2
238	слово о	1	2
239	в сущности	13	2
240	совсем иное	1	2
241	следовательно в	3	2
242	с его	4	2
243	нет и	1	2
244	очень трудно	1	2
245	то или	1	2
246	кроме того	4	2
247	есть его	1	2
248	в которой	4	2
249	таковы например	1	2
250	так или	1	2
251	он в	5	2
252	из этих	3	2
253	сознания с	1	2
254	его смысловых	1	2
255	вообще не	3	2
256	на его	8	2
257	не значит	1	2
258	он должен	1	2
259	тоже нет	1	2
260	или иных	1	2
261	с такими	1	2
262	и может	3	2
263	конечно в	1	2
264	и с	4	2
265	это было	1	2
266	с другими	5	2
267	для них	2	2
268	должно быть	2	2
269	и того	1	2
270	в эту	2	2
271	но если	1	2
272	не как	4	2
273	которые в	3	2
274	друг другу	2	2
275	по крайней	1	2
276	без всяких	2	2
277	однако в	1	2
278	же мы	1	2
279	которые обычно	1	2
280	на один	2	2
281	она не	3	2
282	во всякой	1	2
283	но только	1	2
284	для всего	1	2
285	следовательно и	3	2
286	которого он	1	2
287	xx века	2	2
288	других случаях	2	2
289	не могут	3	2
290	могут быть	19	2
291	и другим	2	2
292	например на	1	2
293	и своя	1	2
294	без всякого	1	2
295	нет никакой	1	2
296	что может	1	2
297	особенно в	1	2
298	это только	1	2
299	является в	1	2
300	смысле и	1	2
301	нас в	2	2
302	того или	2	2
303	между тем	2	2
304	на одном	1	2
305	крайней мере	1	2
306	все время	3	2
307	может иметь	1	2
308	в него	3	2
309	предмета и	2	2
310	мы видим	2	2
311	и так	1	2
312	а потому	1	2
313	поэтому и	3	2
314	не мешает	1	2
315	со всеми	1	2
316	в качестве	3	2
317	от других	2	2
318	для него	3	2
319	с этими	2	2
320	как его	5	2
321	но что	1	2
322	как такового	3	2
323	момент в	1	2
324	со всем	1	2
325	или иначе	1	2
326	что для	1	2
327	которых мы	1	2
328	его как	2	2
329	на возможность	2	2
330	вместе с	1	2
331	которые являются	2	2
332	есть как	3	2
333	по существу	3	2
334	в это	1	2
