N	3gram	Propp_Isto_3	Problemy
1	с точки зрения	1	13
2	по отношению к	2	8
3	в том что	5	6
4	на самом деле	1	4
5	не может быть	1	4
6	подобно тому как	1	3
7	то что было	1	3
8	сами по себе	1	3
9	во всяком случае	2	3
10	с другой стороны	7	3
11	но все же	2	2
12	до сих пор	5	2
13	только то что	1	2
14	в данном случае	3	2
15	не только в	1	2
16	но и не	1	2
17	в большинстве случаев	1	2
18	все же не	1	2
19	можно было бы	1	2
20	т е не	1	2
21	и входит в	1	2
22	другой стороны и	3	1
23	мы видим не	1	1
24	хотя и не	1	1
25	мы уже говорили	1	1
26	в свою очередь	1	1
27	так как в	1	1
28	мы должны были	1	1
29	и даже не	1	1
30	в этом случае	5	1
31	он видел и	1	1
32	он все же	1	1
33	как если бы	1	1
34	и в других	2	1
35	а в этом	1	1
36	а так как	1	1
37	что в нем	1	1
38	точно так же	2	1
39	на этот вопрос	1	1
40	точки зрения нашего	1	1
41	может быть и	1	1
42	они и не	1	1
43	то время как	2	1
44	так же как	1	1
45	объясняется не только	1	1
46	таким образом и	2	1
47	то и здесь	2	1
48	мы увидим дальше	1	1
49	миру подобно тому	1	1
50	но уже не	1	1
51	не знает не	1	1
52	этой точки зрения	1	1
53	о том что	2	1
54	из возможных форм	1	1
55	независимо от того	1	1
56	в одном из	2	1
57	на ней и	1	1
58	заключается в том	1	1
59	в то время	2	1
60	между героем и	1	1
61	она не может	1	1
62	это и есть	1	1
63	он и говорит	1	1
64	с самого начала	1	1
65	не только не	2	1
66	можно сказать что	1	1
67	мы имеем в	2	1
68	друг с другом	1	1
69	если бы это	1	1
70	из этих трех	1	1
71	что и в	2	1
72	и т д	15	1
73	как мы видели	5	1
