N	3gram	Vinokur_St_3	Psycholo
1	и т п	6	15
2	в том что	11	9
3	не может быть	5	8
4	на то что	3	8
5	и т д	2	8
6	в самом деле	1	7
7	в том чтобы	2	7
8	о том что	4	7
9	во всяком случае	4	6
10	заключается в том	2	6
11	то время как	4	5
12	в то время	4	5
13	не в том	3	5
14	этой точки зрения	1	5
15	с другой стороны	4	5
16	с одной стороны	2	5
17	для того чтобы	1	5
18	с этой точки	1	4
19	только тогда когда	2	4
20	и той же	1	3
21	до сих пор	2	3
22	в собственном смысле	1	3
23	ни в какой	1	3
24	одной и той	1	3
25	в конце концов	3	3
26	том чтобы показать	1	3
27	что у него	1	3
28	не только не	1	3
29	потому что он	2	2
30	то что я	2	2
31	состоит в том	3	2
32	более или менее	1	2
33	в этом смысле	4	2
34	то же самое	1	2
35	с точки зрения	4	2
36	тем или иным	1	2
37	в этом отношении	4	2
38	вместе с тем	1	2
39	в применении к	1	2
40	благодаря тому что	1	2
41	от того что	1	2
42	не означает что	1	2
43	в одном из	1	2
44	и в самом	1	2
45	совершенно очевидно что	1	2
46	по этому поводу	2	2
47	на самом деле	1	2
48	тем не менее	2	2
49	и в конце	1	1
50	не может не	1	1
51	как например в	4	1
52	и в результате	1	1
53	в прямом смысле	1	1
54	в чем же	1	1
55	потому что в	1	1
56	но то что	1	1
57	но так как	1	1
58	тот и другой	1	1
59	так как в	1	1
60	вольный стих в	1	1
61	во многих случаях	1	1
62	том что он	1	1
63	в том же	1	1
64	он не может	1	1
65	что ни в	1	1
66	принять во внимание	1	1
67	точку зрения на	1	1
68	т п но	1	1
69	именно то что	1	1
70	что мы имеем	2	1
71	и при помощи	1	1
72	нет и следа	1	1
73	независимо от того	2	1
74	то что в	1	1
75	у него есть	2	1
76	виде в каком	1	1
77	как капитанская дочка	1	1
78	и художественного творчества	1	1
79	в значительной мере	1	1
80	к жизни и	1	1
81	от себя и	1	1
82	и в этих	2	1
83	и тем не	2	1
84	в этой области	2	1
85	не потому что	1	1
86	того что он	1	1
87	между тем как	2	1
88	из которых складывается	2	1
89	не только в	3	1
90	ответ на вопрос	1	1
91	моцарт и сальери	2	1
92	если бы в	1	1
93	в известном смысле	1	1
94	и в этом	2	1
95	можно сравнить с	1	1
96	в какой степени	1	1
97	он говорит что	1	1
98	приводит к тому	1	1
99	дело не в	1	1
100	в такой же	1	1
101	с первого взгляда	1	1
102	в связи с	3	1
103	то что он	1	1
104	все что мы	1	1
105	и тот и	1	1
106	одном из писем	1	1
107	речь идет о	1	1
108	же самое и	1	1
109	на вопрос о	1	1
110	и во всяком	1	1
111	основанные на нем	1	1
112	задача состоит в	1	1
113	что в этой	2	1
114	в свою очередь	1	1
115	бы утверждать что	1	1
116	с самого начала	2	1
117	т п в	1	1
118	вопрос о том	1	1
119	рыцарь моцарт и	1	1
120	отметить что в	1	1
121	можно сказать что	1	1
122	когда пушкин говорит	1	1
123	и в частности	1	1
124	тому как мы	1	1
125	и у пушкина	1	1
126	что для пушкина	2	1
127	скупой рыцарь моцарт	1	1
128	свой взгляд на	1	1
129	если принять во	1	1
130	не только у	1	1
