N	2gram	Losev_Vlad_3	Problemy
1	и в	40	34
2	и не	25	29
3	как бы	3	27
4	что он	5	23
5	в его	14	22
6	в нем	3	19
7	может быть	8	19
8	не может	14	19
9	и все	4	19
10	как и	7	18
11	в этом	16	16
12	но в	4	16
13	и его	10	16
14	все это	1	16
15	он не	8	15
16	и с	9	15
17	прежде всего	10	15
18	то же	4	14
19	с самим	1	14
20	к нему	3	14
21	самом деле	1	13
22	для него	8	13
23	и к	2	12
24	в то	7	12
25	же время	2	12
26	потому что	11	12
27	но и	18	12
28	на самом	3	11
29	в сущности	2	11
30	вовсе не	13	11
31	то что	28	11
32	не только	25	10
33	слова и	1	10
34	не в	3	9
35	в отношении	5	9
36	а не	8	9
37	с самого	1	8
38	самого начала	1	8
39	никогда не	11	8
40	в другом	2	8
41	в самом	4	8
42	себя и	1	8
43	так же	8	8
44	что же	9	8
45	и для	3	8
46	точки зрения	13	8
47	я не	3	7
48	на него	2	7
49	как будто	1	7
50	как мы	8	7
51	и даже	6	7
52	с которым	1	7
53	этого слова	1	7
54	все же	4	7
55	отношении к	1	7
56	что в	17	7
57	мы уже	5	6
58	и на	6	6
59	с его	2	6
60	что они	1	6
61	в плане	1	6
62	для себя	5	6
63	так и	6	6
64	в себе	9	6
65	только в	13	6
66	которым он	1	6
67	он сам	2	5
68	в чем	3	5
69	и наконец	2	5
70	и у	3	5
71	что это	9	5
72	в целом	2	5
73	и вот	1	5
74	но все	3	5
75	лишь в	1	5
76	с тем	7	5
77	не мог	6	5
78	нему и	2	5
79	в конце	12	5
80	даже в	4	5
81	это слово	1	5
82	таким образом	11	5
83	к тому	7	5
84	и сам	1	5
85	и что	8	5
86	что и	7	5
87	это не	3	5
88	того что	7	5
89	и так	2	5
90	так что	14	5
91	из них	2	5
92	всяком случае	3	5
93	в одном	5	5
94	себе и	2	5
95	к своему	2	5
96	и от	6	5
97	мы должны	4	5
98	хотя бы	6	5
99	а в	7	5
100	во всяком	3	5
101	из его	1	4
102	с таким	2	4
103	он как	1	4
104	еще не	4	4
105	бы то	3	4
106	но не	4	4
107	но как	2	4
108	как в	1	4
109	бы и	4	4
110	другого как	1	4
111	он в	1	4
112	все эти	5	4
113	но на	2	4
114	при этом	3	4
115	то ни	3	4
116	что все	7	4
117	в мире	2	4
118	его в	2	4
119	этом смысле	3	4
120	ни в	10	4
121	рядом с	1	4
122	все равно	1	4
123	с точки	6	4
124	все и	2	4
125	но это	6	4
126	друг другу	1	4
127	ничего не	5	4
128	как раз	10	4
129	и это	6	4
130	если бы	3	4
131	на вопрос	1	4
132	тотчас же	1	4
133	и прежде	1	4
134	только на	5	4
135	в виде	13	4
136	в начале	2	4
137	в общем	1	4
138	так как	7	4
139	не о	2	4
140	у него	24	4
141	даже и	12	4
142	с другой	5	4
143	тем что	5	4
144	вместе с	7	4
145	да и	6	4
146	бы он	1	4
147	ни было	1	4
148	отношением к	1	4
149	бы его	1	4
150	а между	1	3
151	в такой	1	3
152	и то	9	3
153	в виду	3	3
154	в ней	5	3
155	что его	2	3
156	совсем не	5	3
157	нет и	1	3
158	хотя и	7	3
159	и как	7	3
160	стиль его	1	3
161	уже в	3	3
162	как он	1	3
163	он ни	2	3
164	к одному	1	3
165	не как	2	3
166	их в	1	3
167	знает что	1	3
168	это было	3	3
169	оно стремится	1	3
170	далеко не	3	3
171	этого не	3	3
172	мы видели	3	3
173	должно быть	5	3
174	такой же	4	3
175	раз и	8	3
176	в своей	9	3
177	в котором	4	3
178	не менее	9	3
179	но он	1	3
180	по себе	6	3
181	как можно	2	3
182	что с	1	3
183	том что	18	3
184	его внутренний	1	3
185	во всем	6	3
186	есть только	9	3
187	его за	1	3
188	с ее	1	3
189	в ее	1	3
190	еще в	5	3
191	сводится к	3	3
192	в глаза	4	3
193	и во	1	3
194	голос и	1	3
195	но так	1	3
196	в том	18	3
197	нуждается в	1	3
198	от другого	1	3
199	к самому	1	3
200	а с	4	3
201	так вот	2	3
202	до конца	4	3
203	в творчестве	1	3
204	он уже	2	3
205	по своему	1	3
206	словом и	1	3
207	но для	3	3
208	если не	6	3
209	бы в	2	3
210	конце концов	5	3
211	но зато	1	3
212	только что	2	3
213	только с	2	3
214	другой стороны	2	3
215	жизни и	1	3
216	я и	1	2
217	например в	1	2
218	себя как	1	2
219	это и	1	2
220	здесь и	2	2
221	не хочет	2	2
222	все те	1	2
223	и этот	2	2
224	для его	1	2
225	он знает	1	2
226	и тут	3	2
227	та же	1	2
228	еще до	2	2
229	мы и	2	2
230	того же	2	2
231	и он	1	2
232	независимость от	1	2
233	в которых	1	2
234	во всех	1	2
235	бы не	1	2
236	в сторону	2	2
237	отличие от	3	2
238	за пределы	3	2
239	определяется не	1	2
240	сама по	1	2
241	никакого внимания	1	2
242	с этим	2	2
243	в своем	8	2
244	когда он	1	2
245	не удалось	3	2
246	знаю что	1	2
247	в этот	2	2
248	да еще	1	2
249	внедряется в	1	2
