N	3gram	Losev_Vlad_2	DiskursI
1	в том что	9	13
2	о том что	3	5
3	в отличие от	3	4
4	то же время	3	4
5	к тому же	1	4
6	не в том	3	3
7	не может быть	1	3
8	и как бы	1	3
9	в свою очередь	2	3
10	в то же	3	3
11	пока еще не	1	3
12	по себе не	1	2
13	что же касается	5	2
14	не говоря уже	2	2
15	в том числе	1	2
16	а в том	2	2
17	говоря уже о	2	2
18	по крайней мере	4	2
19	мысли и ее	1	2
20	в данном случае	2	2
21	в том чтобы	2	2
22	не только в	2	2
23	более или менее	3	2
24	можно сказать что	1	2
25	здесь как и	1	1
26	в этом случае	1	1
27	и вообще в	2	1
28	в которой он	1	1
29	дело в том	3	1
30	может быть названа	1	1
31	далеко не все	1	1
32	также и в	1	1
33	в этом смысле	1	1
34	как раз и	1	1
35	он не может	1	1
36	с точки зрения	3	1
37	не было и	1	1
38	не могли быть	1	1
39	себе не может	1	1
40	до сих пор	1	1
41	не менее об	1	1
42	это в основном	1	1
43	и в то	1	1
44	сам по себе	2	1
45	в первую очередь	1	1
46	только то что	1	1
47	именно здесь в	1	1
48	вместе с тем	1	1
49	как мы видели	2	1
50	что во всех	1	1
51	содержит в себе	4	1
52	и в том	1	1
53	и на его	2	1
54	потому что в	1	1
55	как и вообще	1	1
56	в связи с	8	1
57	том что он	2	1
58	к той же	1	1
59	во всяком случае	6	1
60	хотя бы на	1	1
61	в свое время	1	1
62	в этом отношении	1	1
63	в этом же	1	1
64	до известной степени	1	1
65	к чему не	1	1
66	там же с	10	1
67	к этому времени	2	1
68	ни к чему	1	1
69	с самого начала	1	1
70	ему в этом	1	1
71	заключается в том	2	1
72	в этом рассуждении	1	1
73	несмотря на все	2	1
74	на то что	2	1
75	и прежде всего	1	1
76	тем не менее	6	1
77	имелись в виду	1	1
78	но все же	1	1
79	может быть в	1	1
