1	в том что	11	21
2	с точки зрения	9	18
3	для того чтобы	8	10
4	в высшей степени	1	7
5	с одной стороны	5	7
6	заключается в том	6	7
7	в зависимости от	1	6
8	не может быть	1	6
9	на то что	12	6
10	во всяком случае	2	6
11	по сравнению с	1	5
12	можно было бы	1	5
13	а с другой	1	4
14	мы могли бы	3	4
15	в том чтобы	1	4
16	в предисловии к	1	4
17	в самом деле	18	4
18	о том что	3	4
19	в отличие от	1	3
20	в данном случае	2	3
21	с таким образом	1	3
22	по этому поводу	1	3
23	смысле этого слова	2	3
24	состоит в том	1	3
25	что в сущности	1	3
26	мы видели что	2	3
27	мы уже говорили	3	3
28	мы не можем	2	3
29	в этом отношении	1	3
30	то же самое	8	2
31	то что он	2	2
32	то что с	2	2
33	должны были бы	2	2
34	не потому что	1	2
35	мы будем иметь	1	2
36	мы старались показать	2	2
37	мы уже видели	1	2
38	мы увидим что	7	2
39	вовсе не в	2	2
40	что он не	1	2
41	потому что он	1	2
42	прав в том	1	2
43	если бы мы	1	2
44	более или менее	1	2
45	мы видим в	2	2
46	как раз в	1	2
47	на самом деле	2	2
48	мы можем с	1	2
49	речь идет о	3	2
50	того что в	1	2
51	и в самом	10	2
52	легко заметить что	1	2
53	и в своем	1	2
54	подобно тому как	1	2
55	или во всяком	1	2
56	полагает что если	1	2
57	о которых говорит	1	2
58	к тому чтобы	1	2
59	по его мнению	1	1
60	подвести итоги нашему	1	1
61	там где он	1	1
62	том что всякое	1	1
63	до какой степени	1	1
64	только в том	2	1
65	до сих пор	5	1
66	перед нами в	1	1
67	таким образом и	1	1
68	все более и	2	1
69	указывают на то	1	1
70	все время в	5	1
71	в сущности говоря	7	1
72	с самого начала	6	1
73	чтобы увидеть что	5	1
74	том что такое	1	1
75	как и все	1	1
76	было бы назвать	1	1
77	постараемся показать ниже	1	1
78	относится и ко	1	1
79	и то что	3	1
80	он не может	1	1
81	как если бы	3	1
82	не только то	1	1
83	и что только	1	1
84	там где она	3	1
85	того же самого	2	1
86	в применении к	1	1
87	потому что эта	1	1
88	в сущности это	1	1
89	деле когда мы	1	1
90	не то же	1	1
91	и одновременно с	1	1
92	полном согласии с	1	1
93	вызывает в нас	1	1
94	что это есть	1	1
95	все время протекает	1	1
96	которую мы все	1	1
97	и что та	1	1
98	то что в	2	1
99	можно с уверенностью	1	1
100	на каждом шагу	1	1
101	мы говорили выше	1	1
102	в такой же	1	1
103	того чтобы с	1	1
104	имеем в виду	1	1
105	самом деле когда	3	1
106	не только не	1	1
107	не имеет себе	1	1
108	и что эти	1	1
109	один и тот	1	1
110	в целом мы	1	1
111	и тот же	1	1
112	должен быть представлен	1	1
113	том и заключается	1	1
114	который может быть	1	1
115	что под этим	1	1
116	только то что	2	1
117	нигде так не	1	1
118	что он представляет	1	1
119	она не может	1	1
120	он говорит что	2	1
121	к которому мы	1	1
122	к тому же	1	1
123	в целом нам	1	1
124	не в том	2	1
125	старались показать что	1	1
126	том случае если	1	1
127	в том и	1	1
128	что на вопрос	1	1
129	тот факт что	1	1
130	в том смысле	2	1
131	самом деле если	1	1
132	этой точки зрения	1	1
133	том смысле что	1	1
134	однако и эта	1	1
135	все та же	1	1
136	это было бы	1	1
137	что в этом	1	1
138	точки зрения а	1	1
139	таким образом ни	1	1
140	дело идет о	1	1
141	о том как	2	1
142	в полном согласии	1	1
143	можем с уверенностью	1	1
144	здесь не только	1	1
145	таким же точно	1	1
146	можно сказать что	1	1
147	и все те	2	1
148	и это же	2	1
149	указывает на то	3	1
150	и значение которых	1	1
151	говорит он в	1	1
152	в том случае	1	1
153	более и более	2	1
154	дело не в	1	1
155	не могло бы	1	1
156	заключается вовсе не	1	1
157	мы должны были	1	1
158	с которой мы	1	1
159	мы все время	2	1
160	а отнюдь не	1	1
161	как мы постараемся	1	1
162	с тем что	1	1
163	на деле он	1	1
164	и все же	1	1
165	с другой стороны	5	1
166	что всякое обобщение	1	1
167	не имеет никакого	3	1
168	как мы видели	2	1
169	только для того	1	1
170	больше чем это	1	1
171	то и другое	3	1
172	те случаи когда	1	1
