N	3gram	Propp_Isto_7	Marksizm
1	с точки зрения	1	13
2	не может быть	3	10
3	по отношению к	1	8
4	в связи с	1	7
5	в том что	4	6
6	в самом деле	1	5
7	то же самое	1	5
8	в большинстве случаев	1	5
9	бы то ни	1	4
10	как если бы	1	4
11	то ни было	1	4
12	до сих пор	2	3
13	и не в	1	3
14	с одной стороны	4	3
15	о том что	5	3
16	как мы уже	1	3
17	к тому что	1	3
18	как мы видели	1	3
19	а иногда и	1	2
20	а не в	1	2
21	более или менее	1	2
22	в зависимости от	1	2
23	но и в	2	2
24	лежит в основе	2	2
25	но по мере	1	2
26	мы уже знаем	3	2
27	или может быть	1	2
28	в другом месте	1	1
29	на том что	1	1
30	мы увидим в	1	1
31	не совсем так	1	1
32	в этом случае	1	1
33	и как он	1	1
34	он не может	1	1
35	в нем и	1	1
36	находятся в состоянии	1	1
37	связанные с этим	1	1
38	как мы увидим	1	1
39	независимо от того	1	1
40	но он не	1	1
41	одна из них	1	1
42	ко всякого рода	1	1
43	у него нет	1	1
44	и в других	2	1
45	вступает в силу	1	1
46	но тем не	2	1
47	это не совсем	1	1
48	не только в	5	1
49	мы видели не	1	1
50	может выйти за	1	1
51	тем не менее	4	1
52	во всех этих	6	1
53	и соответствующие им	1	1
54	с другой стороны	8	1
55	мы видели что	1	1
56	определяется не только	1	1
57	так и в	2	1
58	в этом и	2	1
59	и тем более	1	1
60	не имеет значения	1	1
61	и в особенности	1	1
62	но все же	2	1
63	одной стороны эти	1	1
64	мы все же	1	1
65	конечно не в	1	1
66	мы можем назвать	1	1
67	смысла и значения	1	1
68	не может выйти	1	1
69	в противоречие с	1	1
70	всех этих случаях	6	1
71	как и в	2	1
72	нам кажется что	1	1
