N	3gram	Potebnia_M_4	Psycholo
1	в том что	7	17
2	для того чтобы	4	13
3	с точки зрения	3	10
4	заключается в том	1	10
5	и т п	4	8
6	не может быть	5	8
7	на то что	4	6
8	то же самое	4	6
9	на самом деле	3	5
10	до сих пор	4	5
11	в этом отношении	1	5
12	и той же	1	4
13	том случае если	1	4
14	сам по себе	4	4
15	в том случае	3	4
16	в данном случае	2	4
17	тем не менее	4	4
18	о том что	5	4
19	и в самом	1	4
20	только в том	2	4
21	одной и той	1	4
22	в том виде	1	3
23	сами по себе	2	3
24	с тем что	4	3
25	точно так же	1	3
26	в том чтобы	1	3
27	то что она	2	3
28	в то время	1	3
29	никогда не может	1	3
30	само по себе	5	3
31	что и в	2	3
32	но так как	1	2
33	это было бы	1	2
34	подобно тому как	2	2
35	в том и	2	2
36	и не может	1	2
37	как и в	1	2
38	таким образом все	1	2
39	того и другого	1	2
40	на этот вопрос	2	2
41	что все это	1	2
42	и то что	4	2
43	если же мы	1	2
44	не в том	2	2
45	в первый раз	1	2
46	все более и	2	2
47	во всяком случае	3	2
48	и таким образом	3	2
49	и в том	2	2
50	таким образом в	1	2
51	то же время	3	2
52	же самое что	1	2
53	в свою очередь	1	2
54	с другой стороны	1	2
55	как во сне	1	2
56	в то же	3	2
57	заключает в себе	8	2
58	более и более	2	2
59	к тому что	1	2
60	то же что	1	2
61	только потому что	2	2
62	и т д	3	2
63	и того же	1	1
64	не в состоянии	2	1
65	а между тем	4	1
66	что иное как	2	1
67	иначе как в	1	1
68	если бы в	1	1
69	тех пор пока	2	1
70	в силу того	1	1
71	но когда я	1	1
72	может быть сделано	1	1
73	потому что в	3	1
74	только сказать что	1	1
75	то есть не	1	1
76	и в первом	1	1
77	так же ошибочно	1	1
78	один и тот	2	1
79	так и во	1	1
80	о том как	1	1
81	в этом случае	5	1
82	что же касается	1	1
83	заключенный в ней	1	1
84	уже здесь видим	1	1
85	имеет в виду	1	1
86	в таком случае	2	1
87	похоже на то	2	1
88	лишь тогда когда	3	1
89	но и в	1	1
90	не имеет никакого	1	1
91	что все эти	1	1
92	и та же	1	1
93	на что не	1	1
94	эти понятия не	1	1
95	не было бы	1	1
96	нем так же	1	1
97	кроме того что	1	1
98	следующее место из	1	1
99	на каждом шагу	1	1
100	поэтического произведения с	1	1
101	к тому и	1	1
102	дело когда я	1	1
103	что в то	1	1
104	в ней образ	1	1
105	по крайней мере	5	1
106	силу того что	1	1
107	имеет никакого значения	1	1
108	вместе с тем	3	1
109	не то что	3	1
110	же ошибочно как	1	1
111	целым рядом других	1	1
112	от того что	3	1
113	к другому и	1	1
114	здесь мы имеем	1	1
115	может быть не	1	1
116	потому что сами	1	1
117	сами нуждаются в	1	1
118	в нем так	1	1
119	с одной стороны	1	1
120	ту же роль	1	1
121	это однако не	1	1
122	и тот же	2	1
123	что каждый человек	1	1
124	но при этом	1	1
125	мы можем предположить	1	1
126	не могут быть	2	1
127	имеем дело с	1	1
128	с той же	1	1
129	и что только	1	1
130	лишним потому что	1	1
131	в связи с	1	1
132	а не как	1	1
133	кончает тем что	1	1
134	которые могут быть	1	1
135	одна и та	1	1
136	и так как	1	1
137	же касается до	1	1
138	указывает только на	1	1
139	то есть от	2	1
140	потому что если	1	1
141	только о том	1	1
142	пор пока мы	1	1
143	бы не было	2	1
144	в свое время	1	1
145	мы могли бы	2	1
146	и в таком	1	1
147	то это делается	1	1
148	же роль что	1	1
149	это похоже на	1	1
150	есть не что	1	1
151	такой взгляд на	1	1
152	уже и в	1	1
153	нуждаются в объяснении	1	1
154	том смысле что	1	1
155	очевидно что если	1	1
156	к сознанию необходимости	1	1
157	нельзя представить себе	1	1
158	нет ничего кроме	1	1
159	того факта что	1	1
160	дело не с	1	1
161	всего того что	1	1
162	ничего общего с	1	1
163	с самого начала	1	1
164	легко заметить что	1	1
165	не только не	3	1
166	можно сказать что	4	1
167	того чтобы при	1	1
168	с тем и	2	1
169	он может быть	1	1
170	одного и того	1	1
171	до тех пор	6	1
172	друг от друга	1	1
173	если бы не	2	1
174	зависят от того	1	1
175	после того как	2	1
176	скользит по поверхности	1	1
177	т п хотя	1	1
178	в том смысле	2	1
179	не что иное	2	1
180	может быть объяснено	1	1
181	сказать что все	1	1
182	к действительности но	1	1
183	и так в	1	1
184	но еще не	1	1
