N	2gram	Losev_Prob_5	RusskieA
1	и в	30	29
2	том что	17	22
3	в том	12	22
4	что в	5	22
5	как бы	6	18
6	состоит в	1	15
7	в других	3	15
8	и другие	3	14
9	так как	6	13
10	может быть	7	13
11	в землю	1	13
12	в этом	17	11
13	как и	7	11
14	в этот	1	10
15	не только	18	10
16	и с	5	10
17	все это	1	10
18	а на	1	9
19	о том	12	9
20	а в	6	9
21	его в	6	8
22	или на	1	8
23	сообщает что	1	8
24	но и	13	8
25	других местах	1	8
26	ее в	2	8
27	как в	2	7
28	данном случае	2	7
29	в день	1	7
30	или в	4	7
31	мы имеем	2	6
32	мы не	2	6
33	еще не	3	6
34	и на	6	6
35	при этом	4	6
36	таким образом	13	6
37	того чтобы	2	6
38	на нее	1	6
39	для нас	10	6
40	для того	3	6
41	с тем	5	6
42	вместе с	7	6
43	в данном	2	6
44	же в	3	6
45	и т	1	5
46	но не	7	5
47	но в	9	5
48	на земле	9	5
49	это не	2	5
50	т д	1	5
51	не может	5	5
52	представление о	2	5
53	потому что	13	5
54	и что	6	5
55	будто бы	5	5
56	или же	2	5
57	земли и	2	5
58	то что	18	5
59	с ней	1	5
60	к этому	2	5
61	то же	2	4
62	вопрос о	1	4
63	не все	2	4
64	что по	1	4
65	уже не	6	4
66	их в	1	4
67	в них	2	4
68	далеко не	4	4
69	из земли	4	4
70	не в	7	4
71	земле и	1	4
72	тогда когда	4	4
73	у нас	7	4
74	говорится что	2	4
75	а также	3	4
76	к нему	3	4
77	так что	11	4
78	то и	2	4
79	в виде	10	4
80	из них	2	4
81	именно в	3	4
82	а не	5	4
83	о чем	1	4
84	так же	5	4
85	как это	1	4
86	по существу	2	4
87	и все	9	4
88	в таком	2	4
89	в году	5	3
90	или ее	1	3
91	в и	1	3
92	и о	5	3
93	в xix	1	3
94	в ее	3	3
95	только тогда	3	3
96	что ее	1	3
97	что это	1	3
98	все эти	2	3
99	в этой	10	3
100	что она	1	3
101	главным образом	1	3
102	и по	1	3
103	в народе	1	3
104	и других	1	3
105	этой силы	1	3
106	должен был	1	3
107	не всегда	3	3
108	на первый	1	3
109	в котором	2	3
110	но он	5	3
111	и под	1	3
112	она не	1	3
113	в таких	2	3
114	не имеет	1	3
115	на землю	7	3
116	и после	3	3
117	и другой	2	3
118	как мы	2	3
119	что от	3	3
120	нас к	1	3
121	должно было	1	3
122	под именем	1	3
123	а именно	12	3
124	того что	3	3
125	что здесь	2	3
126	между тем	2	3
127	в качестве	4	3
128	в последний	1	3
129	за ним	1	3
130	тем что	2	3
131	в природе	1	3
132	по всей	1	3
133	что для	1	3
134	до конца	1	3
135	xix в	4	3
136	и от	1	3
137	было бы	4	3
138	и то	5	2
139	на самом	1	2
140	в стороне	1	2
141	это и	1	2
142	так чтобы	1	2
143	что иное	3	2
144	на себя	1	2
145	это время	2	2
146	иное как	3	2
147	не был	1	2
148	с одной	3	2
149	а он	1	2
150	с этим	1	2
151	все же	9	2
152	и как	6	2
153	не было	1	2
154	в которой	5	2
155	под ним	1	2
156	из этих	1	2
157	право на	1	2
158	если он	2	2
159	после этого	1	2
160	не к	2	2
161	том чтобы	1	2
162	людей и	13	2
163	в образе	1	2
164	здесь мы	1	2
165	об этом	4	2
166	не ясно	1	2
167	для них	3	2
168	в своей	22	2
169	нас не	3	2
170	в их	1	2
171	не столько	1	2
172	силу и	1	2
173	тем не	5	2
174	не менее	5	2
175	в то	4	2
176	того как	5	2
177	никогда не	7	2
178	к ней	1	2
179	во всем	1	2
180	связи с	7	2
181	кроме того	2	2
182	когда мы	1	2
183	в состав	1	2
184	путем трения	1	2
185	говорит о	7	2
186	должен быть	1	2
187	в виду	3	2
188	на другой	1	2
189	то время	3	2
190	можно было	2	2
191	мы приведем	1	2
192	еще в	5	2
193	жизнь и	3	2
194	и античные	1	2
195	в глаза	2	2
196	после того	3	2
197	с другой	6	2
198	все в	3	2
199	у них	1	2
200	ее от	1	2
201	вся эта	1	2
202	этому поводу	2	2
203	что и	6	2
204	в ночь	1	2
205	в форме	1	2
206	в г	1	2
207	в него	1	2
208	бросается в	2	2
209	один из	2	2
210	в новой	1	2
211	совсем не	3	2
212	этот вопрос	1	2
213	и ее	1	2
214	по этому	2	2
215	плодородия и	1	2
216	есть в	2	2
217	на эту	1	2
218	одно из	1	2
219	заметить что	1	2
220	в целях	2	2
221	чем в	1	2
222	здесь в	2	2
223	человека а	2	2
224	а с	4	2
225	прежде всего	6	2
226	одной стороны	3	2
227	ниже в	1	2
228	там где	1	2
229	нет никаких	1	2
230	н п	1	2
231	если она	1	2
232	в европе	2	2
233	из которых	1	2
234	могут быть	1	2
235	быть только	3	2
236	с этой	2	2
237	видно что	1	2
238	под названием	4	2
239	и для	6	2
240	жизни в	4	2
241	только как	1	2
242	и при	1	2
243	не что	3	2
244	из этого	4	2
245	в своих	1	2
246	это в	1	2
247	отношение к	2	1
248	человека и	4	1
249	и есть	1	1
250	года к	1	1
251	этой теории	1	1
252	и до	2	1
253	очень много	1	1
254	мы уже	1	1
255	г в	1	1
256	с теорией	1	1
257	что если	1	1
258	на место	1	1
259	их с	1	1
260	мы и	2	1
261	в ней	3	1
262	в религии	1	1
263	что его	3	1
264	которое он	1	1
265	тем как	2	1
266	землю и	2	1
267	живущей в	1	1
268	не входит	2	1
269	если в	1	1
270	он пишет	2	1
271	нет и	1	1
272	что они	3	1
273	были у	1	1
274	есть смерть	1	1
275	что вызывает	1	1
276	в поисках	1	1
277	во что	1	1
278	отнюдь не	4	1
279	первый взгляд	1	1
280	что именно	2	1
281	в своем	11	1
282	перед нами	1	1
283	этом же	1	1
284	хотя и	8	1
285	когда он	2	1
286	и наконец	1	1
287	по пути	1	1
288	себе на	1	1
289	ясно и	1	1
290	от этого	3	1
291	хотя она	1	1
292	в самом	5	1
293	эта называется	1	1
294	уже в	2	1
295	он в	3	1
296	более подробно	1	1
297	все силы	1	1
298	рассказ о	1	1
299	однако как	2	1
300	тем он	1	1
301	тому же	1	1
302	на то	2	1
303	но на	1	1
304	и если	1	1
305	вообще не	1	1
306	в нем	6	1
307	всех этих	1	1
308	в морях	1	1
309	до самого	1	1
310	он должен	1	1
311	здесь говорится	2	1
312	мало того	1	1
313	этот огонь	1	1
314	только в	9	1
315	в нее	1	1
316	по аналогии	1	1
317	на этих	1	1
318	но все	4	1
319	это конечно	2	1
320	по его	2	1
321	от нее	1	1
322	интересами и	1	1
323	с криком	1	1
324	значение в	1	1
325	ссылку на	1	1
326	в другом	3	1
327	в число	1	1
328	имеет с	1	1
329	из себя	1	1
330	а как	1	1
331	знает что	3	1
332	входит в	1	1
333	того или	1	1
334	те или	1	1
335	дома и	1	1
336	от одного	1	1
337	только там	1	1
338	на коленях	1	1
339	и дает	1	1
340	и была	1	1
341	огонь если	1	1
342	в новое	3	1
343	и находит	1	1
344	по всему	2	1
345	только одно	1	1
346	его у	1	1
347	можно заключить	1	1
348	говорится о	4	1
349	или из	1	1
350	такой же	1	1
351	их на	1	1
352	можно найти	6	1
353	этого очень	1	1
354	при изучении	1	1
355	таким же	1	1
356	северу и	1	1
357	в такой	1	1
358	уже к	1	1
359	это только	1	1
360	не удастся	1	1
361	его мнению	1	1
362	еще с	1	1
363	были известны	1	1
364	не от	1	1
365	как символ	9	1
366	своего рода	1	1
367	толкует как	1	1
368	только для	2	1
369	такую же	2	1
370	чтобы это	1	1
371	дом и	1	1
372	однако в	3	1
373	что этот	5	1
374	на всю	1	1
375	из разных	1	1
376	и таким	1	1
377	общего не	1	1
378	возвращается к	1	1
379	в древней	1	1
380	и очень	1	1
381	i в	1	1
382	что эта	1	1
383	с которой	1	1
384	этого же	1	1
385	и хозяйства	1	1
386	как о	4	1
387	в русской	3	1
388	дело в	2	1
389	или другие	1	1
390	в науке	2	1
391	и притом	5	1
392	на него	2	1
393	два мира	1	1
394	что представление	1	1
395	в фигуре	1	1
396	античные материалы	1	1
397	есть уже	1	1
398	ничего не	2	1
399	именно с	1	1
400	борьба между	1	1
401	по своей	2	1
402	и его	6	1
403	так например	1	1
404	изображается как	1	1
405	силы природы	1	1
406	до того	1	1
407	женщины в	1	1
408	как будто	3	1
409	этом отношении	1	1
410	которая по	1	1
411	на лучшие	1	1
412	и оно	1	1
413	и здесь	1	1
414	в духе	3	1
415	огня а	1	1
416	оставить в	1	1
417	земле все	1	1
418	и всех	1	1
419	как только	1	1
420	и за	2	1
421	ничего общего	1	1
422	и это	1	1
423	некоторой степени	4	1
424	и которая	3	1
425	себе в	1	1
426	не будет	2	1
427	здесь не	7	1
428	говорит и	1	1
429	без всякого	2	1
430	на основе	1	1
431	ним до	1	1
432	огонь и	4	1
433	и этим	1	1
434	это для	1	1
435	и когда	1	1
436	что у	5	1
437	iii в	4	1
438	так и	7	1
439	же говорит	1	1
440	здесь нет	1	1
441	мог бы	1	1
442	том как	1	1
443	под силу	1	1
444	но у	1	1
445	он был	2	1
446	без всякой	1	1
447	основана на	1	1
448	и вообще	9	1
449	фигуре человека	1	1
450	с ним	3	1
451	огонь путем	1	1
452	погружается в	1	1
453	что огонь	1	1
454	место с	1	1
455	сводится к	1	1
456	он здесь	1	1
457	на этой	1	1
458	настоящее время	3	1
459	которое потом	1	1
460	утверждает что	1	1
461	земле здесь	1	1
462	можно сказать	6	1
463	аналогии с	1	1
464	нас в	4	1
465	этот момент	1	1
466	в его	12	1
467	в середине	2	1
468	в ту	1	1
469	все время	3	1
470	дать в	1	1
471	хорошо знает	2	1
472	в литературе	1	1
473	же можно	1	1
474	но с	1	1
475	iv в	4	1
476	тот же	3	1
477	к свету	1	1
478	с ними	1	1
479	что он	7	1
480	мы увидим	1	1
481	ли он	2	1
482	в какой	2	1
483	и является	2	1
484	огонь в	2	1
485	и так	1	1
486	полной уверенностью	1	1
487	который в	9	1
488	от них	2	1
489	а после	1	1
490	какой степени	1	1
491	же и	1	1
492	развитие по	1	1
493	вопроса о	1	1
494	в большинстве	1	1
495	только на	1	1
496	значение и	2	1
497	при помощи	6	1
498	и глины	3	1
499	и бросает	1	1
500	который как	1	1
501	был бы	1	1
502	обратить внимание	3	1
503	не так	4	1
504	заключить что	1	1
505	всяком случае	2	1
506	в одном	3	1
507	в конце	8	1
508	ее не	1	1
509	к ним	1	1
510	до некоторой	4	1
511	как его	1	1
512	как раз	5	1
513	не просто	5	1
514	указание на	1	1
515	встречаемся с	1	1
516	которые как	1	1
517	в костер	1	1
518	из своих	1	1
519	время как	3	1
520	в другой	1	1
521	в это	2	1
522	нужно было	1	1
523	и даже	14	1
524	даже не	1	1
525	в н	12	1
526	как у	1	1
527	и др	1	1
528	что означает	1	1
529	превращается в	1	1
530	смысла и	1	1
531	не на	1	1
532	зависит от	1	1
533	а по	1	1
534	в христианской	1	1
535	из последних	1	1
536	несут по	1	1
537	с презрением	1	1
538	него не	2	1
539	и следовательно	1	1
540	на которые	1	1
541	под влиянием	1	1
542	близка к	1	1
543	в одно	1	1
544	человек или	1	1
545	имея в	1	1
546	природе и	1	1
547	в одной	2	1
548	и потому	1	1
549	к себе	1	1
550	или по	1	1
551	в предыдущей	1	1
552	а так	1	1
553	той и	1	1
554	на тот	2	1
555	желаний и	1	1
556	другой вопрос	1	1
557	когда же	1	1
558	а потом	3	1
559	в тех	1	1
560	и более	2	1
561	и не	12	1
562	на другое	1	1
563	в огне	1	1
564	но это	1	1
565	в который	1	1
566	всего дома	1	1
567	что касается	3	1
568	и тогда	2	1
569	же значение	1	1
570	при всем	2	1
571	на горе	3	1
572	ли в	2	1
573	ее но	1	1
574	в настоящее	3	1
575	в двух	1	1
576	одно общее	1	1
577	от него	1	1
578	тем более	1	1
579	и создавать	1	1
580	мы должны	1	1
581	за него	2	1
582	только что	1	1
583	не я	1	1
584	его к	1	1
585	несмотря на	6	1
586	все еще	4	1
587	в период	4	1
588	о своем	2	1
589	в свою	2	1
590	месте в	2	1
591	сказать что	9	1
592	другой стороны	6	1
593	и молнии	1	1
594	на который	1	1
595	когда в	1	1
596	всех других	1	1
597	содержится в	1	1
