N	2gram	Vygotskiy__5	Myslijsy
1	потому что	23	49
2	для нас	3	31
3	то есть	13	30
4	и в	30	24
5	в душе	2	23
6	может быть	11	23
7	в сознании	1	23
8	то что	37	20
9	и не	6	19
10	в том	27	18
11	а не	8	18
12	что в	24	16
13	не только	16	15
14	по себе	7	15
15	того же	2	14
16	при этом	8	13
17	не в	8	13
18	было бы	5	13
19	то же	7	12
20	но не	7	12
21	мы можем	7	12
22	не может	9	12
23	мы не	3	11
24	таким образом	20	11
25	вместе с	12	11
26	если бы	11	11
27	что и	3	11
28	что мы	11	11
29	только в	5	11
30	как в	3	10
31	в себе	5	10
32	для него	3	10
33	тогда когда	1	10
34	так что	3	10
35	так как	9	10
36	в сознание	1	10
37	в нем	7	9
38	вовсе не	3	9
39	но и	6	9
40	как бы	19	9
41	и на	3	8
42	а только	1	8
43	в этом	14	8
44	более или	1	8
45	том что	21	8
46	или менее	1	8
47	в одно	1	8
48	могут быть	8	8
49	под влиянием	3	8
50	нашей мысли	1	8
51	а в	4	8
52	в чем	1	7
53	во всех	2	7
54	с этим	2	7
55	мысль о	4	7
56	как и	6	7
57	между собою	1	7
58	того как	2	7
59	или же	1	7
60	не могут	3	7
61	быть может	1	7
62	прежде всего	4	7
63	сами по	2	7
64	тем что	6	7
65	того что	8	7
66	во всяком	1	7
67	и т	7	6
68	что если	6	6
69	и как	7	6
70	в состоянии	3	6
71	и того	2	6
72	одного и	2	6
73	в то	2	6
74	не имеет	1	6
75	связи с	2	6
76	есть только	2	6
77	свою очередь	1	6
78	между тем	1	6
79	и только	3	6
80	звук и	1	6
81	не можем	4	6
82	в одном	2	6
83	заметить что	1	6
84	с другой	9	6
85	не было	1	6
86	этого слова	1	6
87	не есть	4	6
88	в свою	3	6
89	по поводу	3	6
90	столь же	1	5
91	что они	5	5
92	все же	7	5
93	уже в	6	5
94	на то	17	5
95	есть не	4	5
96	и уже	3	5
97	не менее	1	5
98	по крайней	1	5
99	и наоборот	1	5
100	так и	3	5
101	о том	10	5
102	крайней мере	1	5
103	тот же	3	5
104	слова в	1	5
105	из них	2	5
106	от того	4	5
107	в них	4	5
108	для того	20	5
109	что не	1	5
110	и их	1	5
111	приводит в	1	5
112	только для	1	5
113	же в	2	5
114	в которой	3	5
115	сам по	3	4
116	нам кажется	2	4
117	к другому	2	4
118	в самом	14	4
119	время как	2	4
120	еще не	5	4
121	что хотя	1	4
122	но в	5	4
123	уже не	1	4
124	из этих	3	4
125	как он	2	4
126	так сказать	1	4
127	главным образом	1	4
128	и если	6	4
129	заключает в	4	4
130	в нее	2	4
131	сознание и	1	4
132	внешнего мира	1	4
133	с тем	8	4
134	в котором	2	4
135	том смысле	1	4
136	сих пор	5	4
137	стало быть	1	4
138	одном из	1	4
139	и другое	2	4
140	чувства в	3	4
141	одна из	3	4
142	должны быть	1	4
143	в некоторых	1	4
144	то время	1	4
145	так в	3	4
146	никогда не	9	4
147	и что	23	4
148	предмета и	1	4
149	что он	17	4
150	с одной	12	4
151	в других	1	4
152	до сих	5	4
153	души и	1	4
154	там где	4	4
155	если не	1	4
156	тому как	1	4
157	чувства и	5	4
158	это последнее	1	4
159	что оно	6	4
160	от него	4	4
161	во время	1	4
162	себе не	2	4
163	в таком	3	4
164	чувственных восприятий	1	3
165	например в	1	3
166	и то	9	3
167	на деле	8	3
168	тем же	3	3
169	с таким	2	3
170	той же	3	3
171	полагает что	3	3
172	мы называем	2	3
173	есть нечто	3	3
174	но она	2	3
175	то это	4	3
176	если в	1	3
177	очевидно что	2	3
178	со стороны	3	3
179	в нас	13	3
180	относится к	1	3
181	которые не	1	3
182	хотя и	1	3
183	их содержания	1	3
184	что это	8	3
185	в целом	5	3
186	во многих	1	3
187	нам на	1	3
188	с чем	1	3
189	что она	6	3
190	т д	3	3
191	о которой	1	3
192	при виде	1	3
193	не как	3	3
194	так например	3	3
195	человека в	3	3
196	могла бы	1	3
197	и может	1	3
198	от одного	2	3
199	это не	3	3
200	и тем	6	3
201	кажется что	1	3
202	о которых	2	3
203	рядом с	5	3
204	далеко не	1	3
205	в эту	1	3
206	в этих	3	3
207	и при	2	3
208	но во	2	3
209	того кто	1	3
210	бы быть	1	3
211	в ней	4	3
212	на него	1	3
213	которых мы	4	3
214	в каком	3	3
215	если мы	16	3
216	как не	1	3
217	не с	2	3
218	мог бы	2	3
219	представлений и	1	3
220	мы в	1	3
221	в словах	2	3
222	и вообще	1	3
223	находится в	2	3
224	но мы	2	3
225	не имеем	2	3
226	которые мы	1	3
227	и во	1	3
228	вслед за	1	3
229	как например	2	3
230	чувство не	2	3
231	которое мы	3	3
232	не так	1	3
233	т п	3	3
234	входят в	2	3
235	как при	1	3
236	это будет	2	3
237	что на	3	3
238	что для	1	3
239	одной стороны	12	3
240	мы говорим	1	3
241	смысле этого	1	3
242	но это	1	3
243	и для	6	3
244	и от	1	3
245	и все	4	3
246	только что	4	3
247	с ними	1	3
248	все что	1	3
249	как на	11	3
250	ли мы	2	2
251	самом деле	8	2
252	на самом	2	2
253	и есть	5	2
254	чего не	1	2
255	на две	1	2
256	отношения к	2	2
257	с в	1	2
258	бы что	1	2
259	вопрос о	3	2
260	мы легко	1	2
261	что многие	1	2
262	оба эти	2	2
263	собою и	1	2
264	нашей души	1	2
265	с его	2	2
266	тем как	1	2
267	то мы	1	2
268	совсем не	2	2
269	не то	1	2
270	только потому	1	2
271	что язык	1	2
272	не все	1	2
273	с которыми	1	2
274	по отношению	2	2
275	его на	2	2
276	общего с	1	2
277	могли бы	4	2
278	в действительности	1	2
279	отношения между	2	2
280	все эти	2	2
281	в нашем	2	2
282	и тот	1	2
283	представлений но	1	2
284	сказать в	1	2
285	выражается в	1	2
286	время и	1	2
287	состоит в	3	2
288	кажется нам	6	2
289	но вместе	1	2
290	одной и	2	2
291	что ни	3	2
292	на этом	6	2
293	одно и	3	2
294	но все	2	2
295	такого же	1	2
296	в каждом	2	2
297	факт что	6	2
298	в другом	3	2
299	сильные чувства	1	2
300	за собою	1	2
301	может стать	1	2
302	в жизни	1	2
303	мы знаем	2	2
304	должно быть	2	2
305	что такое	1	2
306	из прежних	1	2
307	от себя	1	2
308	на такие	1	2
309	и той	2	2
310	мы находим	2	2
311	впечатления от	1	2
312	но он	3	2
313	их в	1	2
314	что например	1	2
315	остановимся на	3	2
316	вбирает в	1	2
317	тому что	8	2
318	что есть	2	2
319	если и	1	2
320	и его	6	2
321	что с	6	2
322	с теми	3	2
323	сказать что	9	2
324	самого начала	3	2
325	что ему	2	2
326	но только	3	2
327	того чтобы	20	2
328	вытекает из	1	2
329	к ней	1	2
330	во всем	2	2
331	и чувства	2	2
332	мы бы	1	2
333	у нас	4	2
334	к таким	1	2
335	превращается в	1	2
336	когда мы	6	2
337	во все	1	2
338	его с	2	2
339	это содержание	1	2
340	указывает на	4	2
341	что слово	1	2
342	и это	8	2
343	оно может	1	2
344	что все	6	2
345	другое направление	1	2
346	на другой	1	2
347	в собственном	1	2
348	в себя	2	2
349	с самого	3	2
350	на другом	1	2
351	что у	3	2
352	после того	1	2
353	стремление к	1	2
354	может в	1	2
355	и здесь	6	2
356	или от	1	2
357	и поэтому	3	2
358	внимание на	4	2
359	звуков в	1	2
360	нас в	1	2
361	образом мы	3	2
362	связь между	2	2
363	восприятий и	1	2
364	вообще и	1	2
365	и следовательно	2	2
366	не зная	1	2
367	эти последние	1	2
368	этом смысле	2	2
369	один из	5	2
370	что только	1	2
371	мы видим	8	2
372	в какой	1	2
373	во времени	1	2
374	в нашей	2	2
375	не дает	2	2
376	чувством и	1	2
377	но что	1	2
378	у него	3	2
379	само по	2	2
380	связано с	1	2
381	нашего организма	5	2
382	что чувство	3	2
383	а с	5	2
384	себя и	2	2
385	между ними	2	2
386	как именно	1	2
387	так же	13	2
388	ко всем	1	2
389	и потому	5	2
390	как это	7	2
391	или по	1	2
392	все это	2	2
393	сознании и	1	2
394	чувства то	1	2
395	в его	4	2
396	или в	6	2
397	что нет	1	2
398	о котором	6	2
399	души в	1	2
400	бы в	5	2
401	мы должны	3	2
402	хотя бы	3	2
403	что вообще	1	2
404	нам не	1	2
405	другой стороны	5	2
406	чувства как	2	2
407	имеет место	3	2
408	даже и	2	2
409	к этому	3	2
410	можно назвать	1	2
411	восприятия не	1	1
412	бы перед	1	1
413	ту же	2	1
414	как говорят	1	1
415	одним из	1	1
416	дошел до	1	1
417	отношение к	1	1
418	и действительно	1	1
419	языку и	1	1
420	образуется не	1	1
421	он может	1	1
422	остаются для	1	1
423	бы для	2	1
424	и так	2	1
425	распространить на	1	1
426	и до	2	1
427	должна быть	2	1
428	собственном смысле	1	1
429	и за	1	1
430	и могут	1	1
431	прямо а	1	1
432	мы уже	6	1
433	из всех	1	1
434	смотреть на	3	1
435	с из	1	1
436	для своего	1	1
437	чувства которые	2	1
438	себе как	1	1
439	что между	2	1
440	которую мы	2	1
441	говоря и	1	1
442	из своих	1	1
443	можно различить	1	1
444	только это	1	1
445	от друга	2	1
446	из того	3	1
447	которое не	1	1
448	мы и	1	1
449	для нашей	2	1
450	для наших	1	1
451	указали выше	1	1
452	себе что	1	1
453	в отличие	2	1
454	ему с	1	1
455	этом единстве	1	1
456	отсюда можно	1	1
457	этим не	1	1
458	ними в	1	1
459	в ее	3	1
460	трудно решить	1	1
461	друг к	4	1
462	видели что	1	1
463	должно непременно	1	1
464	могло быть	1	1
465	быть признаны	1	1
466	всякий раз	2	1
467	мы будем	1	1
468	но как	1	1
469	сверх этого	1	1
470	для других	1	1
471	ответ на	5	1
472	себе и	2	1
473	отличие от	2	1
474	друг от	2	1
475	значение имеет	1	1
476	мы примем	2	1
477	один и	1	1
478	сказано только	1	1
479	на тот	1	1
480	чувство с	1	1
481	и такое	1	1
482	в одной	2	1
483	что именно	5	1
484	дает нам	1	1
485	на которое	1	1
486	стороны и	4	1
487	как к	1	1
488	перед нами	2	1
489	применении к	1	1
490	узнает что	1	1
491	что по	2	1
492	и наконец	3	1
493	характер ее	1	1
494	имеет в	1	1
495	состоянии объяснить	2	1
496	не кажется	2	1
497	в противоположность	2	1
498	и свою	1	1
499	этой цели	1	1
500	с усилением	1	1
501	от этого	1	1
502	о самом	1	1
503	то в	1	1
504	открывает в	1	1
505	мы при	1	1
506	он в	2	1
507	за этим	1	1
508	что так	1	1
509	в известном	1	1
510	только на	4	1
511	остановиться на	1	1
512	потому может	1	1
513	нами в	1	1
514	его и	1	1
515	имеем в	1	1
516	тому же	1	1
517	в наших	1	1
518	тоне но	1	1
519	бы с	1	1
520	есть одна	2	1
521	она еще	2	1
522	том в	1	1
523	всех остальных	1	1
524	знали что	1	1
525	он не	3	1
526	первой части	1	1
527	на том	2	1
528	он должен	8	1
529	близким к	1	1
530	не к	1	1
531	именно из	2	1
532	том чтобы	2	1
533	из виду	1	1
534	несомненно что	2	1
535	к чувству	1	1
536	на земле	1	1
537	какое бы	1	1
538	свою силу	1	1
539	его от	1	1
540	не достигает	1	1
541	ее понимание	1	1
542	общее что	1	1
543	смысле в	1	1
544	мы его	1	1
545	мы слышим	1	1
546	как они	2	1
547	же не	2	1
548	различие между	1	1
549	нам остается	1	1
550	удовольствие от	1	1
551	том случае	1	1
552	об этом	3	1
553	и с	2	1
554	обе они	1	1
555	к другу	4	1
556	с каким-либо	1	1
557	образом если	2	1
558	вносим в	1	1
559	он есть	1	1
560	и дает	1	1
561	самое чувство	1	1
562	того места	1	1
563	этим именем	1	1
564	ни в	3	1
565	его частей	1	1
566	не прямо	1	1
567	быть выражены	1	1
568	пробуждает в	1	1
569	применить это	1	1
570	бы было	1	1
571	во внимание	5	1
572	для чего	2	1
573	мы видели	1	1
574	основывается на	1	1
575	жизни но	1	1
576	оно имеет	1	1
577	чем в	2	1
578	не замечает	1	1
579	и прямо	1	1
580	внешнему миру	1	1
581	лучше всего	1	1
582	мысли что	1	1
583	что значит	1	1
584	можно сказать	2	1
585	при тех	1	1
586	и одно	1	1
587	по тому	1	1
588	а как	2	1
589	в такой	1	1
590	это только	3	1
591	не хотим	1	1
592	с точки	2	1
593	в их	3	1
594	время с	1	1
595	человеком и	1	1
596	все и	1	1
597	явление очень	1	1
598	в басне	2	1
599	в которых	2	1
600	знаем что	2	1
601	на место	1	1
602	вызвало бы	1	1
603	составляет сущность	1	1
604	выше мы	1	1
605	которые в	1	1
606	о чувстве	3	1
607	страха и	1	1
608	двумя другими	1	1
609	доказывает что	1	1
610	и эти	1	1
611	на другую	1	1
612	более сложные	1	1
613	простейшем виде	1	1
614	что то	1	1
615	внешней природы	1	1
616	есть всегда	1	1
617	для психологии	3	1
618	мы таким	1	1
619	сам он	1	1
620	и вся	3	1
621	и форма	1	1
622	количестве в	1	1
623	как звуки	1	1
624	эта мысль	1	1
625	это чувство	1	1
626	с которой	2	1
627	для каждого	1	1
628	на котором	1	1
629	дело в	2	1
630	к этим	2	1
631	мы помним	1	1
632	чувством в	1	1
633	что чем	1	1
634	взаимной связи	1	1
635	в самых	1	1
636	он мог	1	1
637	только не	5	1
638	тона и	1	1
639	бы выбрать	1	1
640	ничего не	2	1
641	находятся в	3	1
642	обратим внимание	1	1
643	отличительный признак	1	1
644	этих двух	7	1
645	всего на	1	1
646	самого ощущения	1	1
647	течение самого	1	1
648	отсюда понятно	1	1
649	доказать что	1	1
650	понимание однако	1	1
651	есть к	1	1
652	известной степени	1	1
653	который весь	1	1
654	психологическому значению	1	1
655	к себе	1	1
656	указать на	1	1
657	отличается от	2	1
658	выразить так	1	1
659	содержанием и	1	1
660	и другой	1	1
661	для такого	1	1
662	к тому	8	1
663	души а	1	1
664	он видит	2	1
665	он никогда	1	1
666	что при	3	1
667	что чувственный	1	1
668	на это	1	1
669	из чего	1	1
670	ничего общего	1	1
671	от той	2	1
672	в применении	1	1
673	должен быть	2	1
674	как мы	5	1
675	не делает	1	1
676	встречаем и	1	1
677	здесь не	1	1
