N	2gram	Vygotskiy__4	slovoVRo
1	и в	20	41
2	в нем	2	30
3	могут быть	7	19
4	во всех	1	17
5	не только	15	16
6	и не	8	16
7	точки зрения	24	16
8	языка в	1	16
9	но и	9	16
10	а не	7	15
11	то же	16	14
12	и на	6	14
13	в то	1	14
14	и его	5	14
15	может быть	12	14
16	не может	6	14
17	слова и	5	13
18	в сущности	4	13
19	в его	11	13
20	в этом	24	12
21	как бы	7	12
22	так и	5	11
23	в той	2	10
24	слово в	6	10
25	себя в	3	9
26	все эти	5	9
27	таким образом	25	9
28	точка зрения	1	8
29	как в	5	8
30	но в	3	8
31	на его	3	8
32	с точки	11	8
33	как мы	13	8
34	или в	1	8
35	может не	2	8
36	слова в	9	8
37	прежде всего	2	8
38	все же	5	7
39	в слове	2	7
40	в своей	7	7
41	не в	4	7
42	с ним	1	7
43	и следовательно	1	7
44	всех его	1	7
45	они могут	2	7
46	во всяком	4	7
47	того же	9	6
48	при этом	12	6
49	в плане	1	6
50	это не	5	6
51	в отношении	10	6
52	только в	10	6
53	и даже	1	6
54	по своим	1	6
55	а в	2	6
56	отношении к	1	6
57	и к	5	5
58	в самом	6	5
59	так сказать	1	5
60	с другими	1	5
61	далеко не	2	5
62	всяком случае	3	5
63	все это	1	5
64	с определенными	1	5
65	в основе	17	5
66	не на	1	5
67	в языке	2	5
68	к нему	2	5
69	как его	1	5
70	с другой	12	5
71	еще более	1	5
72	ту же	2	4
73	одним из	2	4
74	в ней	2	4
75	языку как	1	4
76	еще не	2	4
77	словом в	1	4
78	перед нами	5	4
79	входя в	1	4
80	в которой	3	4
81	не как	1	4
82	в каждом	2	4
83	и с	4	4
84	входит в	2	4
85	как и	9	4
86	в их	12	4
87	том же	2	4
88	в процессе	27	4
89	и для	4	4
90	лежит в	1	4
91	на предмет	2	4
92	ничего не	1	4
93	о нем	1	4
94	все его	1	4
95	один из	3	4
96	с одной	9	4
97	одной стороны	9	4
98	и потому	1	4
99	и формы	1	4
100	и от	3	4
101	в смысле	4	4
102	здесь в	1	4
103	и часто	1	4
104	другой стороны	9	4
105	также и	2	3
106	почти всегда	3	3
107	в зависимости	1	3
108	зависимости от	2	3
109	же слово	3	3
110	данном случае	2	3
111	в своем	4	3
112	из этих	2	3
113	прямой и	1	3
114	в себе	10	3
115	связанные с	1	3
116	он пользуется	3	3
117	вообще не	2	3
118	ни были	1	3
119	и сам	1	3
120	как оно	2	3
121	и может	1	3
122	его в	6	3
123	было бы	8	3
124	он не	1	3
125	и ее	1	3
126	от его	1	3
127	точку зрения	1	3
128	которые в	4	3
129	никогда не	5	3
130	в разных	1	3
131	и здесь	2	3
132	не могут	3	3
133	в других	1	3
134	к тому	6	3
135	различных форм	1	3
136	образом в	1	3
137	автора к	1	3
138	формы и	3	3
139	о том	5	3
140	и во	3	3
141	все время	4	3
142	в него	2	3
143	того что	10	3
144	в том	42	3
145	словом и	4	3
146	в качестве	21	3
147	конечно не	1	3
148	и других	3	3
149	из них	4	3
150	для него	2	3
151	с различными	1	3
152	так как	10	3
153	друг друга	4	3
154	у него	2	3
155	именно в	3	3
156	в свою	2	3
157	литературному языку	3	3
158	в истории	10	3
159	с этим	5	3
160	влияния на	2	3
161	в данном	2	3
162	по существу	3	3
163	с этой	4	3
164	как только	2	3
165	в основном	1	3
166	при всем	1	3
167	мы найдем	2	3
168	в результате	8	3
169	в большей	1	3
170	одной из	3	3
171	с ними	1	3
172	из этого	1	3
173	в свое	2	3
174	которая не	1	3
175	смысле слова	1	2
176	например в	1	2
177	связана с	2	2
178	на самом	1	2
179	то в	1	2
180	слово у	1	2
181	оно было	1	2
182	мы уже	5	2
183	той же	6	2
184	а как	1	2
185	мы не	1	2
186	же как	6	2
187	время как	1	2
188	мы и	2	2
189	свою очередь	2	2
190	дает им	1	2
191	и то	10	2
192	между собой	5	2
193	столь же	3	2
194	по своему	4	2
195	он может	1	2
196	но не	3	2
197	и речи	2	2
198	между словом	2	2
199	что они	14	2
200	сих пор	1	2
201	хотя и	1	2
202	в целом	11	2
203	в известном	2	2
204	нами в	4	2
205	и те	4	2
206	а вовсе	1	2
207	различные формы	1	2
208	как увидим	1	2
209	и по	1	2
210	на этом	3	2
211	одному и	4	2
212	одно и	6	2
213	не из	1	2
214	те же	6	2
215	на все	3	2
216	для них	1	2
217	нисколько не	2	2
218	том что	35	2
219	в этих	3	2
220	до последнего	1	2
221	и той	4	2
222	но он	1	2
223	войти в	1	2
224	даже в	2	2
225	тому что	4	2
226	каковы бы	1	2
227	на один	4	2
228	из него	2	2
229	на язык	1	2
230	для нас	4	2
231	в сознании	4	2
232	у нас	1	2
233	возникает из	2	2
234	языке и	2	2
235	оно может	3	2
236	и самое	1	2
237	но по	1	2
238	то время	1	2
