N	2gram	Tiupa_Hudo_1	Problemy
1	и в	19	43
2	и не	15	29
3	может быть	14	23
4	как бы	9	22
5	не может	7	18
6	в пределах	3	16
7	как и	2	14
8	у достоевского	1	14
9	но и	10	14
10	в этом	11	13
11	точки зрения	10	13
12	что он	3	13
13	в нем	5	12
14	в одном	2	12
15	слова в	2	12
16	слова и	2	12
17	не только	16	11
18	в каждом	1	11
19	не в	7	11
20	по себе	2	11
21	и на	2	10
22	но в	7	10
23	как мы	1	10
24	в его	9	10
25	прежде всего	4	10
26	в сущности	1	9
27	еще не	3	9
28	он не	4	9
29	никогда не	2	9
30	то же	10	8
31	лишь в	4	8
32	для него	4	8
33	с точки	3	8
34	и его	12	8
35	с самим	2	8
36	с чужим	1	8
37	или в	2	8
38	слово в	1	8
39	перед нами	1	7
40	в самом	5	7
41	в то	6	7
42	и сам	1	7
43	в другом	3	7
44	а не	9	7
45	о себе	2	7
46	то что	4	7
47	при этом	13	6
48	не как	2	6
49	в этих	3	6
50	здесь не	2	6
51	приводит к	5	6
52	в том	18	6
53	что ж	1	6
54	в котором	1	6
55	у него	1	6
56	к другому	1	5
57	но не	11	5
58	по отношению	9	5
59	хотя и	3	5
60	в себе	9	5
61	все эти	2	5
62	на то	1	5
63	таким образом	3	5
64	было бы	1	5
65	рядом с	1	5
66	в слове	3	5
67	самим собою	2	5
68	о том	2	5
69	и что	3	5
70	же время	5	5
71	к нему	3	5
72	так что	1	5
73	вовсе не	2	5
74	в той	3	5
75	все это	2	5
76	бы в	1	5
77	а в	12	5
78	на фоне	1	5
79	героя и	5	5
80	отношению к	9	5
81	достоевского в	1	4
82	а как	1	4
83	я не	2	4
84	с его	6	4
85	во всех	3	4
86	отличие от	7	4
87	сама по	2	4
88	в своем	2	4
89	в произведении	3	4
90	в них	2	4
91	далеко не	2	4
92	должно быть	1	4
93	в своей	5	4
94	в отличие	7	4
95	но он	3	4
96	их в	3	4
97	том же	1	4
98	в самой	2	4
99	к тому	4	4
100	и это	2	4
101	только в	5	4
102	же и	1	4
103	так как	1	4
104	как раз	3	4
105	точек зрения	1	4
106	с другой	7	4
107	более того	1	4
108	не на	3	4
109	то есть	18	4
110	не могут	1	4
111	в результате	1	4
112	между ними	4	4
113	речи и	3	4
114	что в	6	4
115	также и	1	3
116	связи между	1	3
117	той же	1	3
118	в единстве	1	3
119	не была	1	3
120	и со	1	3
121	в виду	5	3
122	обращен к	1	3
123	такого что	1	3
124	за пределы	2	3
125	в одной	1	3
126	в художественном	4	3
127	и к	3	3
128	более или	5	3
129	еще один	2	3
130	тому же	1	3
131	самим собой	4	3
132	это не	2	3
133	в жизни	2	3
134	или менее	5	3
135	в их	5	3
136	образом и	2	3
137	зрения и	1	3
138	даже в	3	3
139	в одно	2	3
140	в отношении	3	3
141	себе самом	1	3
142	того и	1	3
143	слова как	5	3
144	могут быть	4	3
145	той или	4	3
146	не менее	3	3
147	в себя	2	3
148	так и	11	3
149	если бы	3	3
150	и даже	1	3
151	с ним	2	3
152	и здесь	1	3
153	в различных	1	3
154	между тем	4	3
155	что и	2	3
156	другого в	1	3
157	наконец в	1	3
158	в формах	2	3
159	его в	2	3
160	тот же	1	3
161	том или	1	3
162	и ее	3	3
163	теперь в	1	3
164	со всеми	1	3
165	себя в	7	3
166	от автора	1	3
167	есть в	2	3
168	уже не	4	3
169	тем что	1	3
170	или иной	7	3
171	по своим	1	3
172	себя и	2	3
173	в рассказе	3	3
174	в произведениях	1	3
175	он и	1	3
176	но для	1	3
177	и для	2	3
178	в романе	3	3
179	не знает	3	3
180	другой стороны	5	3
181	того же	2	3
182	героя в	1	3
183	я и	7	2
184	ту же	1	2
185	отношения к	2	2
186	для построения	1	2
187	чтобы не	1	2
188	человека и	1	2
189	бы развернуть	1	2
190	ивана карамазова	1	2
191	из его	1	2
192	не во	1	2
193	и о	3	2
194	бы ни	1	2
195	от друга	1	2
196	в каждой	1	2
197	композиционные формы	1	2
198	этих случаях	1	2
199	он говорит	1	2
200	в сторону	2	2
201	герой не	3	2
202	с собою	1	2
203	отношение к	5	2
204	друг от	1	2
205	к третьему	1	2
206	не входят	1	2
207	как в	2	2
208	и как	3	2
209	в точке	3	2
210	в первом	1	2
211	сливается с	1	2
212	бы и	1	2
