N	3gram	Nazirov_Tv_1	Mirosoze
1	записок из подполья	3	5
2	вместе с тем	1	5
3	в творчестве достоевского	4	4
4	у достоевского нет	1	4
5	добра и зла	2	4
6	один из самых	1	4
7	заключает в себе	1	3
8	это значит что	1	3
9	и в самом	1	3
10	человеческой природы в	1	3
11	не может не	1	2
12	по отношению к	1	2
13	он не может	1	2
14	до сих пор	1	2
15	хотя бы и	1	2
16	что он не	1	2
17	в свою противоположность	2	2
18	в его романах	2	2
19	у достоевского и	1	2
20	в своем творчестве	1	2
21	в самом последнем	1	2
22	человека у достоевского	2	2
23	не только в	2	2
24	достоевского никогда не	1	2
25	в конце концов	1	2
26	не могут быть	1	2
27	бога и дьявола	1	2
28	это не значит	1	2
29	переходит в свою	2	2
30	и добро и	1	1
31	бросается в глаза	1	1
32	что иное как	1	1
33	человеком в его	1	1
34	но она не	1	1
35	имеем в виду	1	1
36	к жизни в	1	1
37	в записках из	3	1
38	себе что он	1	1
39	может быть назван	1	1
40	у достоевского в	3	1
41	потому что не	1	1
42	бы он ни	1	1
43	сплошь и рядом	1	1
44	человек должен идти	1	1
45	творчество достоевского в	1	1
46	у достоевского была	1	1
47	в своей книге	1	1
48	исторического процесса в	1	1
49	в героях достоевского	1	1
50	когда он идет	1	1
51	в отличие от	1	1
52	достоевского в его	1	1
53	в романах достоевского	13	1
54	у него не	1	1
55	в наше время	2	1
56	и т п	2	1
57	униженных и оскорбленных	4	1
58	но это не	1	1
59	в человеке борьбу	1	1
60	записках из подполья	2	1
61	органически связанным с	1	1
62	людей в этих	1	1
63	реализма он не	1	1
64	имел в виду	1	1
65	уже пришел в	1	1
66	до конца понять	1	1
67	это прежде всего	1	1
68	человека и все	1	1
69	не только для	1	1
70	в этот момент	1	1
71	это-то и есть	1	1
72	достоевского не есть	1	1
73	все более и	1	1
74	одна и та	1	1
75	человека но и	1	1
76	к добру свобода	1	1
77	в отношении к	1	1
78	достоевского в своем	1	1
79	достоевского как и	1	1
80	записки из подполья	6	1
81	к человеку и	1	1
82	преступления и наказания	4	1
83	к человеку как	2	1
84	но у достоевского	1	1
85	на протяжении всего	2	1
86	и всякий раз	1	1
87	на земле к	1	1
88	мы имеем в	1	1
89	о том что	5	1
90	человек и его	1	1
91	более и более	1	1
92	не значит что	1	1
93	не что иное	1	1
94	и та же	2	1
95	свое завершение в	1	1
96	место в творчестве	2	1
97	в том что	6	1
98	добро и зло	1	1
99	в преступлении человек	1	1
100	для него есть	1	1
101	не так как	1	1
