N	3gram	Vygotskiy__6	Analitik
1	в том что	19	6
2	в данном случае	1	5
3	состоит в том	2	4
4	по отношению к	10	4
5	с одной стороны	1	4
6	и в этом	1	4
7	в этом случае	2	4
8	мы имеем дело	2	3
9	подобно тому как	1	3
10	в этом отношении	3	3
11	содержит в себе	1	3
12	в самом начале	4	3
13	той или иной	1	3
14	тем не менее	1	3
15	как и в	1	3
16	в этом смысле	2	2
17	в ответ на	1	2
18	с точки зрения	10	2
19	можно было бы	5	2
20	и то что	2	2
21	при переходе к	1	2
22	едва ли не	1	2
23	не только в	1	2
24	в отличие от	1	2
25	в том или	1	2
26	с другой стороны	2	2
27	и тем самым	5	2
28	не только не	2	2
29	на то что	4	2
30	тех или иных	1	2
31	не в состоянии	2	1
32	что иное как	1	1
33	можно сказать что	6	1
34	приводит к тому	1	1
35	к другому в	1	1
36	что один из	1	1
37	никак не может	1	1
38	внимание на то	1	1
39	те же самые	3	1
40	как раз и	1	1
41	которые могут быть	1	1
42	и во всех	1	1
43	сами по себе	1	1
44	самом деле не	1	1
45	из того же	1	1
46	на этот вопрос	2	1
47	с другом в	1	1
48	несмотря на то	2	1
49	с этой точки	1	1
50	то и другое	1	1
51	в равной мере	1	1
52	появляется и в	1	1
53	до известной степени	2	1
54	и тогда когда	1	1
55	только частный случай	2	1
56	не совпадает с	1	1
57	есть в сущности	1	1
58	в целом все	1	1
59	и наоборот в	1	1
60	ответ на вопрос	1	1
61	на этот раз	1	1
62	и тот же	1	1
63	он состоит в	1	1
64	его в себя	1	1
65	имеем дело с	1	1
66	не имеет места	1	1
67	в свою очередь	1	1
68	в связи с	2	1
69	не говорит о	1	1
70	в первую очередь	3	1
71	что при таком	1	1
72	не может остаться	1	1
73	этой точки зрения	1	1
74	только то что	2	1
75	есть не что	1	1
76	не может быть	2	1
77	так же точно	3	1
78	же самое что	1	1
79	том смысле что	2	1
80	заключается в том	5	1
81	который в своей	1	1
82	не что иное	1	1
83	в самом деле	1	1
84	во второй половине	1	1
85	на всем протяжении	1	1
86	то что она	1	1
87	но отнюдь не	1	1
88	в том смысле	2	1
89	к тому что	7	1
90	друг с другом	5	1
91	точно так же	1	1
92	как мы могли	1	1
93	то же самое	6	1
94	чтобы прийти к	1	1
95	могут быть поставлены	2	1
