N	4gram	Vinokur_Ku_1	Problema
1	т д и т	2	4
2	д и т д	2	4
3	и т д и	2	4
4	не что иное как	1	4
5	одно и то же	1	3
6	в том смысле что	1	3
7	но с другой стороны	1	2
8	заключается в том что	2	2
9	т д все это	1	1
10	по крайней мере в	1	1
11	только для того чтобы	1	1
12	не имеется в виду	1	1
13	одного и того же	2	1
14	потому что он есть	1	1
15	еще и потому что	1	1
16	это можно было бы	1	1
17	и т д все	1	1
18	в собственном смысле слова	1	1
19	поскольку речь идет о	1	1
20	с этой точки зрения	1	1
21	никак не может быть	1	1
22	в том что он	3	1
23	нас в том что	1	1
24	только о том что	1	1
25	в тех случаях когда	2	1
