N	3gram	Tiupa_Anal_2	slovoVRo
1	не может быть	1	15
2	в отличие от	2	12
3	в этом случае	4	6
4	в значительной степени	2	6
5	с одной стороны	4	5
6	той или иной	3	5
7	по отношению к	4	4
8	то же время	2	4
9	в то же	2	4
10	в отношении к	1	4
11	в том что	6	4
12	с установкой на	1	3
13	с точки зрения	2	3
14	сама по себе	1	3
15	в этом отношении	3	3
16	в свою очередь	1	2
17	более или менее	1	2
18	языка то есть	1	2
19	хотя бы и	1	2
20	не только в	2	2
21	то есть на	1	2
22	в связи с	1	2
23	не менее в	1	1
24	случае она вырождается	1	1
25	а не с	1	1
26	как один из	1	1
27	и даже не	1	1
28	в этих случаях	1	1
29	и в пределах	1	1
30	он не только	1	1
31	в драме или	1	1
32	один из многих	1	1
33	как это было	1	1
34	до известной степени	1	1
35	сами по себе	1	1
36	то есть вне	1	1
37	но и в	1	1
38	между тем как	1	1
39	на то что	2	1
40	них не только	1	1
41	со всех сторон	1	1
42	как и вся	1	1
43	в применении к	1	1
44	она вырождается в	1	1
45	а не только	2	1
46	такой степени что	1	1
47	не приходится однако	1	1
48	однако в пределах	1	1
49	в нашем случае	1	1
50	однако при этом	1	1
51	поэтического слова в	1	1
52	в целом ряде	1	1
53	с другой стороны	2	1
54	тем не менее	3	1
55	о том что	6	1
56	того или иного	3	1
57	а в том	1	1
58	во всех этих	1	1
59	в частности в	2	1
60	с той или	2	1
61	чтобы прийти к	1	1
62	на этом фоне	1	1
63	и воля и	1	1
64	как и в	3	1
65	не только не	2	1
66	от автора и	1	1
67	и особенно в	1	1
68	речь идет о	1	1
69	тех или иных	2	1
70	до некоторой степени	1	1
71	всех этих случаях	1	1
72	не выходят за	1	1
73	выходят за пределы	1	1
74	идет уже не	1	1
