N	3gram	Tiupa_Narr_1	Istorich
1	и т д	1	15
2	в этих случаях	1	7
3	с другой стороны	1	7
4	до сих пор	2	5
5	в том что	5	5
6	тем не менее	3	5
7	как мы видели	1	5
8	что иное как	1	3
9	в данном случае	8	3
10	в связи с	2	3
11	если бы она	1	2
12	состоит в том	2	2
13	по отношению к	3	2
14	точно так же	1	2
15	с одной стороны	1	2
16	и то что	1	2
17	мы уже знаем	1	2
18	во всяком случае	2	2
19	о том что	2	2
20	но все же	1	2
21	как и в	1	2
22	к тому же	5	2
23	в пределах этой	1	1
24	и столь же	1	1
25	мы имеем дело	2	1
26	в другом отношении	1	1
27	подобно тому как	3	1
28	в том числе	1	1
29	в соответствии с	4	1
30	но и здесь	1	1
31	не могла бы	1	1
32	что еще не	1	1
33	что у нее	2	1
34	как если бы	2	1
35	с точки зрения	1	1
36	одна из особенностей	1	1
37	все время пребывания	1	1
38	принимает на себя	1	1
39	сами по себе	2	1
40	но и в	2	1
41	как мы увидим	1	1
42	случае мы имеем	1	1
43	только то что	1	1
44	из того что	1	1
45	так же в	1	1
46	может быть и	1	1
47	еще более дробные	1	1
48	не только в	6	1
49	связаны между собой	1	1
50	имеем дело с	2	1
51	могло бы составить	1	1
52	возвращения героя из	1	1
53	же можно сказать	1	1
54	они и не	2	1
55	состоит в извлечении	1	1
56	свое существование с	1	1
57	не говорит и	1	1
58	в свою очередь	2	1
59	на самом деле	1	1
60	не может быть	4	1
61	не только на	2	1
62	но в этом	1	1
63	и даже не	1	1
64	можно сказать что	2	1
65	но и не	1	1
66	на то что	2	1
67	друг от друга	1	1
68	друг с другом	1	1
69	здесь не только	1	1
70	время пребывания в	1	1
