N	2gram	Vygotskiy__1	Analitik
1	в качестве	9	31
2	может быть	14	29
3	в том	24	27
4	не может	12	22
5	и не	9	21
6	в частности	2	19
7	и в	23	18
8	но и	14	17
9	а не	3	17
10	представляет собой	11	16
11	отнюдь не	1	15
12	не только	16	15
13	не в	4	14
14	в этом	17	13
15	как и	14	13
16	в его	14	13
17	при этом	4	12
18	том что	21	12
19	в себе	6	11
20	состоит в	1	11
21	но не	4	10
22	то же	8	9
23	иначе говоря	2	9
24	в то	7	9
25	а в	2	9
26	есть не	2	8
27	в принципе	1	8
28	но в	5	8
29	нуждается в	2	8
30	значении этого	1	7
31	том чтобы	3	7
32	тем самым	5	7
33	к тому	4	7
34	этого слова	4	7
35	в сущности	6	6
36	по отношению	7	6
37	отличие от	1	6
38	в самом	7	6
39	это не	1	6
40	точки зрения	26	6
41	в своей	4	6
42	в отличие	1	6
43	в основе	8	6
44	по своей	5	6
45	той или	1	6
46	должен быть	4	6
47	же время	2	6
48	только в	6	6
49	то что	17	6
50	или иной	1	6
51	прежде всего	10	6
52	в их	3	5
53	и на	8	5
54	и как	5	5
55	в целом	20	5
56	в этой	7	5
57	внутренней речи	9	5
58	лишь в	6	5
59	и его	6	5
60	о том	6	5
61	между тем	9	5
62	такого рода	1	5
63	как бы	11	5
64	отношению к	7	5
65	что в	14	5
66	из того	5	4
67	столь же	6	4
68	все же	3	4
69	сознания в	2	4
70	с другими	2	4
71	с точки	18	4
72	большей или	1	4
73	и более	5	4
74	по себе	5	4
75	в области	3	4
76	ни в	4	4
77	могут быть	3	4
78	так и	5	4
79	не с	2	4
80	в другом	7	4
81	на вопрос	2	4
82	с другой	10	4
83	в конечном	1	4
84	того что	15	4
85	уже не	2	4
86	конечном счете	1	4
87	для того	15	4
88	именно в	6	4
89	вместе с	9	4
90	человека к	2	4
91	из которых	3	4
92	или меньшей	1	4
93	как известно	3	3
94	и т	1	3
95	одним из	1	3
96	между двумя	2	3
97	во внешнем	1	3
98	в наиболее	1	3
99	что как	2	3
100	и к	4	3
101	автора и	1	3
102	в нашем	2	3
103	как он	3	3
104	в нем	1	3
105	он не	5	3
