N	2gram	Berdyaev_N_1	Komedia
1	и в	16	26
2	и не	11	14
3	и его	1	12
4	к тому	3	12
5	так и	2	12
6	может быть	7	11
7	в том	8	11
8	в этом	7	10
9	на протяжении	2	10
10	но и	3	10
11	том что	2	9
12	вместе с	2	9
13	что в	9	9
14	было бы	1	8
15	и на	2	7
16	не только	5	7
17	на себя	1	7
18	из них	1	7
19	еще не	3	6
20	в своем	1	6
21	о том	4	6
22	в нем	5	6
23	в то	2	6
24	того чтобы	2	6
25	потому что	4	6
26	наряду с	3	6
27	во время	1	6
28	то что	4	6
29	в которой	1	5
30	с его	6	5
31	что он	1	5
32	в истории	3	5
33	с этим	2	5
34	для того	1	5
35	ни в	6	5
36	с тем	3	5
37	и с	2	5
38	уже в	1	4
39	хотя и	2	4
40	в самом	1	4
41	из этих	1	4
42	с их	2	4
43	это было	3	4
44	в них	4	4
45	как и	7	4
46	в этих	1	4
47	место в	2	4
48	не менее	4	4
49	не по	1	4
50	как будто	2	4
51	можно было	2	4
52	еще в	1	4
53	в его	1	4
54	только в	1	4
55	так как	1	4
56	у него	2	4
57	в последние	1	4
58	прежде всего	4	4
59	как это	2	4
60	и для	4	4
61	и от	2	4
62	становится в	1	3
63	в котором	1	3
64	вопрос о	3	3
65	того же	1	3
66	это время	1	3
67	в ней	5	3
68	что его	1	3
69	во всех	3	3
70	но не	2	3
71	как в	3	3
72	но в	2	3
73	в этой	1	3
74	но все	1	3
75	человека в	1	3
76	но если	1	3
77	не имеет	4	3
78	то время	1	3
79	в образе	1	3
80	к нему	1	3
81	себя в	2	3
82	для всех	1	3
83	и их	1	3
84	друг друга	1	3
85	тем что	1	3
86	до начала	1	3
87	возможно что	1	3
88	не было	4	3
89	и особенно	1	3
90	войны и	2	3
91	все это	5	3
92	а в	2	3
93	в период	1	3
94	в своей	3	3
95	ко времени	1	3
96	жизни и	8	3
97	того времени	1	3
98	том числе	1	3
99	не может	16	3
100	также что	1	2
101	только потому	1	2
102	и есть	10	2
103	перед лицом	1	2
104	мы не	2	2
105	время как	2	2
106	говорить о	1	2
107	то это	1	2
108	в виду	1	2
109	в ее	3	2
110	отличие от	1	2
111	от этого	1	2
112	ни одна	2	2
113	роль в	2	2
114	что она	2	2
115	он не	8	2
116	и еще	1	2
117	античного мира	4	2
118	в силу	1	2
119	это не	4	2
120	этом смысле	2	2
121	в это	1	2
122	не всегда	1	2
123	по всем	1	2
124	всяком случае	1	2
125	бы к	1	2
126	в отличие	1	2
127	не в	6	2
128	в конце	1	2
129	демократии в	1	2
130	одна из	2	2
131	бог и	1	2
132	в духе	3	2
133	на это	1	2
134	и это	2	2
135	как не	8	2
136	и что	2	2
137	в мире	3	2
138	с собой	1	2
139	римской империи	1	2
140	времени в	2	2
141	и во	1	2
142	и все	4	2
143	нем не	1	2
144	все время	2	2
145	философии и	1	2
146	с одной	2	2
147	и у	1	2
148	не для	1	2
149	от того	1	2
150	нет и	2	2
151	и к	5	2
152	до сих	1	2
153	с другой	3	2
154	нового времени	12	2
155	одной стороны	2	2
156	а на	1	2
157	в традиционные	1	2
158	по своему	4	2
159	в той	1	2
160	не удалось	1	2
161	сих пор	1	2
162	хотя бы	2	2
163	в речах	1	2
164	от всех	1	2
165	во всяком	1	2
166	которых не	2	1
167	после падения	1	1
168	или к	1	1
169	как результат	1	1
170	к античности	1	1
171	и этот	1	1
172	она скорее	1	1
173	в сущности	1	1
174	думаю что	1	1
175	же мере	1	1
176	все эти	2	1
177	не был	1	1
178	в чем	1	1
179	и мира	1	1
180	частной собственности	1	1
181	значение и	1	1
182	в свои	2	1
183	государства и	4	1
184	и нет	1	1
185	античному миру	1	1
186	жизни в	3	1
187	погоня за	2	1
188	в древних	1	1
189	к достижению	1	1
190	в себе	2	1
191	не могла	2	1
192	не имеют	2	1
193	вступить на	1	1
194	сами эти	1	1
195	политики и	2	1
196	и более	1	1
197	не могли	2	1
198	в основу	1	1
199	от нее	1	1
200	а по	1	1
201	знает что	1	1
202	и мы	4	1
203	по себе	1	1
204	в жизни	5	1
205	люди не	2	1
206	он и	1	1
207	не больше	1	1
208	в эту	1	1
209	во времена	1	1
210	за право	1	1
211	не столько	1	1
212	значение для	1	1
213	только для	1	1
214	права на	2	1
215	времени не	1	1
216	быть таким	1	1
217	обращение к	2	1
218	их в	1	1
219	и очень	1	1
220	принадлежащими к	1	1
221	дня и	3	1
222	она могла	1	1
223	служить только	1	1
224	в основе	3	1
225	от жизни	1	1
226	из их	1	1
227	та или	1	1
228	небом и	1	1
229	никогда не	6	1
230	самой жизни	2	1
231	она с	1	1
232	жизни от	1	1
233	так называемый	1	1
234	женщины в	1	1
235	них нельзя	1	1
236	между небом	1	1
237	быть сам	1	1
238	в области	1	1
239	в каком	1	1
240	перед ними	1	1
241	к себе	1	1
242	нет ни	1	1
243	и вполне	1	1
244	и всех	1	1
245	числе и	1	1
246	бы он	1	1
247	все еще	1	1
248	отказаться от	1	1
249	должен быть	5	1
250	для себя	1	1
251	ни одно	1	1
252	что само	1	1
253	приводит к	1	1
254	культуры на	1	1
255	нельзя сказать	1	1
256	времени и	2	1
257	том случае	1	1
258	к самой	2	1
259	в эпоху	9	1
260	с ним	1	1
261	помнить что	2	1
262	а также	1	1
263	пришли к	1	1
264	в которую	1	1
265	той социальной	1	1
266	не совершив	1	1
267	я думаю	1	1
268	но нет	1	1
269	нуждается в	1	1
270	к которому	1	1
271	как например	1	1
272	по своей	1	1
273	речи о	1	1
274	которым оно	1	1
275	то он	1	1
276	наше время	4	1
277	приходят в	1	1
278	может вступить	1	1
279	на западе	1	1
280	демократии и	1	1
281	конечно не	3	1
282	в большинстве	1	1
283	существу своему	1	1
284	свидетельствует о	1	1
285	от других	1	1
286	большинстве случаев	1	1
287	к своим	1	1
288	мир в	1	1
289	земли и	1	1
290	крестьяне и	1	1
291	к той	1	1
292	ее на	1	1
293	все от	1	1
294	во власти	1	1
295	и даже	2	1
296	и из	1	1
297	на ее	1	1
298	что не	1	1
299	к более	2	1
300	у нас	1	1
301	этого не	1	1
302	не на	1	1
303	не означает	3	1
304	а не	17	1
305	другой стороны	2	1
306	одну из	1	1
307	жизнь в	1	1
308	времени а	1	1
309	ничего нет	1	1
310	и античной	1	1
311	власть над	1	1
312	приобщиться к	2	1
313	такого рода	2	1
314	по существу	2	1
315	в состоянии	1	1
316	быть не	1	1
317	всякое значение	2	1
318	оба они	1	1
319	общественной жизни	6	1
320	ближе к	1	1
321	в наше	3	1
322	в более	1	1
323	это уже	1	1
324	всего они	1	1
325	случае если	1	1
326	себя на	1	1
327	в новой	7	1
328	не с	1	1
329	огромную роль	1	1
330	будто бы	1	1
331	том чтобы	2	1
332	вот этот	1	1
333	все более	1	1
334	человека не	1	1
335	к ее	3	1
336	и начало	3	1
337	нет ничего	1	1
338	не знает	6	1
