N	3gram	Vygotskiy__5	Literetu
1	в этом отношении	3	5
2	в отличие от	2	5
3	по отношению к	1	4
4	в данном случае	2	4
5	с одной стороны	12	4
6	о том что	6	4
7	в том что	14	4
8	с точки зрения	2	3
9	не может быть	2	3
10	то что ему	1	2
11	состоит в том	2	2
12	в самом деле	5	2
13	то же самое	3	2
14	одной стороны и	1	2
15	из того что	3	2
16	и в частности	1	2
17	в том чтобы	2	2
18	не только в	2	2
19	а не как	1	2
20	с другой стороны	5	2
21	и в самом	2	2
22	той или иной	2	2
23	тем что он	1	2
24	на то что	16	2
25	обратим внимание на	1	2
26	в другом месте	1	1
27	что иное как	2	1
28	в поэзии не	1	1
29	одном из двух	1	1
30	как будто на	2	1
31	на самом деле	2	1
32	но и всех	1	1
33	как будто бы	1	1
34	друг от друга	2	1
35	каждый данный момент	1	1
36	именно то что	4	1
37	вместе с тем	3	1
38	то что в	2	1
39	и т п	3	1
40	почти никогда не	1	1
41	именно в этом	1	1
42	и то что	3	1
43	по мнению автора	1	1
44	едва ли не	1	1
45	не что иное	2	1
46	в каждый данный	1	1
47	и только в	1	1
48	и при этом	1	1
49	вопрос о том	2	1
50	при этом оказывается	1	1
51	в целом ряде	1	1
52	но не только	1	1
53	мы все время	1	1
54	как бы в	2	1
55	для того чтобы	19	1
56	и в том	1	1
57	этой точки зрения	1	1
58	того что у	1	1
59	более или менее	1	1
60	был только тем	1	1
61	в свою очередь	1	1
62	ничего общего с	1	1
63	не только не	4	1
64	означает не что	1	1
65	в конечном счете	1	1
66	с этой точки	1	1
67	когда мы вместе	1	1
68	в эстетический объект	1	1
69	к тому что	6	1
70	и т.п и	1	1
71	на другом это	1	1
72	в эти самые	1	1
73	там где мы	2	1
