N	3gram	Voloshinov_1	Narrotol
1	не только в	1	6
2	во времени и	1	6
3	в том что	3	5
4	то же время	3	4
5	той или иной	1	4
6	в то же	3	4
7	не может быть	13	4
8	по отношению к	2	3
9	подобно тому как	1	3
10	в этом отношении	3	3
11	для того чтобы	3	3
12	в первом случае	3	3
13	тем не менее	2	3
14	в самом деле	9	2
15	то же самое	3	2
16	с установкой на	2	2
17	до сих пор	8	2
18	сами по себе	1	2
19	в отличие от	5	2
20	но и в	1	2
21	чем иным как	1	2
22	как если бы	2	2
23	в связи с	7	2
24	во всяком случае	2	2
25	в свою очередь	2	2
26	можно сказать что	3	2
27	друг для друга	1	2
28	и того же	5	1
29	первого лица в	1	1
30	результате чего в	1	1
31	какой бы то	1	1
32	более или менее	1	1
33	большей или меньшей	1	1
34	но именно это	1	1
35	как она есть	1	1
36	в том числе	2	1
37	один и тот	3	1
38	что и для	1	1
39	во внутренний мир	1	1
40	же как и	2	1
41	и иных форм	1	1
42	с другой стороны	5	1
43	с точки зрения	20	1
44	и не может	9	1
45	как и все	2	1
46	людей так и	2	1
47	между историей и	1	1
48	до известной степени	1	1
49	языка как системы	5	1
50	совершается переход от	1	1
51	бы то ни	8	1
52	как мы увидим	1	1
53	не видим и	1	1
54	к жизни и	1	1
55	может быть и	3	1
56	в предыдущей главе	1	1
57	мы не видим	1	1
58	то ни было	8	1
59	с одной стороны	1	1
60	не существует ни	1	1
61	и тот же	3	1
62	но при этом	2	1
63	в значительной степени	1	1
64	опоры в действительности	1	1
65	в результате чего	1	1
66	друг с другом	1	1
67	связаны между собой	1	1
68	и как бы	1	1
69	в нашем случае	1	1
70	в большей или	1	1
71	не утрачивая своей	1	1
72	и та же	1	1
73	одна и та	1	1
74	а не в	1	1
75	связи с этим	3	1
76	хотя они и	1	1
77	место лишь в	1	1
78	в следующей главе	1	1
79	одного из этих	1	1
80	его жизни и	1	1
81	само по себе	1	1
82	и т.п в	3	1
83	и в самом	1	1
84	и мышления в	1	1
85	том числе и	2	1
86	но все же	3	1
87	видим и не	1	1
88	одного и того	5	1
89	друг от друга	1	1
90	во втором случае	1	1
91	к тому что	1	1
92	на самом деле	1	1
93	мы уже знаем	1	1
94	как мы видели	1	1
