N	4gram	Vygotskiy__4	Myshleni
1	заключается в том что	2	4
2	с этой точки зрения	1	4
3	и вместе с тем	1	2
4	для того чтобы сделать	1	2
5	в том и другом	1	2
6	одной и той же	2	2
7	то же самое что	2	2
8	точно так же как	1	2
9	ни в какой мере	1	2
10	в том что он	1	2
11	в то время как	2	2
12	привело к тому что	1	1
13	в том что они	1	1
14	ни одно из этих	2	1
15	как и всякий другой	1	1
16	мы не станем останавливаться	1	1
17	у нас на глазах	1	1
18	суть дела заключается в	1	1
19	если мы обратимся к	1	1
20	не что иное как	1	1
21	не станем останавливаться на	1	1
22	друг с другом и	2	1
23	до тех пор пока	2	1
24	мы вправе сделать вывод	1	1
25	при помощи одних только	1	1
26	в самом деле если	1	1
27	в одной и той	1	1
28	как мы уже говорили	1	1
29	до сих пор в	1	1
30	так же как и	1	1
31	совершенно невозможно потому что	1	1
32	том что он не	1	1
33	сомнения в том что	1	1
