N	2gram	Ircho_Kome_3	Myslijsy
1	потому что	10	52
2	и в	22	39
3	может быть	6	27
4	в том	12	26
5	только в	1	25
6	не может	3	22
7	что в	5	22
8	не только	5	21
9	так как	11	21
10	а не	4	21
11	в нем	3	20
12	но и	4	20
13	и не	21	18
14	том что	13	16
15	так что	6	16
16	в этом	8	15
17	не в	4	15
18	если бы	8	14
19	по отношению	5	13
20	в себе	4	13
21	таким образом	12	13
22	так и	4	13
23	отношению к	3	13
24	было бы	3	12
25	в душе	1	11
26	мы не	2	10
27	как в	2	10
28	и что	6	10
29	то что	4	10
30	что не	3	10
31	но в	5	9
32	как и	3	9
33	могут быть	1	9
34	для нас	1	9
35	там же	1	9
36	тем что	5	9
37	но не	1	8
38	в слове	1	8
39	точки зрения	4	8
40	в одном	2	8
41	со стороны	11	8
42	вместе с	9	8
43	в ней	4	7
44	в истории	1	7
45	с этим	3	7
46	это не	2	7
47	в этих	1	7
48	с другой	4	7
49	и т	4	6
50	то же	7	6
51	независимо от	1	6
52	все же	4	6
53	и как	1	6
54	бы не	2	6
55	при этом	7	6
56	и по	1	6
57	от нее	3	6
58	не менее	5	6
59	того как	1	6
60	тем не	3	6
61	что на	1	6
62	что и	8	6
63	еще не	6	6
64	как бы	3	6
65	в первом	1	5
66	то это	5	5
67	во всех	2	5
68	не видно	1	5
69	то в	1	5
70	с тем	4	5
71	несмотря на	4	5
72	не имеет	3	5
73	и его	6	5
74	что при	1	5
75	если же	2	5
76	язык и	1	5
77	между тем	2	5
78	во втором	1	5
79	в его	8	5
80	вовсе не	4	5
81	друг друга	4	5
82	что человек	1	5
83	так же	4	5
84	и потому	1	5
85	быть только	1	5
86	и для	4	5
87	из себя	3	5
88	а в	7	5
89	другой стороны	2	5
90	в таком	2	5
91	вопрос о	1	4
92	все остальные	2	4
93	из этих	1	4
94	т д	1	4
95	в каждом	1	4
96	т п	4	4
97	однако в	4	4
98	в то	6	4
99	не по	7	4
100	а так	1	4
101	никогда не	3	4
102	же время	5	4
103	и притом	1	4
104	во всем	1	4
105	не могут	2	4
106	к тому	6	4
107	свою очередь	6	4
108	остается только	1	4
109	бы в	4	4
110	в стороне	1	4
111	и других	1	4
112	не было	2	4
113	и даже	3	4
114	в действительности	1	4
115	прежде всего	5	4
116	что мы	2	4
117	тому как	1	4
118	быть не	1	4
119	в смысле	1	4
120	от того	2	4
121	мы видим	1	4
122	в свою	7	4
123	в своих	2	4
124	того же	6	3
125	столь же	3	3
126	тем как	1	3
127	очевидно что	1	3
128	относится к	1	3
129	в своем	8	3
130	хотя и	5	3
131	что по	1	3
132	в самом	9	3
133	он не	5	3
134	подобно тому	1	3
135	прежде чем	3	3
136	не из	1	3
137	то ни	3	3
138	что все	1	3
139	в мире	2	3
140	той же	1	3
141	и с	4	3
142	и тем	1	3
143	в них	3	3
144	показывает что	1	3
145	в этой	3	3
146	не мог	2	3
147	не так	3	3
148	в своей	5	3
149	и без	2	3
150	с точки	3	3
151	человеком и	1	3
152	начнем с	1	3
153	друг другу	1	3
154	тому что	2	3
155	она не	2	3
156	для того	6	3
157	самого начала	4	3
158	на него	4	3
159	не могло	1	3
160	находятся в	1	3
161	в сознании	1	3
162	и это	2	3
163	но при	2	3
164	с самого	4	3
165	когда в	1	3
166	к первому	1	3
167	том как	3	3
168	из одного	1	3
169	с ним	5	3
170	к одной	2	3
171	и во	2	3
172	в глазах	8	3
173	в другой	1	3
174	по мнению	2	3
175	но как	1	3
176	с одной	3	3
177	если мы	2	3
178	только на	1	3
179	каким образом	1	3
180	одно из	1	3
181	и их	1	3
182	что для	2	3
183	связи с	5	3
184	одной стороны	3	3
185	в состоянии	1	3
186	только для	2	3
187	и от	1	3
188	о котором	1	3
189	то не	1	3
190	и все	2	3
191	к этой	2	3
192	хотя в	1	3
193	сказать что	1	3
194	по поводу	1	3
195	как на	1	3
196	во всяком	3	3
197	ко всем	1	2
198	одним из	2	2
199	чтобы не	1	2
200	тем же	3	2
201	видеть в	1	2
202	а как	2	2
203	в сущности	2	2
204	становится объектом	1	2
205	бы то	2	2
206	одним словом	1	2
207	для всякого	1	2
208	друг от	1	2
209	за пределы	2	2
210	которые не	1	2
211	в течение	3	2
212	могли бы	1	2
213	на что	1	2
214	в которой	3	2
215	в целом	3	2
216	образом и	1	2
217	что к	4	2
218	на то	3	2
219	не могла	3	2
220	и если	2	2
221	после этого	2	2
222	по крайней	1	2
223	мы можем	3	2
224	он должен	1	2
225	к одному	1	2
226	он старается	1	2
227	с этой	3	2
228	но все	4	2
229	мог бы	1	2
230	для них	1	2
231	чем в	3	2
232	было только	1	2
233	в г	2	2
234	но если	3	2
235	таким же	1	2
236	в их	2	2
237	ни малейшего	3	2
238	но он	1	2
239	том и	1	2
240	том же	1	2
