N	4gram	Vinokur_Ku_3	Myshleni
1	заключается в том что	1	4
2	в собственном смысле слова	1	3
3	не потому что он	1	2
4	то же самое что	1	2
5	заключается вовсе не в	1	1
6	потому что как увидим	1	1
7	только для того чтобы	1	1
8	связи с вопросом о	1	1
9	в той или иной	2	1
10	что как увидим ниже	1	1
11	а с другой стороны	1	1
12	так как он является	1	1
13	только тогда когда он	1	1
14	один и тот же	2	1
15	никогда не может быть	1	1
16	с одной стороны а	1	1
17	стороны а с другой	1	1
18	в зависимости от того	3	1
19	то это не только	1	1
20	ни в коем случае	1	1
21	в том смысле что	1	1
22	одной стороны а с	1	1
23	и не могут быть	1	1
24	и в самом деле	3	1
25	в самое последнее время	1	1
26	можно было бы привести	2	1
