N	2gram	Nazirov_Tv_1	Problema
1	и в	21	30
2	в своей	4	22
3	то есть	12	21
4	не только	7	18
5	то что	8	18
6	в этом	6	17
7	том что	11	17
8	и даже	3	14
9	людей и	2	13
10	таким образом	5	13
11	но и	3	13
12	потому что	5	13
13	также и	1	12
14	о том	6	12
15	в его	13	12
16	в том	7	12
17	и не	7	12
18	так что	2	11
19	в своем	4	11
20	у него	7	11
21	в этой	5	10
22	в виде	3	10
23	все же	5	9
24	на земле	3	9
25	но в	7	9
26	который в	3	9
27	только в	5	9
28	и все	6	9
29	сказать что	2	9
30	хотя и	3	8
31	художественного творчества	1	8
32	никак не	1	8
33	в конце	1	8
34	вовсе не	5	8
35	но не	3	7
36	как и	12	7
37	не в	2	7
38	никогда не	3	7
39	связи с	1	7
40	у нас	1	7
41	в дальнейшем	3	7
42	так и	2	7
43	что он	6	7
44	мы находим	2	7
45	может быть	5	7
46	говорит о	3	7
47	в связи	1	7
48	вместе с	2	7
49	и на	7	6
50	и как	4	6
51	в нем	3	6
52	при помощи	2	6
53	его в	1	6
54	и его	6	6
55	можно сказать	2	6
56	и что	1	6
57	что и	2	6
58	уже не	3	6
59	так как	3	6
60	с другой	3	6
61	прежде всего	4	6
62	как бы	17	6
63	конце концов	1	6
64	а в	6	6
65	другой стороны	1	6
66	в году	7	5
67	в которой	3	5
68	тем не	2	5
69	и с	3	5
70	с тем	1	5
71	он и	1	5
72	еще в	2	5
73	миф о	1	5
74	но он	2	5
75	что этот	1	5
76	не менее	6	5
77	и притом	2	5
78	и о	1	5
79	людей в	2	5
80	что у	1	5
81	и у	2	5
82	и их	1	5
83	а не	5	5
84	не может	4	5
85	так же	3	5
86	как раз	1	5
87	в самом	3	5
88	что в	12	5
89	к людям	1	4
90	человека и	4	4
91	того же	2	4
92	и он	2	4
93	отнюдь не	5	4
94	и к	1	4
95	в себе	2	4
96	при этом	7	4
97	но все	1	4
98	же не	1	4
99	об этом	2	4
100	было бы	1	4
101	ни в	1	4
102	не мог	2	4
103	не так	3	4
104	по крайней	2	4
105	в то	15	4
106	свободы и	2	4
107	но даже	1	4
108	в трагедии	1	4
109	и сам	1	4
110	нас в	1	4
111	человека из	1	4
112	крайней мере	2	4
113	или в	2	4
114	в качестве	2	4
115	даже и	1	4
116	прикован к	1	4
117	далеко не	3	4
118	а с	1	4
119	в частности	2	4
120	этот мотив	1	4
121	в смысле	1	4
122	жизни в	6	4
123	гораздо более	2	4
124	на первом	2	3
125	время как	1	3
126	в виду	2	3
127	в ней	2	3
128	и самого	1	3
129	еще не	1	3
130	он сам	6	3
131	иное как	1	3
132	что его	2	3
133	в ее	1	3
134	совсем не	1	3
135	на краю	2	3
136	он в	1	3
137	поскольку в	1	3
138	учение о	1	3
139	с одной	1	3
140	он не	8	3
141	страдания и	2	3
142	знает что	1	3
143	сам же	1	3
144	однако в	2	3
145	в отношении	1	3
146	и другое	1	3
147	в русской	5	3
148	что иное	1	3
149	но только	2	3
150	в самой	1	3
151	как будто	5	3
152	в духе	2	3
153	есть только	1	3
154	указывает на	1	3
155	он видит	3	3
156	нет никакой	1	3
157	жизнь и	1	3
158	в эпоху	1	3
159	с ним	3	3
160	внимание на	1	3
161	настоящее время	2	3
162	к нему	1	3
163	русской литературе	4	3
164	все время	1	3
165	же в	1	3
166	того что	3	3
167	тот же	2	3
168	и тем	2	3
169	в одном	1	3
170	для них	1	3
171	в других	1	3
172	именно в	2	3
173	одной стороны	1	3
174	жизнь в	1	3
175	мира в	2	3
176	видит в	1	3
177	первом плане	2	3
178	о котором	2	3
179	в настоящее	1	3
180	еще более	2	3
181	и другие	3	3
182	не что	1	3
183	точно так	2	3
184	он считает	1	2
185	самом деле	2	2
186	но тем	1	2
187	и до	1	2
188	то же	13	2
189	из всех	4	2
190	мы имеем	1	2
191	и тут	1	2
192	равно как	1	2
193	я не	3	2
194	это время	2	2
195	проявляется в	1	2
196	в таком	1	2
197	все эти	1	2
198	в чем	2	2
199	тем как	1	2
200	не то	2	2
201	не все	1	2
202	по отношению	1	2
203	в одной	2	2
204	как в	8	2
205	кроме того	1	2
206	создал человека	1	2
207	когда он	2	2
208	в нашей	2	2
209	время это	1	2
210	если он	1	2
211	на его	3	2
212	не к	1	2
213	то ни	1	2
214	его не	1	2
215	которого не	1	2
216	это не	4	2
217	форму и	1	2
218	по мысли	1	2
219	в них	1	2
220	и тогда	1	2
221	преступления и	5	2
222	бога в	1	2
223	на месте	1	2
224	в котором	6	2
225	вторая часть	1	2
226	представление о	3	2
227	себе а	1	2
228	зла и	1	2
229	борьбу с	1	2
230	и более	1	2
231	в атмосфере	1	2
232	в таких	1	2
233	человека но	3	2
234	дело в	3	2
235	на него	1	2
236	упоминания о	1	2
237	больше чем	2	2
238	он хочет	1	2
239	тем что	1	2
240	за ними	1	2
241	в области	1	2
242	человеком а	1	2
243	не могут	1	2
244	ли не	1	2
245	к тому	2	2
246	и свое	1	2
247	данном случае	2	2
248	верит в	2	2
249	за то	2	2
250	он был	1	2
251	нас и	1	2
252	по себе	1	2
253	и добра	2	2
254	в глаза	2	2
255	бы то	1	2
