N	3gram	Losev_Dial_3	Komedia
1	к тому же	2	10
2	в том что	3	5
3	о том что	5	4
4	так или иначе	2	3
5	в связи с	1	3
6	то же время	1	3
7	в то время	4	3
8	в то же	1	3
9	в силу этого	2	2
10	только потому что	1	2
11	не говоря уже	2	2
12	до сих пор	1	2
13	говоря уже о	2	2
14	бы то ни	1	2
15	то время как	4	2
16	то ни было	1	2
17	с одной стороны	3	2
18	и с этой	2	2
19	во всяком случае	2	2
20	что у него	1	2
21	к тому что	2	2
22	что и в	1	2
23	речь идет о	1	2
24	признаки по которым	1	1
25	я думаю что	1	1
26	за ее пределами	1	1
27	имеется в виду	3	1
28	потому что в	1	1
29	в самом деле	5	1
30	с точки зрения	14	1
31	на первый план	4	1
32	мне его не	1	1
33	и во всех	1	1
34	и в то	1	1
35	одно из двух	2	1
36	и та же	1	1
37	или в мире	1	1
38	точно так же	2	1
39	ни в одной	2	1
40	и во всяком	1	1
41	той или иной	2	1
42	по существу своему	1	1
43	само по себе	5	1
44	одна и та	1	1
45	с другой стороны	2	1
46	то это опять	1	1
47	и в том	1	1
48	не может быть	6	1
49	того или иного	2	1
50	и стало быть	1	1
51	более или менее	1	1
52	связи с этим	1	1
53	и за ее	1	1
54	что это не	2	1
55	но все эти	1	1
56	тем не менее	10	1
57	признать что в	1	1
58	при всем том	1	1
