N	2gram	Nazirov_Tv_1	Myslijsy
1	потому что	5	46
2	то есть	12	34
3	в том	7	32
4	и в	21	30
5	может быть	5	28
6	то же	13	23
7	т с	1	22
8	не только	7	21
9	только в	5	21
10	но и	3	19
11	того что	3	18
12	том что	11	18
13	то что	8	18
14	не есть	1	17
15	что в	12	17
16	в себе	2	16
17	по себе	1	16
18	и не	7	15
19	не в	2	15
20	а не	5	15
21	таким образом	5	14
22	что и	2	13
23	так как	3	13
24	вместе с	2	12
25	а в	6	12
26	точно так	2	12
27	так и	2	11
28	что оно	1	11
29	как в	8	10
30	в этом	6	10
31	в душе	1	10
32	как и	12	10
33	в то	15	10
34	и что	1	10
35	в нем	3	9
36	было бы	1	9
37	между тем	1	9
38	для него	6	9
39	в ней	2	8
40	в самом	3	8
41	что не	2	8
42	только что	2	8
43	есть не	2	7
44	с одной	1	7
45	но не	3	7
46	с тем	1	7
47	тем самым	7	7
48	тем что	1	7
49	так что	2	7
50	вовсе не	5	7
51	с другой	3	7
52	к тому	2	7
53	то это	1	6
54	с этим	1	6
55	же с	2	6
56	художественное произведение	1	6
57	с ним	3	6
58	не имеет	1	6
59	указывает на	1	6
60	там же	3	6
61	что он	6	6
62	уже не	3	6
63	то и	1	6
64	из них	2	6
65	зависит от	2	6
66	не может	4	6
67	но это	5	6
68	человека и	4	5
69	на деле	2	5
70	и т	3	5
71	еще не	1	5
72	по отношению	1	5
73	в своем	4	5
74	и как	4	5
75	к одному	1	5
76	заключает в	1	5
77	и тем	2	5
78	в них	1	5
79	я как	1	5
80	что я	3	5
81	по крайней	2	5
82	вместе и	1	5
83	же время	12	5
84	к ней	2	5
85	не могут	1	5
86	сравнительно с	1	5
87	не менее	6	5
88	мысль о	2	5
89	крайней мере	2	5
90	уже в	3	5
91	одно из	1	5
92	есть только	1	5
93	отношению к	1	5
94	слова и	1	5
95	сказать что	2	5
96	только как	1	5
97	в действительности	1	5
98	столь же	1	4
99	не все	1	4
100	не было	1	4
101	что это	1	4
102	он не	8	4
103	перестает быть	1	4
104	не к	1	4
105	и по	3	4
106	в один	2	4
107	себе не	2	4
108	в котором	6	4
109	себе а	1	4
110	и его	6	4
111	до того	1	4
112	оно не	1	4
113	и это	1	4
114	по мере	1	4
115	в его	13	4
116	один из	4	4
117	а и	1	4
118	все равно	1	4
119	далеко не	3	4
120	себя и	1	4
121	что для	2	4
122	для человека	3	4
123	все это	10	4
124	в смысле	1	4
125	и от	4	4
126	тем более	1	4
127	мы должны	1	4
128	другой стороны	1	4
129	была бы	1	4
130	я и	3	3
131	и есть	1	3
132	в первом	2	3
133	действительности и	2	3
134	говорить о	1	3
135	и на	7	3
136	в чем	2	3
137	не то	2	3
138	в целом	4	3
139	что она	2	3
140	при этом	7	3
141	т д	1	3
142	в каждом	3	3
143	не будет	2	3
144	что все	3	3
145	его в	1	3
146	и тогда	1	3
147	как бы	17	3
148	место в	3	3
149	образом и	1	3
150	тем не	2	3
151	тому что	1	3
152	на него	1	3
153	заметить что	1	3
154	могут быть	2	3
155	содержание в	1	3
156	свою очередь	1	3
157	в образе	1	3
158	или в	2	3
159	слово и	1	3
160	быть может	2	3
161	жизни не	1	3
162	время в	3	3
163	никак не	1	3
164	можно сказать	2	3
165	это было	1	3
166	к нему	1	3
167	вслед за	2	3
168	же и	2	3
169	только на	2	3
170	к мысли	1	3
171	прежде всего	4	3
172	до сих	1	3
173	именно в	2	3
174	одной стороны	1	3
175	в одно	2	3
176	связь с	1	3
177	так же	3	3
178	в человеке	4	3
179	самого себя	1	3
180	то к	1	3
181	сих пор	1	3
182	не существует	3	3
183	и все	6	3
184	в свою	7	3
185	не знает	2	3
186	в которой	3	3
187	в искусстве	1	3
188	к этому	2	3
189	в таком	1	3
190	в зародыше	1	2
191	самом деле	2	2
192	это и	3	2
193	но тем	1	2
194	нам кажется	1	2
195	и до	1	2
196	в их	3	2
197	мы уже	1	2
198	той же	3	2
199	он как	1	2
200	не столько	2	2
201	себе что	1	2
202	вопрос об	1	2
203	одним словом	1	2
204	к слову	1	2
205	вообще как	1	2
206	тогда как	1	2
207	но без	2	2
208	человек может	2	2
209	все же	5	2
210	на человека	1	2
211	целый ряд	1	2
212	что по	1	2
213	его к	1	2
214	со своей	1	2
215	сливается с	3	2
216	та же	4	2
217	при создании	1	2
218	под ним	1	2
219	в этой	5	2
220	человеке и	1	2
221	человек не	1	2
222	так сказать	2	2
223	и если	1	2
224	на его	3	2
225	идеи и	1	2
226	людей и	2	2
227	но все	1	2
228	на все	1	2
229	ни в	1	2
230	показывает что	1	2
231	во время	1	2
232	в своей	4	2
233	что такое	1	2
234	а как	2	2
235	в мысли	1	2
236	между людьми	2	2
237	мысли и	4	2
238	единство и	1	2
239	т п	2	2
240	том же	1	2
241	даже в	3	2
242	что эта	1	2
243	она не	1	2
244	что с	1	2
245	и притом	2	2
246	но только	2	2
247	только не	1	2
248	природы в	1	2
249	глядя на	1	2
250	в области	1	2
251	мысли о	1	2
252	отказаться от	2	2
253	в нас	1	2
254	и о	1	2
255	в ее	1	2
256	с каким	2	2
257	в собственном	1	2
258	так в	1	2
259	во многом	7	2
260	можно только	1	2
261	и с	3	2
262	сходно с	1	2
263	об этом	2	2
264	связанное с	1	2
265	каждый раз	1	2
266	о том	6	2
267	и та	2	2
268	но мы	1	2
269	другое его	1	2
270	или на	1	2
271	и содержание	1	2
272	от него	1	2
273	связь между	1	2
274	от них	1	2
275	одной из	4	2
276	в какой	1	2
277	от одной	1	2
278	связи с	1	2
279	в виде	3	2
280	слова не	1	2
281	был бы	2	2
282	в одном	1	2
283	но что	1	2
284	у него	7	2
285	в других	1	2
286	и даже	3	2
287	развития в	1	2
288	что человек	3	2
289	на чем	1	2
290	а с	1	2
291	души и	1	2
292	эти слова	2	2
293	нет ни	2	2
294	по своему	1	2
295	он говорит	3	2
296	что же	1	2
297	как средство	1	2
298	что как	2	2
299	с этой	1	2
300	еще раз	1	2
301	перед нами	2	2
302	уже на	1	2
303	из себя	2	2
304	и наконец	2	2
305	же в	1	2
306	отношении к	1	2
307	но этот	1	2
308	жизни и	3	2
309	это в	3	2
310	это неверно	1	1
311	одним из	4	1
312	в сфере	1	1
313	должно стать	1	1
314	на самом	3	1
315	к своей	1	1
316	чего не	1	1
317	когда человек	2	1
318	человеческой души	2	1
319	по преимуществу	2	1
320	в мыслях	1	1
321	укажем здесь	1	1
322	оно было	1	1
323	уже по	1	1
324	его не	1	1
325	их и	1	1
326	о свойствах	1	1
327	этот народ	1	1
328	опыта с	1	1
329	на первом	2	1
330	человеческой природы	1	1
331	что если	1	1
332	чтобы не	1	1
333	мир его	2	1
334	человека однако	1	1
335	в сущности	1	1
336	одной только	1	1
337	время как	1	1
338	но она	2	1
339	не вполне	1	1
340	внешних условий	1	1
341	смысле оно	1	1
342	и со	1	1
343	того же	2	1
344	и он	2	1
345	с большим	1	1
346	он был	1	1
347	он сам	6	1
348	бы то	1	1
349	собою только	1	1
350	с его	11	1
351	данном случае	2	1
352	создает себе	1	1
353	совсем не	1	1
354	стремится и	1	1
355	к нам	1	1
356	в голове	1	1
357	себя все	1	1
358	если в	2	1
359	а через	1	1
360	отличие от	2	1
361	столько выражение	1	1
362	эстетическое значение	1	1
363	в настоящем	2	1
364	и я	1	1
365	в истории	1	1
366	приходит на	1	1
367	первый взгляд	1	1
368	из уст	1	1
369	в художественном	1	1
370	о жизни	1	1
371	это был	1	1
372	хотя и	3	1
373	когда он	2	1
374	один ряд	1	1
375	но в	7	1
376	ее свободы	1	1
377	то в	2	1
378	но эта	1	1
379	к чему	1	1
380	из жизни	1	1
381	формы в	1	1
382	все эти	1	1
383	если мы	1	1
384	еще один	1	1
385	смысла но	1	1
386	тому же	1	1
387	как он	1	1
388	но на	1	1
389	вытекающее из	1	1
390	наш взгляд	1	1
391	человек сознает	2	1
392	же именно	1	1
393	идет от	1	1
394	сознает свою	1	1
395	сердце и	1	1
396	и вот	1	1
397	важную роль	1	1
