N	2gram	Tiupa_Disk_2	Tvorches
1	и в	16	20
2	в году	1	16
3	в романе	1	15
4	не только	10	13
5	никогда не	2	11
6	как бы	4	11
7	таким образом	1	10
8	в то	5	10
9	в его	3	10
10	достоевского в	1	9
11	и его	3	9
12	там же	2	9
13	и не	15	9
14	при этом	17	8
15	и с	2	8
16	в том	8	8
17	может быть	16	8
18	в этом	16	8
19	прежде всего	7	8
20	но и	11	8
21	то же	6	7
22	это не	3	7
23	же время	5	7
24	потому что	4	7
25	не может	9	7
26	xix века	1	7
27	что в	5	7
28	в целом	2	6
29	как и	16	6
30	в своей	6	6
31	что он	2	6
32	так и	9	6
33	именно в	2	6
34	а не	14	6
35	все это	2	6
36	например в	3	5
37	еще не	6	5
38	и на	5	5
39	но не	7	5
40	все же	6	5
41	в этой	4	5
42	и сам	1	5
43	в мире	11	5
44	то есть	12	5
45	о том	4	5
46	и даже	1	5
47	в творчестве	3	5
48	но это	3	5
49	читателя в	1	5
50	мы не	1	4
51	все эти	3	4
52	отнюдь не	6	4
53	как в	8	4
54	хотя и	1	4
55	когда он	1	4
56	но в	11	4
57	не в	3	4
58	в принципе	2	4
59	об этом	1	4
60	соответствии с	3	4
61	тем самым	6	4
62	первая часть	1	4
63	ничего не	1	4
64	в чем	1	4
65	а в	2	4
66	в соответствии	2	4
67	и от	1	4
68	героя в	5	4
69	том что	10	4
70	одним из	1	3
71	же как	2	3
72	он сам	1	3
73	а с	5	3
74	по отношению	4	3
75	тогда как	11	3
76	в одной	1	3
77	по сути	2	3
78	отношению к	4	3
79	в себе	19	3
80	в нем	7	3
81	он не	3	3
82	в записках	2	3
83	у пушкина	2	3
84	в образе	1	3
85	человека в	4	3
86	я бы	1	3
87	его в	3	3
88	но уже	2	3
89	в самом	1	3
90	в котором	3	3
91	место в	2	3
92	однако этот	1	3
93	в которых	1	3
94	своего рода	10	3
95	тем что	1	3
96	одна из	1	3
97	великий писатель	1	3
98	и это	2	3
99	с ним	1	3
100	между тем	2	3
101	романа и	2	3
102	уже не	3	3
103	для него	5	3
104	в современном	1	3
105	то что	5	3
106	как у	1	3
107	и др	1	3
108	превращается в	1	3
109	в рассказе	4	3
110	вместе с	2	3
111	сути дела	1	3
112	главного героя	1	3
113	с этой	1	3
114	один из	1	3
115	не является	4	3
116	по самой	1	3
117	жизни в	3	3
118	одной из	1	3
119	в своих	6	3
120	к этому	4	3
121	самом деле	1	2
122	и есть	1	2
123	по преимуществу	2	2
124	доводит до	1	2
125	проникает в	1	2
126	говорить о	2	2
127	я не	1	2
128	с народом	1	2
129	роман и	1	2
130	как правило	1	2
131	в ее	1	2
132	тут же	2	2
133	так что	1	2
134	в истории	1	2
135	и наконец	3	2
136	в этот	1	2
137	в которой	1	2
138	бы не	1	2
139	так сказать	1	2
140	по словам	2	2
141	том же	1	2
142	к миру	1	2
143	такой же	2	2
144	и еще	1	2
145	в такой	1	2
146	не столько	3	2
147	в отличие	12	2
148	одном из	3	2
149	их в	2	2
150	что этот	1	2
151	не менее	7	2
152	из нас	1	2
153	как о	1	2
154	я буду	1	2
155	на него	1	2
156	в процессе	1	2
157	в русской	3	2
158	другой стороны	2	2
159	целом и	1	2
160	что на	2	2
161	однако это	1	2
162	личности в	2	2
163	могут быть	3	2
164	опираясь на	1	2
165	более не	1	2
166	действия и	1	2
167	так в	1	2
168	приводит к	3	2
169	роль в	4	2
170	только через	1	2
171	в творческой	1	2
172	действующих лиц	1	2
173	сводится к	2	2
174	и что	1	2
175	не стоит	1	2
176	восходит к	3	2
177	в литературной	1	2
178	и только	1	2
179	крайней мере	1	2
180	всяком случае	1	2
181	не случайно	1	2
182	только в	3	2
183	наше время	2	2
184	и ее	3	2
185	точка зрения	1	2
186	себя в	6	2
187	человеческой личности	1	2
188	героя с	1	2
189	из них	3	2
190	в одном	4	2
191	вовсе не	1	2
192	может служить	1	2
193	друг друга	1	2
194	отличие от	12	2
195	с другой	5	2
196	не было	3	2
197	на этот	1	2
198	по крайней	1	2
199	в частности	12	2
200	начиная с	1	2
201	к жизни	3	2
202	это его	1	2
203	х гг	2	2
204	но прежде	1	2
205	в наше	2	2
206	более того	1	2
207	в основе	4	2
208	ни к	5	2
209	к самому	1	2
210	образ человека	2	2
211	но если	1	2
212	из этого	1	2
213	сам в	1	2
214	включает в	1	2
215	в искусстве	1	2
216	во всяком	1	2
217	от личности	1	1
218	можно говорить	1	1
219	речь идет	1	1
220	в личностном	2	1
221	художественного произведения	1	1
222	отметим что	1	1
223	а между	1	1
224	бытия а	1	1
225	переход от	1	1
226	и должно	1	1
227	это и	1	1
228	перед лицом	2	1
229	в первом	1	1
230	творческой практике	1	1
231	приходит к	1	1
232	той же	2	1
233	в литературу	1	1
234	их мысли	1	1
235	повседневной жизни	1	1
236	сведена к	1	1
237	этом не	1	1
238	не была	1	1
239	жизненной позиции	3	1
240	не вполне	1	1
241	для литературы	1	1
242	нечто более	1	1
243	предстает как	1	1
244	очередь по	1	1
245	он был	1	1
246	не был	1	1
247	с его	6	1
248	во всех	1	1
249	в сюжете	1	1
250	иного рода	1	1
251	отказ от	1	1
252	о смерти	1	1
253	к которой	2	1
254	в противовес	5	1
255	если в	1	1
256	присутствует в	1	1
257	ответ на	1	1
258	есть по	1	1
259	зрелого творчества	1	1
260	в жизни	1	1
261	отношение к	2	1
262	изображения и	1	1
263	но тоже	1	1
264	оказывается не	2	1
265	в рамках	7	1
266	справедливому замечанию	1	1
267	что приводит	1	1
268	однако не	1	1
269	перед нами	3	1
270	кто из	1	1
271	как уже	2	1
272	и как	3	1
273	между сознаниями	1	1
274	в противоположность	5	1
275	на всем	1	1
276	еще на	1	1
277	живет в	2	1
