N	4gram	Tiupa_Hudo_1	Hudozhes
1	в то же время	5	4
2	состоит в том что	4	2
3	в том что она	1	2
4	и в то же	1	2
5	в том числе и	1	1
6	заключается в том что	1	1
7	кротким мягким взглядом очень	1	1
8	точно так же как	1	1
9	с кротким мягким взглядом	1	1
10	не несет в себе	1	1
11	шею с темной родинкой	1	1
12	иронии в рассказе душечка	1	1
13	это была тихая добродушная	1	1
14	с самим собою в	1	1
15	розовые щеки на мягкую	1	1
16	барышня с кротким мягким	1	1
17	ее полные розовые щеки	1	1
18	добродушная жалостливая барышня с	1	1
19	жалостливая барышня с кротким	1	1
20	на мягкую белую шею	1	1
21	щеки на мягкую белую	1	1
22	глядя на ее полные	1	1
23	белую шею с темной	1	1
24	так и не наступает	1	1
25	определений таков что душевная	1	1
26	тихая добродушная жалостливая барышня	1	1
27	в строгом нерасширительном значении	1	1
28	приводит к тому что	2	1
29	с темной родинкой и	1	1
30	полные розовые щеки на	1	1
31	таков что душевная характеристика	1	1
32	была тихая добродушная жалостливая	1	1
33	мы имеем дело с	1	1
34	в том случае если	1	1
35	роли в миропорядке то	1	1
36	мягкую белую шею с	1	1
37	на ее полные розовые	1	1
38	мягким взглядом очень здоровая	1	1
