N	2gram	Tiupa_Narr_1	Problemy
1	и в	19	35
2	как бы	4	31
3	и не	20	27
4	что он	6	24
5	в его	9	21
6	но в	6	19
7	как и	7	18
8	к себе	5	18
9	не может	10	18
10	себе самому	1	18
11	о себе	1	17
12	к другому	2	16
13	в нем	4	16
14	то есть	19	16
15	то же	4	15
16	и все	2	15
17	в сущности	3	14
18	в этом	17	14
19	и его	5	14
20	для него	2	14
21	может быть	25	14
22	но и	23	14
23	он не	3	13
24	к нему	5	13
25	и с	4	12
26	в другом	1	12
27	прежде всего	4	12
28	и к	1	12
29	в пределах	2	11
30	в то	3	11
31	самом деле	2	10
32	не только	32	10
33	не в	14	10
34	же время	4	10
35	героя и	4	10
36	рассказа в	1	10
37	то что	11	10
38	на самом	1	9
39	ни одного	1	9
40	мы уже	1	8
41	все же	7	8
42	как мы	3	8
43	так и	9	8
44	себя и	2	8
45	и для	2	8
46	потому что	1	8
47	еще не	7	7
48	на них	1	7
49	с его	6	7
50	и наконец	1	7
51	лишь в	1	7
52	таким образом	1	7
53	для себя	1	7
54	и сам	1	7
55	вовсе не	1	7
56	так же	2	7
57	точки зрения	10	7
58	с ним	1	7
59	а в	11	7
60	отношению к	6	7
61	и на	3	6
62	он сам	2	6
63	но не	5	6
64	по отношению	7	6
65	отношение к	2	6
66	что они	3	6
67	в самом	1	6
68	что у	2	6
69	в плане	1	6
70	в слове	1	6
71	к тому	7	6
72	только в	4	6
73	слова в	1	6
74	и т.п	8	6
75	стремится к	1	6
76	но это	1	6
77	от него	1	6
78	не знает	1	6
79	что в	3	6
80	и то	1	5
81	как в	7	5
82	в себе	8	5
83	внутренней речи	1	5
84	на протяжении	6	5
85	он и	1	5
86	в конце	1	5
87	даже в	2	5
88	на него	3	5
89	себе самом	2	5
90	да и	4	5
91	в том	18	5
92	с ними	1	5
93	к самому	2	5
94	и даже	3	5
95	к своему	1	5
96	как к	2	5
97	этого слова	2	5
98	героя в	8	5
99	бы уже	1	4
100	он как	1	4
101	в мире	9	4
102	в чем	1	4
103	нет и	2	4
104	та же	2	4
105	что это	3	4
106	но на	1	4
107	на его	1	4
108	друг с	1	4
109	но все	4	4
110	же не	4	4
111	его в	2	4
112	все и	1	4
113	в них	1	4
114	но он	1	4
115	ли я	1	4
116	по себе	5	4
117	никогда не	3	4
118	как раз	2	4
119	как будто	3	4
120	и делает	1	4
121	протяжении всего	1	4
122	той или	4	4
123	где он	1	4
124	между тем	3	4
125	другого в	1	4
126	тотчас же	1	4
127	наконец в	2	4
128	все время	1	4
129	и у	1	4
130	не о	3	4
131	у него	4	4
132	тем что	3	4
133	или иной	5	4
134	с другой	8	4
135	и прежде	1	4
136	с другом	1	4
137	что не	4	4
138	а не	12	4
139	с которым	1	4
140	но как	2	4
141	по своему	1	4
142	в той	6	4
143	человек и	1	4
144	к чужому	1	4
145	но зато	1	4
146	тот же	1	4
147	это и	3	3
148	за собой	4	3
149	говорить о	2	3
150	и со	1	3
151	в виду	1	3
152	как символ	1	3
153	бы то	3	3
154	во всех	1	3
155	совсем не	1	3
156	а он	1	3
157	в общем	1	3
158	когда он	3	3
159	в целом	1	3
160	все эти	2	3
161	тому же	5	3
162	то ни	3	3
163	было бы	4	3
164	этом смысле	1	3
