N	2gram	Propp_Isto_5	Hudozhes
1	в качестве	7	19
2	состоит в	1	16
3	и не	11	16
4	не только	13	15
5	и в	25	15
6	в том	6	15
7	может быть	17	13
8	в частности	7	13
9	при этом	1	12
10	и его	9	12
11	а в	3	12
12	но не	5	11
13	в этом	10	11
14	в себе	1	11
15	то же	4	10
16	по отношению	2	10
17	представляет собой	7	10
18	как бы	2	10
19	а не	2	10
20	отношению к	2	10
21	но и	13	10
22	такого рода	1	9
23	точки зрения	2	9
24	в его	12	9
25	сводится к	1	8
26	себя в	6	8
27	отличие от	1	7
28	но в	1	7
29	в отличие	1	7
30	в то	3	7
31	или иной	1	7
32	с другой	9	7
33	в искусстве	1	7
34	отношение к	1	6
35	том что	8	6
36	не в	6	6
37	в основе	1	6
38	же время	1	6
39	в ее	4	6
40	приводит к	1	6
41	в состав	1	6
42	не может	6	6
43	что в	8	6
44	в их	1	5
45	в самом	1	5
46	то что	7	5
47	художественного творчества	1	5
48	тем самым	1	5
49	могут быть	6	5
50	можно сказать	2	5
51	а также	1	5
52	того что	2	5
53	только в	7	5
54	уже не	11	5
55	другой стороны	8	5
56	в нем	7	5
57	героя и	3	5
58	мы имеем	14	4
59	место в	1	4
60	еще не	8	4
61	как к	1	4
62	и как	3	4
63	он не	4	4
64	и тем	4	4
65	в этих	6	4
66	в ходе	1	4
67	в своей	2	4
68	входит в	5	4
69	в форме	3	4
70	для него	1	4
71	со стороны	2	4
72	прежде всего	6	4
73	а на	2	4
74	не знает	1	4
75	как это	1	4
76	например в	5	4
77	к тому	1	4
78	особого рода	1	4
79	сказать что	2	4
80	того же	2	3
81	и ее	1	3
82	в целом	3	3
83	что можно	1	3
84	в виду	1	3
85	как правило	1	3
86	герой не	3	3
87	как говорит	1	3
88	как уже	1	3
89	и к	1	3
90	в противоположность	1	3
91	в которой	4	3
92	он должен	1	3
93	его в	9	3
94	это не	6	3
95	как и	7	3
96	с точки	1	3
97	но он	2	3
98	тем не	4	3
99	их в	3	3
100	не менее	4	3
101	в русской	3	3
102	потому что	7	3
103	в пределах	4	3
104	так в	2	3
105	мог бы	1	3
106	к его	2	3
107	если бы	2	3
108	и что	8	3
109	что он	22	3
110	к нему	3	3
111	во втором	1	3
112	во всей	1	3
113	оказывается в	1	3
114	по своему	1	3
115	о чем	2	3
116	в данном	3	3
117	и для	2	3
118	таким образом	9	3
119	в свою	3	3
120	в таком	1	3
121	в роли	3	3
122	человека и	2	2
123	и это	4	2
124	между двумя	1	2
125	не вполне	1	2
126	на свою	1	2
127	я не	1	2
128	и на	8	2
129	но как	1	2
130	еще один	2	2
131	в своем	1	2
132	говорит что	1	2
133	это тоже	1	2
134	в себя	3	2
135	все эти	8	2
136	право на	1	2
137	в этой	3	2
138	но на	1	2
139	не как	4	2
140	в силу	1	2
141	уже говорилось	1	2
142	наших глазах	1	2
143	на этом	3	2
144	об этом	2	2
145	по себе	2	2
146	несмотря на	2	2
147	с другими	4	2
148	и некоторые	1	2
149	этого текста	1	2
150	от себя	2	2
151	и более	1	2
152	вовсе не	2	2
153	даже в	2	2
154	дело не	1	2
155	одна из	2	2
156	материала в	1	2
157	не могло	1	2
158	и соответственно	1	2
159	этих двух	1	2
160	языка в	1	2
161	числе и	1	2
162	оно не	1	2
163	на наших	1	2
164	и о	1	2
165	того чтобы	3	2
166	свою очередь	1	2
167	здесь не	1	2
168	роль в	2	2
169	и сам	2	2
170	что может	1	2
171	или в	6	2
172	с человеком	1	2
173	о том	7	2
174	я думаю	1	2
175	а именно	4	2
176	в литературе	1	2
177	мире и	1	2
178	с одной	7	2
179	и др	3	2
180	за пределами	1	2
181	или даже	1	2
182	одно из	1	2
183	никто не	3	2
184	слова в	1	2
185	в одном	1	2
186	у него	2	2
187	для того	3	2
188	на почве	1	2
189	а с	1	2
190	превращается в	7	2
191	одной стороны	7	2
192	мы легко	2	2
193	так же	5	2
194	и потому	2	2
195	как в	6	2
196	из которых	2	2
197	к своему	1	2
198	и по	2	2
199	во всех	2	2
200	мира и	1	2
201	с ним	4	2
202	одной из	1	2
203	в иной	7	2
204	из этого	1	2
205	только о	1	2
206	том числе	1	2
207	также и	1	1
208	же как	4	1
209	и есть	1	1
210	то в	2	1
211	здесь и	1	1
212	из его	1	1
213	едва ли	1	1
214	в зависимости	1	1
215	сливается с	1	1
216	той же	1	1
217	есть не	1	1
218	превратилась в	1	1
219	из дальнейшего	1	1
220	никогда не	3	1
221	которое в	1	1
222	зависимости от	1	1
223	думаю что	1	1
224	другим в	1	1
225	на них	2	1
226	время в	2	1
227	что его	3	1
228	в различных	2	1
229	легко может	1	1
230	здесь также	1	1
231	себе и	1	1
232	говорилось выше	1	1
233	что они	1	1
234	том чем	1	1
235	на колени	1	1
236	на основе	1	1
237	типа так	1	1
238	отнюдь не	1	1
239	и я	1	1
240	в истории	4	1
241	если на	1	1
242	с некоторыми	1	1
243	что касается	1	1
244	перед нами	2	1
245	встрече с	1	1
246	тем же	1	1
247	над собой	1	1
248	от этого	4	1
249	фольклора и	1	1
250	из мифа	1	1
251	и способность	2	1
252	что это	5	1
253	не упоминается	1	1
254	за это	1	1
255	одном случае	1	1
256	животного в	1	1
257	нас на	1	1
258	во многих	1	1
259	проникает в	1	1
260	на то	2	1
261	что она	1	1
262	эта деталь	1	1
263	все это	4	1
264	ключ к	1	1
265	ему говорит	1	1
266	ему на	1	1
267	подобно тому	1	1
268	а затем	7	1
269	что все	4	1
270	всеми людьми	1	1
271	а как	2	1
272	это было	2	1
273	могут встречаться	1	1
274	было бы	1	1
275	он ни	1	1
276	в жизни	1	1
277	нет в	1	1
278	соответствии с	1	1
279	как видно	1	1
280	для иллюстрации	1	1
281	перейдем к	2	1
282	он от	1	1
283	же я	1	1
284	перед собой	1	1
285	вошел в	2	1
286	места в	1	1
287	которым человек	1	1
288	за которым	1	1
289	в котором	1	1
290	иного типа	1	1
291	что от	2	1
292	и процесс	1	1
293	еще нет	1	1
294	и некоторыми	1	1
295	от его	1	1
296	не путем	1	1
297	в конце	1	1
298	случае мы	1	1
299	то с	1	1
300	приводят к	1	1
301	таких случаях	2	1
302	в таких	3	1
303	ее не	1	1
304	с которой	1	1
305	здесь невозможно	1	1
306	виду что	1	1
307	но для	2	1
308	она могла	1	1
309	не имеет	1	1
310	на котором	1	1
311	что такое	1	1
312	к изучению	1	1
313	когда они	2	1
314	в систему	1	1
315	иметь в	1	1
316	обратим внимание	2	1
317	не говорит	1	1
318	же этот	1	1
319	этих случаях	8	1
320	связи с	8	1
321	из того	1	1
322	не по	1	1
323	как будто	1	1
324	в каком	1	1
325	однако это	1	1
326	тем это	2	1
327	и здесь	7	1
328	в момент	1	1
329	он еще	1	1
330	его за	1	1
331	вокруг него	1	1
332	на это	1	1
333	здесь мы	5	1
334	говорит о	2	1
335	должен быть	2	1
336	на помощь	1	1
337	как мы	5	1
338	точно так	1	1
339	меня в	2	1
340	в особенности	3	1
341	смерти в	1	1
342	но мы	3	1
343	или для	1	1
344	то время	1	1
345	на свой	1	1
346	обращаясь к	1	1
347	переход к	1	1
348	на нее	2	1
349	здесь как	2	1
350	живет в	5	1
351	чем выше	1	1
352	меньше и	1	1
353	можно только	1	1
354	для этого	1	1
355	означает что	2	1
356	мы рассмотрим	1	1
357	из других	2	1
358	о ней	1	1
359	мира а	1	1
360	после того	3	1
361	служит для	1	1
362	восходит к	1	1
363	в которую	2	1
364	если с	1	1
365	состоит не	1	1
366	эти два	1	1
367	в другой	3	1
368	выступает как	1	1
369	с матерью	1	1
370	вслед за	1	1
371	если он	1	1
372	может иметь	1	1
373	в него	5	1
374	не требует	1	1
375	для установления	1	1
376	в формах	2	1
377	на которой	2	1
378	все люди	1	1
379	один из	2	1
380	но с	1	1
381	обе эти	1	1
382	мы видим	8	1
383	тот же	1	1
384	характерна для	1	1
385	природой и	1	1
386	вступить в	1	1
387	такое же	2	1
388	самые разнообразные	1	1
389	они могут	1	1
390	или же	3	1
391	отношение невозможно	1	1
392	или его	1	1
393	тот что	1	1
394	так что	2	1
395	же и	1	1
396	времени когда	1	1
397	он состоит	1	1
398	то и	1	1
399	свидетельствует о	1	1
400	не дает	1	1
401	дает ему	3	1
402	из них	2	1
403	за ним	4	1
404	характерно что	1	1
405	к каким	1	1
406	когда для	1	1
407	себе в	1	1
408	ведь это	1	1
409	представлений о	7	1
410	с этими	1	1
411	так как	11	1
412	и от	1	1
413	представляют собой	3	1
414	не было	1	1
415	он же	2	1
416	и даже	1	1
417	но одно	1	1
418	всех людей	3	1
419	как у	2	1
420	не обязательно	1	1
421	еще и	1	1
422	наконец в	1	1
423	героя о	1	1
424	перед ним	1	1
425	мира это	1	1
426	что не	1	1
427	что для	1	1
428	в соответствии	1	1
429	и пр	3	1
430	из наиболее	1	1
431	с которым	2	1
432	от мира	1	1
433	не всегда	4	1
434	этим и	1	1
435	стороны в	1	1
436	в одно	2	1
437	в связи	4	1
438	нет никаких	1	1
439	в лесу	2	1
440	вместе с	22	1
441	до этого	2	1
442	в одной	1	1
443	во множестве	1	1
444	одну из	1	1
445	ни от	1	1
446	быть это	1	1
447	ним как	1	1
448	приобщение к	1	1
449	истории не	1	1
450	одновременно с	2	1
451	тому как	1	1
452	есть как	1	1
453	выйти наружу	1	1
454	в состоянии	1	1
455	быть не	1	1
456	в это	2	1
457	с этой	2	1
458	этом случае	7	1
459	только для	1	1
460	заметил что	2	1
461	все же	10	1
462	он уже	1	1
463	в более	3	1
464	если не	4	1
465	ведущего и	1	1
466	например не	1	1
467	для нас	5	1
468	от него	1	1
469	это может	1	1
470	из своего	1	1
471	бы в	1	1
472	особенности в	2	1
473	все они	1	1
474	же в	2	1
475	но если	1	1
476	на смену	4	1
477	две стороны	1	1
478	в свое	2	1
479	героя в	9	1
480	здесь обычно	1	1
481	жизни и	2	1
482	ее в	2	1
483	видим в	1	1
484	и другие	1	1
485	в своих	1	1
486	нее как	1	1
487	можно назвать	1	1
488	все что	1	1
489	этой точки	1	1
490	они не	3	1
