N	3gram	Losev_Vlad_1	Istorich
1	и т д	2	18
2	с другой стороны	3	8
3	с одной стороны	1	7
4	вместе с тем	1	6
5	о том что	7	4
6	в связи с	1	4
7	мы знаем что	2	4
8	тем не менее	2	4
9	как мы увидим	2	3
10	здесь мы имеем	1	3
11	не может быть	3	3
12	мы увидим ниже	3	3
13	для того чтобы	2	3
14	так как в	1	2
15	мы не будем	1	2
16	в таких случаях	1	2
17	в это время	1	2
18	в том чтобы	2	2
19	если бы мы	1	2
20	не только в	2	2
21	и вместе с	1	2
22	но это не	1	2
23	в том что	7	2
24	на то что	4	2
25	что и в	2	2
26	большую роль в	1	1
27	свидетельствует о том	1	1
28	он не только	2	1
29	что он не	3	1
30	что не только	1	1
31	с тем что	1	1
32	может быть речи	1	1
33	то же время	4	1
34	главным образом в	2	1
35	указывает на то	1	1
36	дело не в	1	1
37	то время как	1	1
38	то что у	2	1
39	и потому что	3	1
40	вместе со своим	1	1
41	некоторое время он	1	1
42	потому что в	1	1
43	мы приведем несколько	1	1
44	то что он	5	1
45	еще и потому	2	1
46	во всяком случае	2	1
47	что у него	2	1
48	для чего в	1	1
49	о нем в	1	1
50	ни у одного	1	1
51	мы уже видели	1	1
52	мы уже знаем	1	1
53	он уже в	1	1
54	для нас очень	1	1
55	то обстоятельство что	2	1
56	на свою сторону	1	1
57	в то время	2	1
58	в тех же	1	1
59	в свою очередь	1	1
60	и тем самым	1	1
61	это мы увидим	1	1
62	за нами и	1	1
63	на этом мы	1	1
64	но и для	1	1
65	в самом деле	1	1
66	можно сказать что	2	1
67	но и здесь	1	1
68	что во время	1	1
69	материалов мы приведем	1	1
70	у одного из	1	1
71	в то же	4	1
72	на другой день	1	1
