N	3gram	Bakhtin_Fr_6	Stilisti
1	в то же	5	9
2	в зависимости от	1	7
3	то же время	5	7
4	для того чтобы	1	7
5	с точки зрения	2	5
6	обратное влияние на	1	4
7	той или иной	1	4
8	в той же	4	3
9	но и в	2	3
10	не только в	1	3
11	в конце концов	1	3
12	не забудем что	1	3
13	но все же	1	3
14	как мы уже	6	3
15	и т.п и	2	3
16	и не только	1	2
17	вместе с тем	1	2
18	как мы увидим	2	2
19	и т.п но	3	2
20	в этом отношении	3	2
21	в значительной степени	1	2
22	но в то	1	2
23	смысле этого слова	1	2
24	как бы в	1	2
25	не может быть	1	2
26	и как бы	1	2
27	и тем же	1	2
28	о том что	5	2
29	мы будем говорить	1	2
30	можно сказать что	1	2
31	с тем и	1	2
32	в связи с	1	2
33	мы видим что	1	2
34	все то что	4	2
35	мы видели что	1	2
36	это связано с	1	1
37	в другом месте	4	1
38	и того же	1	1
39	и т.п как	1	1
40	до наших дней	1	1
41	вполне понятно что	2	1
42	и наконец с	1	1
43	один из ее	1	1
44	одним и тем	1	1
45	по отношению к	1	1
46	более или менее	1	1
47	в самом деле	4	1
48	и в особенности	2	1
49	прежде всего с	1	1
50	в нем и	1	1
51	точку зрения на	1	1
52	до сих пор	3	1
53	в этом отрывке	2	1
54	в себе и	1	1
55	и он является	1	1
56	на этот вопрос	1	1
57	здесь же мы	1	1
58	нужно отметить что	1	1
59	связанных с ними	1	1
60	в большинстве случаев	4	1
61	мы увидим дальше	1	1
62	с каждым новым	1	1
63	это прежде всего	2	1
64	не мог он	1	1
65	у нас на	1	1
66	и никак не	1	1
67	на лице и	1	1
68	как и вообще	1	1
69	о том какое	2	1
70	так и от	1	1
71	один из этих	1	1
72	и в романе	1	1
73	о котором мы	3	1
74	влияние и на	2	1
75	если мы будем	1	1
76	таким образом в	2	1
77	прежде всего мы	2	1
78	на поле брани	1	1
79	уже говорили в	1	1
80	всего того что	1	1
81	как и всякий	1	1
82	существовать не может	1	1
83	и т.п это	1	1
84	с другой стороны	2	1
85	как мы видим	1	1
86	одного и того	1	1
87	это как бы	1	1
88	та или иная	1	1
89	в том что	2	1
90	другого человека в	1	1
