N	2gram	Bakhtin_KF_1	Istorich
1	что он	2	24
2	не только	5	18
3	может быть	45	17
4	мы имеем	5	15
5	и в	24	15
6	никогда не	5	15
7	так как	1	14
8	но и	9	14
9	что в	4	12
10	то что	7	12
11	а в	4	12
12	в этом	14	11
13	об этом	1	11
14	в этих	1	11
15	и не	26	11
16	то же	5	10
17	его в	5	10
18	этих случаях	1	10
19	еще не	4	9
20	все же	5	9
21	в другом	3	9
22	с тем	2	9
23	и здесь	7	9
24	потому что	2	9
25	он не	6	8
26	один из	2	8
27	мы можем	1	8
28	мы видим	1	8
29	в нем	28	7
30	том что	4	7
31	не в	12	7
32	ничего не	3	7
33	смерти и	1	7
34	и пр	3	7
35	вместе с	1	7
36	мы здесь	2	6
37	но в	5	6
38	что это	3	6
39	в его	40	6
40	что и	7	6
41	мы уже	1	6
42	как бы	9	6
43	в том	6	6
44	только в	16	6
45	и есть	9	5
46	как в	2	5
47	с этим	1	5
48	и наконец	1	5
49	имеем в	2	5
50	что она	1	5
51	но все	5	5
52	было бы	8	5
53	этого не	1	5
54	в котором	24	5
55	в иной	1	5
56	так и	2	5
57	она не	1	5
58	к нему	12	5
59	в одном	4	5
60	прежде всего	2	5
61	а не	17	5
62	не может	27	5
63	к тому	1	5
64	что эти	1	4
65	со всех	1	4
66	всех сторон	1	4
67	в ней	3	4
68	и на	3	4
69	в себе	21	4
70	все эти	10	4
71	в этой	2	4
72	при этом	4	4
73	и с	1	4
74	вопрос о	2	4
75	не будем	1	4
76	но он	1	4
77	дело не	2	4
78	для нас	4	4
79	иной мир	1	4
80	о нем	4	4
81	другими словами	1	4
82	его и	2	4
83	тем что	3	4
84	и др	1	4
85	связь с	1	4
86	но это	6	4
87	не должен	3	4
88	мы должны	1	4
89	пусть я	1	4
90	одной из	1	4
91	они не	1	4
92	особенно часто	1	3
93	мы не	3	3
94	что ее	1	3
95	когда он	1	3
96	на то	1	3
97	всех этих	3	3
98	здесь мы	4	3
99	должен был	1	3
100	он и	2	3
101	не мог	1	3
102	я его	2	3
103	в их	8	3
104	что этот	3	3
105	я буду	3	3
106	и его	17	3
107	и это	12	3
108	в каких	1	3
109	в себя	7	3
110	мог бы	1	3
111	о том	3	3
112	а именно	1	3
113	если это	1	3
114	и она	2	3
115	того что	3	3
116	в качестве	2	3
117	же и	1	3
118	по отношению	26	3
119	она всегда	1	3
120	что мы	1	3
121	эти слова	1	3
122	как это	1	3
123	все это	10	3
124	между прочим	1	3
125	отношению к	22	3
126	самом деле	3	2
127	на самом	3	2
128	к таким	1	2
129	показать что	1	2
130	имеем и	1	2
131	и для	9	2
132	я не	6	2
133	ни один	1	2
134	хотя бы	4	2
135	и то	2	2
136	во всех	11	2
137	но не	12	2
138	не просто	1	2
139	его на	2	2
140	ясно и	3	2
141	но его	1	2
142	к чему	3	2
143	в которой	1	2
144	одном случае	1	2
145	сама не	1	2
146	на его	1	2
147	главным образом	1	2
148	он должен	1	2
149	другого мира	1	2
150	из него	3	2
151	и по	1	2
152	могла бы	4	2
153	а затем	1	2
154	и может	3	2
155	если ты	3	2
156	той же	1	2
157	его не	1	2
158	это не	10	2
159	в жизни	2	2
160	ни в	12	2
161	поможет нам	1	2
