N	3gram	Tiupa_Lite_1	Hudozhes
1	по отношению к	2	10
2	в отличие от	5	7
3	не сводится к	3	6
4	я в мире	2	6
5	то же время	5	6
6	в то же	5	6
7	присутствия я в	1	5
8	с другой стороны	1	5
9	в том что	11	5
10	состоит в том	5	4
11	так и не	1	4
12	и того же	1	3
13	с точки зрения	2	3
14	одного и того	1	3
15	по сути своей	1	3
16	несет в себе	2	3
17	читателя зрителя слушателя	3	3
18	в конечном счете	4	3
19	тем не менее	2	3
20	мы имеем дело	1	2
21	тот или иной	1	2
22	креативного и рецептивного	1	2
23	во всех подобных	1	2
24	войне и мире	1	2
25	как уже говорилось	1	2
26	в значительной степени	1	2
27	не могло быть	2	2
28	в рамках которого	1	2
29	всех подобных случаях	1	2
30	с одной стороны	2	2
31	в равной степени	1	2
32	а с другой	1	2
33	так или иначе	8	2
34	в свою очередь	1	2
35	факторов художественного впечатления	2	2
36	в войне и	1	2
37	мира представляет собой	1	2
38	в русской литературе	3	2
39	в общественном сознании	1	2
40	в том числе	1	2
41	в силу своей	3	2
42	и прежде всего	3	2
43	в качестве моделей	1	1
44	пропорций коробки психики	1	1
45	не в состоянии	1	1
46	создателя исполнение жанрового	1	1
47	смена ведущей парадигмы	1	1
48	в е годы	2	1
49	в чистом виде	1	1
50	рассмотрение парадигм художественности	1	1
51	остается неизвестен и	1	1
52	перемен трагедия остановилась	1	1
53	нормативного художественного сознания	1	1
54	скачок творческой рефлексии	1	1
55	материал критерием художественности	1	1
56	художественности и позволяет	1	1
57	может быть назван	1	1
58	трагедии шекспира или	1	1
59	скрипок озабоченный вычислением	1	1
60	быть это точка	2	1
61	сознания критериев художественности	1	1
62	при всей хаотичности	1	1
63	в виду не	2	1
64	и рецептивного сознаний	1	1
65	совершенствоваться но само	1	1
66	смена таких парадигм	1	1
67	рабле воспринимаются как	1	1
68	ценностей технических средств	1	1
69	это точка безумия	2	1
70	в хх веке	5	1
71	иметь в виду	1	1
72	поэзия выполняет свое	1	1
73	прежде всего в	3	1
74	систематическое рассмотрение парадигм	1	1
75	что доминировало на	1	1
76	неизвестен и который	1	1
77	одним и тем	1	1
78	и общества о	1	1
79	отдельных достижениях когда	1	1
80	представляет собой однонаправленный	1	1
81	этих субпарадигм статус	1	1
82	я героя как	1	1
83	стороны субъекта художественной	1	1
84	подобно тому как	2	1
85	всех модификаций рефлективного	1	1
86	качественный скачок творческой	1	1
87	его целях задачах	1	1
88	задания определяющим отношением	1	1
89	рода изменениями всегда	1	1
90	многообразие этих субпарадигм	1	1
91	парадигм подобно развитию	1	1
92	парадигмы художественности предполагает	1	1
93	творческой рефлексии художественное	1	1
94	в одной из	1	1
95	из нового понимания	1	1
96	лишь завершающий этап	1	1
97	правила при всей	1	1
98	месте искусства в	1	1
99	может быть это	3	1
100	в зависимости от	1	1
101	классицизма в национальных	1	1
102	первоначальная парадигма художественности	1	1
103	технических средств и	1	1
104	представлений о месте	1	1
