N	3gram	Voloshinov_1	FransuaR
1	в том что	1	6
2	как мы уже	2	5
3	той или иной	3	5
4	до сих пор	1	4
5	с точки зрения	5	3
6	в этом отношении	2	3
7	даже и в	1	3
8	и т.п подобные	1	2
9	прежде всего на	1	2
10	на самом деле	3	2
11	как раз и	1	2
12	но и в	3	2
13	на этот вопрос	1	2
14	нужно отметить что	1	2
15	вовсе не является	1	2
16	были связаны с	1	2
17	в значительной степени	2	2
18	всего того что	1	2
19	но все же	2	2
20	в большинстве случаев	1	2
21	вполне понятно что	1	2
22	можно сказать что	2	1
23	в так называемой	2	1
24	нет и не	1	1
25	или хотя бы	2	1
26	и ни к	1	1
27	вовсе и не	1	1
28	чуть ли не	2	1
29	теми или иными	1	1
30	вне всякой связи	1	1
31	в самом деле	1	1
32	всякой связи с	1	1
33	и не только	2	1
34	в дальнейшем мы	1	1
35	и в области	2	1
36	должно было быть	1	1
37	о которой мы	1	1
38	роль в его	1	1
39	и не может	1	1
40	в собственном смысле	1	1
41	его особую художественную	1	1
42	несмотря на это	1	1
43	и здесь мы	1	1
44	и т.п но	2	1
45	это как бы	1	1
46	то или иное	4	1
47	в наши дни	1	1
48	что мы называем	3	1
49	и вообще не	1	1
50	влияние на развитие	1	1
51	и в наши	1	1
52	чтобы убедиться в	1	1
53	тех или иных	3	1
54	мы наблюдаем в	1	1
55	но в то	2	1
56	это прежде всего	1	1
57	но при этом	2	1
58	между тем в	1	1
59	до того времени	1	1
60	в связи с	2	1
61	у себя дома	2	1
62	был связан с	1	1
63	мы будем называть	1	1
64	и в романе	1	1
65	с другой стороны	1	1
66	но не только	1	1
67	художественное творчество и	2	1
68	как бы в	3	1
69	не может быть	2	1
70	тех явлений которые	1	1
71	до наших дней	1	1
72	в своем развитии	1	1
73	все эти новые	1	1
74	бросается в глаза	1	1
75	то же время	7	1
76	то что мы	4	1
77	уже говорили в	1	1
78	находит свое отражение	1	1
79	на этом мы	1	1
80	себя дома в	1	1
81	их как бы	1	1
82	именно потому что	1	1
83	мы имеем в	1	1
84	они как бы	1	1
85	для того чтобы	7	1
86	на то или	1	1
87	в то же	9	1
88	и перестает быть	1	1
89	мы видим что	2	1
90	ни на кого	1	1
91	одной из тех	1	1
92	не только в	3	1
93	все то что	2	1
94	жизни и это	1	1
