N	2gram	Bakhtin_Pr_1	formyVre
1	и в	23	50
2	то есть	24	33
3	в романе	11	32
4	в этом	25	25
5	в нем	20	24
6	человека в	5	17
7	и его	13	16
8	в литературе	3	16
9	прежде всего	7	15
10	как мы	5	14
11	и не	34	14
12	в его	24	13
13	вовсе не	8	13
14	как раз	4	13
15	по существу	4	12
16	так и	10	12
17	то же	10	11
18	мы уже	2	11
19	таким образом	11	11
20	может быть	21	11
21	и как	8	10
22	но в	4	10
23	времени и	1	10
24	с его	6	9
25	все эти	8	9
26	роль в	2	9
27	не только	13	9
28	в то	10	9
29	ничего не	6	9
30	жизненного пути	1	9
31	же время	7	9
32	в том	11	9
33	в конце	5	9
34	и на	10	8
35	в самом	8	8
36	ни в	3	8
37	жизни в	1	8
38	его жизни	1	8
39	но и	11	8
40	и их	2	8
41	как и	8	8
42	жизни и	6	8
43	так сказать	3	7
44	характер и	1	7
45	для себя	2	7
46	времени в	1	7
47	и во	2	7
48	не было	3	7
49	в условиях	2	7
50	героя и	5	7
51	например в	3	6
52	во всех	5	6
53	как в	6	6
54	с этим	1	6
55	все же	5	6
56	не оставляет	1	6
57	лишь в	3	6
58	это не	10	6
59	в их	3	6
60	так как	7	6
61	с ее	2	6
62	в ее	1	6
63	в дальнейшем	1	6
64	в жизни	6	6
65	у него	6	6
66	то что	18	6
67	человеческой жизни	2	6
68	в частности	1	6
69	не может	11	6
70	так же	6	6
71	в результате	4	6
72	и все	3	6
73	отношению к	11	5
74	и до	1	5
75	время как	1	5
76	еще не	5	5
77	но не	8	5
78	и у	4	5
79	не в	6	5
80	этот процесс	1	5
81	он не	4	5
82	всех этих	3	5
83	значение в	1	5
84	с самим	1	5
85	в основе	5	5
86	того чтобы	4	5
87	точки зрения	21	5
88	не могло	1	5
89	могут быть	1	5
90	но все	4	5
91	в пределах	9	5
92	если бы	10	5
93	романа в	4	5
94	в пространстве	3	5
95	для того	2	5
96	наряду с	1	5
97	в основном	2	5
98	что в	8	5
99	и другие	2	5
100	и то	1	4
101	и это	5	4
102	этого мира	4	4
103	роман в	2	4
104	конечно и	4	4
105	в ней	1	4
106	для других	2	4
107	в своем	8	4
108	конечно не	1	4
109	европейского романа	4	4
110	то время	2	4
111	романа но	2	4
112	но на	1	4
113	время и	1	4
114	и с	4	4
115	в них	3	4
116	том что	9	4
117	в котором	2	4
118	в процессе	4	4
119	потому что	12	4
120	к себе	2	4
121	как человек	2	4
122	в последующие	1	4
123	здесь не	1	4
124	понятно что	1	4
125	или как	5	4
126	и следовательно	1	4
127	только в	8	4
128	в роман	1	4
129	раньше или	1	4
130	и т.п	3	4
131	до конца	5	4
132	пространства и	1	4
133	в той	6	4
134	все это	7	4
135	кроме того	3	4
136	и для	3	4
137	себе самому	3	4
138	вполне понятно	1	4
139	отношения к	2	3
140	в движение	1	3
141	по преимуществу	3	3
142	а как	6	3
143	есть не	2	3
144	мы не	2	3
145	в сущности	5	3
146	дороги и	1	3
147	всем этим	1	3
148	романа то	1	3
149	значение и	1	3
150	по отношению	11	3
151	себе и	3	3
152	к концу	1	3
153	хотя и	1	3
154	романе не	1	3
155	со своей	1	3
156	всего необходимо	1	3
157	в себе	5	3
158	вследствие этого	1	3
159	при этом	3	3
160	вообще не	1	3
161	одно и	1	3
162	его в	4	3
163	входит в	2	3
164	и других	5	3
165	с другими	7	3
166	характер не	1	3
167	здесь нет	1	3
168	для них	1	3
169	и уже	3	3
170	и вне	1	3
171	между ними	2	3
172	в этих	2	3
173	в отношении	2	3
174	но эта	4	3
175	что было	3	3
176	их в	2	3
177	но они	4	3
178	xviii века	1	3
179	друг друга	3	3
180	чем не	1	3
181	уже говорили	1	3
182	раскрытия и	1	3
183	этом отношении	5	3
184	не могут	6	3
185	героев и	6	3
186	к тому	1	3
187	и образ	1	3
188	самим собою	2	3
189	формы и	1	3
190	романа мы	1	3
191	все его	1	3
192	романа как	1	3
193	что и	5	3
194	во всей	2	3
195	в форме	6	3
196	один из	2	3
197	романа и	4	3
198	мы видим	3	3
199	одной из	1	3
200	поэтому и	2	3
201	во времени	3	3
202	со всеми	1	3
203	в качестве	1	3
204	же в	2	3
205	в начале	1	3
206	был бы	5	3
207	одно из	1	3
208	в одном	9	3
209	до сих	2	3
210	именно в	6	3
211	себя и	2	3
212	что не	1	3
213	только к	1	3
214	более того	3	3
215	быть только	1	3
216	а не	20	3
217	мира в	6	3
218	в одно	1	3
219	вместе с	2	3
220	и потому	3	3
221	подхода к	1	3
222	да и	2	3
223	сих пор	2	3
224	например у	1	3
225	и времени	1	3
226	совершенно иной	1	3
227	а в	7	3
228	не знает	1	3
229	сказать что	5	3
230	они не	3	3
231	к этому	2	3
232	во всяком	4	3
233	смысле слова	1	2
234	же как	1	2
235	и изображения	4	2
236	к другому	2	2
237	той же	6	2
238	их и	1	2
239	углубляться в	1	2
240	на материале	3	2
241	вопрос о	4	2
242	дан в	1	2
243	эта форма	2	2
244	принадлежит к	1	2
245	на себя	3	2
246	же что	2	2
247	в чем	1	2
248	романа не	3	2
249	но конечно	2	2
250	как если	1	2
251	друг к	1	2
252	совсем не	1	2
253	а только	1	2
254	не входит	1	2
255	можно прямо	1	2
256	нет и	1	2
257	в истории	2	2
258	же и	1	2
259	с их	5	2
260	и нет	1	2
261	для третьего	1	2
262	не являются	1	2
263	и к	4	2
264	мир и	6	2
265	от этого	1	2
266	в этот	2	2
267	в целом	4	2
268	момент его	2	2
269	в нашем	1	2
270	новый тип	1	2
271	выражение в	4	2
272	как бы	28	2
273	как он	2	2
274	всей его	2	2
275	вера в	1	2
276	и еще	1	2
277	не как	12	2
278	кризис и	1	2
279	характер в	1	2
280	уже не	8	2
281	и по	2	2
282	что все	3	2
283	об этом	1	2
284	к другу	1	2
285	было бы	6	2
286	на почве	1	2
287	нет в	1	2
288	рядом с	13	2
289	с большей	1	2
290	чем в	2	2
291	мир в	2	2
292	автора и	5	2
293	места в	1	2
294	для него	15	2
295	в своей	11	2
296	благодаря этой	1	2
297	лежат в	1	2
298	он должен	1	2
299	с точки	15	2
300	место в	1	2
301	не к	1	2
302	в отличие	2	2
303	в которых	2	2
304	что имеет	2	2
305	точку зрения	4	2
306	но он	2	2
307	друг другу	2	2
308	пределах отдельных	2	2
309	по себе	7	2
310	раз и	3	2
311	его целом	5	2
312	в оболочке	1	2
313	самого начала	3	2
314	тогда когда	1	2
315	дело в	1	2
316	весь роман	1	2
317	нем в	1	2
318	этот тип	1	2
319	никогда не	5	2
320	того и	1	2
321	была сделана	1	2
322	в самой	7	2
323	с большой	1	2
324	к ней	1	2
325	и является	1	2
326	не столь	1	2
327	в каком	1	2
328	в трагедии	1	2
329	все то	4	2
330	есть только	1	2
331	во все	3	2
332	здесь совершенно	1	2
333	оно не	2	2
334	постановка героя	1	2
335	подходе к	2	2
336	как по	1	2
337	сочетается с	3	2
338	с самого	2	2
339	природе своей	1	2
340	те же	1	2
341	здесь как	1	2
342	по природе	1	2
343	отсюда и	1	2
344	во многом	1	2
345	по сравнению	1	2
346	нет становления	1	2
347	с ним	6	2
348	последнее звено	1	2
349	в значительной	1	2
350	во втором	1	2
351	внешнее и	1	2
352	там где	6	2
353	и последнее	1	2
354	нового типа	2	2
355	того что	2	2
356	довлеет себе	1	2
357	быть и	1	2
358	всякого рода	1	2
359	явления в	1	2
360	углом зрения	2	2
361	на своей	1	2
362	есть в	3	2
363	уже в	5	2
364	если мы	1	2
365	друг за	1	2
366	его и	1	2
367	его мире	2	2
368	не для	1	2
369	от различных	1	2
370	отношение к	1	2
371	не о	1	2
372	отличие от	2	2
373	тем что	3	2
374	существенную роль	1	2
375	лишь один	1	2
376	и даже	3	2
377	даже не	1	2
378	с другой	2	2
379	далеко не	1	2
380	в некоторых	1	2
381	других для	1	2
382	жизнь в	1	2
383	он становится	1	2
384	громадную роль	1	2
385	время оно	1	2
386	что мы	1	2
387	вступает в	1	2
388	прямо сказать	1	2
389	за другом	1	2
390	его на	2	2
391	к своему	1	2
392	этих романах	1	2
393	самосознания человека	1	2
394	в данном	2	2
395	сравнению с	1	2
396	в романах	7	2
397	наконец и	1	2
398	на минуту	1	2
399	слова и	1	2
400	но для	2	2
401	здесь в	1	2
402	вне его	2	2
403	человека о	1	2
404	совершается между	1	2
405	одна из	2	2
406	здесь конечно	1	2
407	как она	1	2
408	человек и	2	2
409	для нас	3	2
410	лишь как	5	2
411	у них	1	2
412	почти вовсе	1	2
413	поэтому все	1	2
414	мы должны	2	2
415	хотя бы	2	2
416	ее в	1	2
417	личности и	1	2
418	видения и	8	2
419	была бы	2	2
420	совершенно не	1	2
421	равно как	1	2
