N	2gram	Tiupa_Narr_1	Istorich
1	и т	1	27
2	и в	11	26
3	т д	1	24
4	так же	1	18
5	то что	9	16
6	не только	31	15
7	может быть	15	14
8	что в	3	14
9	же как	1	13
10	между двумя	5	12
11	но и	27	12
12	связь с	1	12
13	в лесу	1	12
14	так и	5	10
15	таким образом	1	10
16	и его	10	10
17	что он	3	10
18	все же	4	9
19	его в	1	9
20	что и	1	9
21	так как	1	9
22	и не	23	9
23	то же	8	8
24	этих случаях	1	8
25	а в	13	8
26	мы имеем	3	7
27	в этом	12	7
28	он не	3	7
29	об этом	6	7
30	как и	13	7
31	в этих	2	7
32	во время	1	7
33	на небо	1	7
34	их в	3	7
35	нас к	1	7
36	как в	4	7
37	в качестве	14	7
38	героя в	3	7
39	и то	3	6
40	еще не	4	6
41	как он	1	6
42	мы видели	1	6
43	не всегда	3	6
44	мы можем	2	6
45	могут быть	1	6
46	к нему	4	6
47	потому что	5	6
48	а не	13	6
49	не может	8	6
50	вместе с	2	6
51	когда он	1	6
52	это и	1	5
53	мы уже	1	5
54	но не	4	5
55	и как	3	5
56	но в	7	5
57	уже не	8	5
58	и только	2	5
59	в силу	1	5
60	и по	1	5
61	с собой	1	5
62	но все	1	5
63	в другом	1	5
64	и с	3	5
65	это не	3	5
66	не в	6	5
67	точно так	1	5
68	ничего не	2	5
69	и у	1	5
70	как мы	2	5
71	и здесь	1	5
72	в его	6	5
73	с ними	2	5
74	в одном	4	5
75	у него	7	5
76	тем что	1	5
77	до сих	2	5
78	из которых	1	5
79	сих пор	2	5
80	к этому	1	5
81	на себя	4	4
82	в которых	1	4
83	тогда как	10	4
84	не просто	1	4
85	его на	1	4
86	не годится	1	4
87	в своей	5	4
88	что этот	1	4
89	даже в	1	4
90	того как	1	4
91	указывает на	1	4
92	представляют собой	3	4
93	здесь не	2	4
94	так в	4	4
95	о том	4	4
96	и даже	2	4
97	с появлением	2	4
98	с другой	2	4
99	а на	2	4
100	а по	2	4
101	все что	2	4
102	в тех	1	4
